Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Rickey Green,"Oct 18, '77, GSW @ PHO",23,1,76,1098,143,375,,,54,90,49,116,149,58,1,79,95,340,.381,,.600,14.4,4.5,1.5,2.0,0.8,0.0,1977-78
Greg Griffin,"Oct 18, '77, PHO vs. GSW",25,1,36,422,61,169,,,23,36,44,103,24,16,0,39,56,145,.361,,.639,11.7,4.0,2.9,0.7,0.4,0.0,1977-78
Ernie Grunfeld,"Oct 18, '77, MIL vs. LAL",22,1,73,1261,204,461,,,94,143,70,194,145,54,19,98,150,502,.443,,.657,17.3,6.9,2.7,2.0,0.7,0.3,1977-78
Joe Hassett,"Oct 19, '77, SEA @ GSW",22,1,48,404,91,205,,,10,12,14,36,41,21,0,34,45,192,.444,,.833,8.4,4.0,0.8,0.9,0.4,0.0,1977-78
Eddie Johnson,"Oct 22, '77, ATL vs. CLE",22,1,79,1875,332,686,,,164,201,51,153,235,100,4,168,232,828,.484,,.816,23.7,10.5,1.9,3.0,1.3,0.1,1977-78
Larry Johnson,"Oct 19, '77, BUF vs. KCK",23,1,4,38,3,13,,,0,2,1,5,7,5,2,3,3,6,.231,,.000,9.5,1.5,1.3,1.8,1.3,0.5,1977-78
Marques Johnson,"Oct 18, '77, MIL vs. LAL",21,1,80,2765,628,1204,,,301,409,292,847,190,92,103,175,221,1557,.522,,.736,34.6,19.5,10.6,2.4,1.2,1.3,1977-78
Eddie Jordan,"Oct 18, '77, CLE vs. CHI",23,1,73,1213,215,538,,,131,167,35,119,177,126,19,106,94,561,.400,,.784,16.6,7.7,1.6,2.4,1.7,0.3,1977-78
Bernard King*,"Oct 18, '77, NJN @ DET",21,1,79,3092,798,1665,,,313,462,265,751,193,122,36,311,302,1909,.479,,.677,39.1,24.2,9.5,2.4,1.5,0.5,1977-78
Toby Knight,"Oct 18, '77, NYK vs. KCK",22,1,80,1169,222,465,,,63,97,121,321,38,50,28,97,211,507,.477,,.649,14.6,6.3,4.0,0.5,0.6,0.4,1977-78
John Kuester,"Oct 18, '77, KCK @ NYK",22,1,78,1215,145,319,,,87,105,19,114,252,58,1,97,143,377,.455,,.829,15.6,4.8,1.5,3.2,0.7,0.0,1977-78
Tom LaGarde,"Oct 19, '77, DEN vs. MIL",22,1,77,868,96,237,,,114,150,75,214,47,17,17,101,146,306,.405,,.760,11.3,4.0,2.8,0.6,0.2,0.2,1977-78
Mark Landsberger,"Oct 19, '77, CHI @ HOU",22,1,62,926,127,251,,,91,157,110,301,41,21,6,69,78,345,.506,,.580,14.9,5.6,4.9,0.7,0.3,0.1,1977-78
Rich Laurel,"Dec 9, '77, MIL @ SEA",23,1,10,57,10,31,,,4,4,6,10,3,3,1,4,10,24,.323,,1.000,5.7,2.4,1.0,0.3,0.3,0.1,1977-78
Ricky Marsh,"Oct 18, '77, GSW @ PHO",23,1,60,851,123,289,,,23,33,16,75,90,29,19,50,111,269,.426,,.697,14.2,4.5,1.3,1.5,0.5,0.3,1977-78
Cedric Maxwell,"Oct 19, '77, BOS @ SAS",22,1,72,1213,170,316,,,188,250,138,379,68,53,48,122,151,528,.538,,.752,16.8,7.3,5.3,0.9,0.7,0.7,1977-78
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1977-78
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1977-78
Larry Moffett,"Oct 22, '77, HOU vs. BOS",23,1,20,110,5,17,,,6,10,10,21,7,2,2,8,16,16,.294,,.600,5.5,0.8,1.1,0.4,0.1,0.1,1977-78
Glenn Mosley,"Oct 19, '77, PHI vs. DET",22,1,6,21,5,13,,,3,7,0,5,2,0,0,5,5,13,.385,,.429,3.5,2.2,0.8,0.3,0.0,0.0,1977-78
Norm Nixon,"Oct 18, '77, LAL @ MIL",22,1,81,2779,496,998,,,115,161,41,239,553,138,7,251,259,1107,.497,,.714,34.3,13.7,3.0,6.8,1.7,0.1,1977-78
Eddie Owens,"Mar 12, '78, BUF vs. POR",24,1,8,63,9,21,,,3,6,5,10,5,1,0,3,9,21,.429,,.500,7.9,2.6,1.3,0.6,0.1,0.0,1977-78
Ben Poquette,"Oct 22, '77, DET vs. DEN",22,1,52,626,95,225,,,42,60,50,145,20,10,22,40,69,232,.422,,.700,12.0,4.5,2.8,0.4,0.2,0.4,1977-78
Robert Reid,"Oct 21, '77, HOU @ KCK",22,1,80,1849,261,574,,,63,96,111,359,121,67,51,81,277,585,.455,,.656,23.1,7.3,4.5,1.5,0.8,0.6,1977-78
Anthony Roberts,"Oct 19, '77, DEN vs. MIL",22,1,82,1598,311,736,,,153,212,135,351,105,40,7,118,212,775,.423,,.722,19.5,9.5,4.3,1.3,0.5,0.1,1977-78
Tony Robertson,"Nov 10, '77, ATL @ HOU",22,1,63,929,168,381,,,37,53,15,70,103,74,5,88,133,373,.441,,.698,14.7,5.9,1.1,1.6,1.2,0.1,1977-78
Tree Rollins,"Oct 22, '77, ATL vs. CLE",22,1,80,1795,253,520,,,104,148,179,552,79,57,218,121,326,610,.487,,.703,22.4,7.6,6.9,1.0,0.7,2.7,1977-78
Alvin Scott,"Oct 18, '77, PHO vs. GSW",22,1,81,1538,180,369,,,132,191,135,357,88,52,40,85,158,492,.488,,.691,19.0,6.1,4.4,1.1,0.6,0.5,1977-78
Steve Sheppard,"Oct 18, '77, CHI @ CLE",23,1,64,698,119,262,,,37,56,67,131,43,14,3,46,72,275,.454,,.661,10.9,4.3,2.0,0.7,0.2,0.0,1977-78
Jack Sikma*,"Oct 19, '77, SEA @ GSW",22,1,82,2238,342,752,,,192,247,196,678,134,68,40,186,300,876,.455,,.777,27.3,10.7,8.3,1.6,0.8,0.5,1977-78
Scott Sims,"Oct 22, '77, SAS @ POR",22,1,12,95,10,26,,,10,15,5,13,20,3,0,19,16,30,.385,,.667,7.9,2.5,1.1,1.7,0.3,0.0,1977-78
Robert Smith,"Oct 19, '77, DEN vs. MIL",22,1,45,378,50,97,,,21,24,6,36,39,18,3,20,52,121,.515,,.875,8.4,2.7,0.8,0.9,0.4,0.1,1977-78
Phil Walker,"Oct 21, '77, WSB vs. DET",21,1,40,384,57,161,,,64,96,21,52,54,14,5,62,39,178,.354,,.667,9.6,4.5,1.3,1.4,0.4,0.1,1977-78
Wilson Washington,"Nov 12, '77, PHI @ WSB",22,1,38,561,100,206,,,29,53,50,156,10,18,37,63,75,229,.485,,.547,14.8,6.0,4.1,0.3,0.5,1.0,1977-78
Ray Williams,"Oct 18, '77, NYK vs. KCK",23,1,81,1550,305,689,,,146,207,85,209,363,108,15,242,211,756,.443,,.705,19.1,9.3,2.6,4.5,1.3,0.2,1977-78
