Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Boris Diaw,"Oct 29, '03, ATL @ NOH",21,1,76,1919,140,313,6,26,56,93,111,342,182,59,37,126,191,342,.447,.231,.602,25.3,4.5,4.5,2.4,0.8,0.5,2003-04,NBA
Kaniel Dickens,"Dec 20, '03, POR vs. SAS",25,1,3,12,3,3,0,0,1,2,2,2,0,0,0,1,3,7,1.000,,.500,4.0,2.3,0.7,0.0,0.0,0.0,2003-04,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2003-04,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2003-04,NBA
Ronald Dupree,"Jan 7, '04, CHI @ MIA",23,1,47,893,111,282,4,9,66,105,55,167,55,32,18,51,134,292,.394,.444,.629,19.0,6.2,3.6,1.2,0.7,0.4,2003-04,NBA
Ndudi Ebi,"Nov 1, '03, MIN vs. TOR",19,1,17,32,6,14,0,0,1,4,2,3,3,0,4,3,6,13,.429,,.250,1.9,0.8,0.2,0.2,0.0,0.2,2003-04,NBA
Francisco Elson,"Oct 29, '03, DEN vs. SAS",27,1,62,875,94,199,0,1,30,45,65,203,32,35,39,35,145,218,.472,.000,.667,14.1,3.5,3.3,0.5,0.6,0.6,2003-04,NBA
Desmond Ferguson,"Mar 31, '04, POR @ BOS",26,1,7,32,5,12,3,8,0,2,0,4,1,0,0,1,0,13,.417,.375,.000,4.6,1.9,0.6,0.1,0.0,0.0,2003-04,NBA
T.J. Ford,"Oct 31, '03, MIL @ IND",20,1,55,1472,153,398,5,21,80,98,37,177,356,60,3,139,123,391,.384,.238,.816,26.8,7.1,3.2,6.5,1.1,0.1,2003-04,NBA
Richie Frahm,"Oct 30, '03, SEA vs. LAC",26,1,54,469,63,139,34,92,23,26,12,56,24,16,4,7,50,183,.453,.370,.885,8.7,3.4,1.0,0.4,0.3,0.1,2003-04,NBA
Hiram Fuller,"Feb 27, '04, ATL @ DET",22,1,4,43,3,8,0,0,2,6,4,11,2,0,1,4,5,8,.375,,.333,10.8,2.0,2.8,0.5,0.0,0.3,2003-04,NBA
Reece Gaines,"Oct 29, '03, ORL @ NYK",23,1,38,364,25,86,3,10,16,25,8,39,40,11,2,18,22,69,.291,.300,.640,9.6,1.8,1.0,1.1,0.3,0.1,2003-04,NBA
Alex Garcia,"Jan 5, '04, SAS @ DEN",23,1,2,13,1,7,0,0,1,2,0,0,0,2,0,1,0,3,.143,,.500,6.5,1.5,0.0,0.0,1.0,0.0,2003-04,NBA
Willie Green,"Oct 28, '03, PHI vs. MIA",22,1,53,767,143,357,19,61,59,81,16,65,53,26,5,59,83,364,.401,.311,.728,14.5,6.9,1.2,1.0,0.5,0.1,2003-04,NBA
Ben Handlogten,"Oct 29, '03, UTA vs. POR",30,1,17,172,25,47,0,0,18,27,22,55,6,3,4,10,32,68,.532,,.667,10.1,4.0,3.2,0.4,0.2,0.2,2003-04,NBA
Travis Hansen,"Nov 5, '03, ATL @ GSW",25,1,41,507,46,130,9,30,22,27,30,70,19,10,9,15,67,123,.354,.300,.815,12.4,3.0,1.7,0.5,0.2,0.2,2003-04,NBA
Udonis Haslem,"Oct 28, '03, MIA @ PHI",23,1,75,1795,205,447,0,3,140,183,189,473,51,33,24,74,197,550,.459,.000,.765,23.9,7.3,6.3,0.7,0.4,0.3,2003-04,NBA
Jarvis Hayes,"Oct 29, '03, WAS @ CHI",22,1,70,2044,278,695,40,131,77,98,71,264,106,71,11,110,157,673,.400,.305,.786,29.2,9.6,3.8,1.5,1.0,0.2,2003-04,NBA
Kirk Hinrich,"Nov 7, '03, CHI vs. PHI",23,1,76,2706,318,823,144,369,135,168,42,259,517,101,21,204,276,915,.386,.390,.804,35.6,12.0,3.4,6.8,1.3,0.3,2003-04,NBA
Josh Howard,"Oct 28, '03, DAL @ LAL",23,1,67,1589,229,532,20,66,97,138,149,368,97,69,54,67,168,575,.430,.303,.703,23.7,8.6,5.5,1.4,1.0,0.8,2003-04,NBA
Brandon Hunter,"Jan 9, '04, BOS vs. CLE",23,1,36,406,53,116,0,3,19,43,50,118,19,13,1,22,40,125,.457,.000,.442,11.3,3.5,3.3,0.5,0.4,0.0,2003-04,NBA
LeBron James,"Oct 29, '03, CLE @ SAC",19,1,79,3122,622,1492,63,217,347,460,99,432,465,130,58,273,149,1654,.417,.290,.754,39.5,20.9,5.5,5.9,1.6,0.7,2003-04,NBA
Britton Johnsen,"Oct 29, '03, ORL @ NYK",24,1,20,290,17,59,1,12,7,16,15,45,12,7,1,14,28,42,.288,.083,.438,14.5,2.1,2.3,0.6,0.4,0.1,2003-04,NBA
Linton Johnson,"Nov 7, '03, CHI vs. PHI",23,1,41,734,72,203,7,33,22,37,59,183,27,37,32,37,90,173,.355,.212,.595,17.9,4.2,4.5,0.7,0.9,0.8,2003-04,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2003-04,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2003-04,NBA
Dahntay Jones,"Nov 21, '03, MEM @ SEA",23,1,20,154,15,53,1,4,5,11,7,23,12,5,6,12,23,36,.283,.250,.455,7.7,1.8,1.2,0.6,0.3,0.3,2003-04,NBA
James Jones,"Dec 26, '03, IND @ MIL",23,1,6,26,2,9,1,4,2,2,0,2,0,1,0,0,1,7,.222,.250,1.000,4.3,1.2,0.3,0.0,0.2,0.0,2003-04,NBA
Chris Kaman,"Oct 30, '03, LAC @ SEA",21,1,82,1843,200,435,0,2,99,142,126,461,85,23,73,155,211,499,.460,.000,.697,22.5,6.1,5.6,1.0,0.3,0.9,2003-04,NBA
Jason Kapono,"Oct 30, '03, CLE @ PHO",22,1,41,427,52,129,21,44,20,24,19,55,14,13,2,21,41,145,.403,.477,.833,10.4,3.5,1.3,0.3,0.3,0.0,2003-04,NBA
Kyle Korver,"Oct 28, '03, PHI vs. MIA",22,1,74,882,115,327,81,207,19,24,30,111,40,25,8,41,102,330,.352,.391,.792,11.9,4.5,1.5,0.5,0.3,0.1,2003-04,NBA
Maciej Lampe,"Jan 23, '04, PHO vs. SAS",18,1,21,224,43,88,0,4,10,13,9,44,9,3,3,15,28,96,.489,.000,.769,10.7,4.6,2.1,0.4,0.1,0.1,2003-04,NBA
Raül López,"Oct 29, '03, UTA vs. POR",23,1,82,1617,223,517,25,85,101,117,24,155,305,62,2,174,200,572,.431,.294,.863,19.7,7.0,1.9,3.7,0.8,0.0,2003-04,NBA
Keith McLeod,"Oct 29, '03, MIN vs. MIL",24,1,33,391,27,82,1,10,33,43,5,34,59,16,1,29,39,88,.329,.100,.767,11.8,2.7,1.0,1.8,0.5,0.0,2003-04,NBA
Darko Miličić,"Oct 31, '03, DET @ MIA",18,1,34,159,17,65,0,1,14,24,11,43,7,7,15,13,33,48,.262,.000,.583,4.7,1.4,1.3,0.2,0.2,0.4,2003-04,NBA
Travis Outlaw,"Nov 15, '03, POR @ NOH",19,1,8,19,3,7,0,0,2,4,2,4,1,1,0,1,1,8,.429,,.500,2.4,1.0,0.5,0.1,0.1,0.0,2003-04,NBA
Zaza Pachulia,"Nov 5, '03, ORL vs. CHI",19,1,59,664,68,175,0,0,58,90,69,174,13,21,12,34,87,194,.389,,.644,11.3,3.3,2.9,0.2,0.4,0.2,2003-04,NBA
Sasha Pavlović,"Oct 29, '03, UTA vs. POR",20,1,79,1144,149,376,19,70,65,84,44,159,60,41,16,67,187,382,.396,.271,.774,14.5,4.8,2.0,0.8,0.5,0.2,2003-04,NBA
Desmond Penigar,"Feb 20, '04, ORL vs. DEN",22,1,10,89,14,28,0,0,4,4,6,24,3,2,2,6,14,32,.500,,1.000,8.9,3.2,2.4,0.3,0.2,0.2,2003-04,NBA
Kirk Penney,"Nov 3, '03, MIA @ DAL",23,1,2,18,1,6,1,3,0,0,0,1,1,1,0,3,1,3,.167,.333,,9.0,1.5,0.5,0.5,0.5,0.0,2003-04,NBA
Kendrick Perkins,"Dec 13, '03, BOS @ CLE",19,1,10,35,8,15,0,0,6,9,5,14,3,0,2,5,6,22,.533,,.667,3.5,2.2,1.4,0.3,0.0,0.2,2003-04,NBA
Mickaël Piétrus,"Oct 29, '03, GSW vs. DAL",21,1,53,748,96,231,35,105,52,75,48,119,27,32,12,40,100,279,.416,.333,.693,14.1,5.3,2.2,0.5,0.6,0.2,2003-04,NBA
Zoran Planinić,"Oct 31, '03, NJN vs. MIN",21,1,49,473,53,129,9,32,38,60,14,55,68,13,3,36,70,153,.411,.281,.633,9.7,3.1,1.1,1.4,0.3,0.1,2003-04,NBA
Luke Ridnour,"Oct 30, '03, SEA vs. LAC",22,1,69,1114,145,350,27,80,65,79,35,108,163,52,7,80,105,382,.414,.338,.823,16.1,5.5,1.6,2.4,0.8,0.1,2003-04,NBA
Theron Smith,"Nov 8, '03, MEM @ UTA",23,1,20,178,16,43,6,12,6,8,13,41,7,5,5,14,18,44,.372,.500,.750,8.9,2.2,2.1,0.4,0.3,0.3,2003-04,NBA
Darius Songaila,"Oct 29, '03, SAC vs. CLE",25,1,73,976,133,273,0,0,71,88,91,225,48,42,12,43,126,337,.487,,.807,13.4,4.6,3.1,0.7,0.6,0.2,2003-04,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2003-04,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2003-04,NBA
Mike Sweetney,"Oct 29, '03, NYK vs. ORL",21,1,42,494,69,140,0,1,42,58,68,157,14,18,12,32,57,180,.493,.000,.724,11.8,4.3,3.7,0.3,0.4,0.3,2003-04,NBA
Ime Udoka,"Jan 14, '04, LAL vs. DEN",26,1,4,28,3,9,0,1,2,4,1,5,2,2,1,3,3,8,.333,.000,.500,7.0,2.0,1.3,0.5,0.5,0.3,2003-04,NBA
Slavko Vraneš,"Jan 8, '04, POR @ MIN",21,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.000,,,3.0,0.0,0.0,0.0,0.0,0.0,2003-04,NBA
Dwyane Wade*,"Oct 28, '03, MIA @ PHI",22,1,61,2126,371,798,16,53,233,312,85,247,275,86,34,196,140,991,.465,.302,.747,34.9,16.2,4.0,4.5,1.4,0.6,2003-04,NBA
Luke Walton,"Oct 28, '03, LAL vs. DAL",23,1,72,730,65,153,13,39,31,44,39,127,113,28,8,44,70,174,.425,.333,.705,10.1,2.4,1.8,1.6,0.4,0.1,2003-04,NBA
David West,"Oct 29, '03, NOH vs. ATL",23,1,71,930,108,228,0,2,57,80,117,297,60,27,28,48,117,273,.474,.000,.713,13.1,3.8,4.2,0.8,0.4,0.4,2003-04,NBA
Mo Williams,"Nov 1, '03, UTA @ DAL",21,1,57,772,115,303,10,39,44,56,23,72,76,28,2,51,87,284,.380,.256,.786,13.5,5.0,1.3,1.3,0.5,0.0,2003-04,NBA
Alana Beard,"May 22, '04, WAS vs. CHA",22,1,34,1025,159,380,21,56,107,149,28,143,91,69,34,80,98,446,.418,.375,.718,30.1,13.1,4.2,2.7,2.0,1.0,2003-04,WNBA
Agnieszka Bibrzycka,"May 20, '04, SAS @ HOU",21,1,24,465,55,151,26,84,23,26,5,28,40,21,7,32,38,159,.364,.310,.885,19.4,6.6,1.2,1.7,0.9,0.3,2003-04,WNBA
Tera Bjorklund,"Jul 18, '04, CHA @ NYL",22,1,4,13,1,3,0,0,0,0,0,0,0,0,0,1,1,2,.333,,,3.3,0.5,0.0,0.0,0.0,0.0,2003-04,WNBA
Jessica Brungo,"May 22, '04, CON vs. PHO",22,1,33,314,18,59,10,38,4,5,10,37,27,4,4,12,21,50,.305,.263,.800,9.5,1.5,1.1,0.8,0.1,0.1,2003-04,WNBA
Rebekkah Brunson,"May 20, '04, SAC @ PHO",22,1,34,494,59,140,0,0,33,46,42,122,19,23,13,29,48,151,.421,,.717,14.5,4.4,3.6,0.6,0.7,0.4,2003-04,WNBA
Tasha Butts,"May 20, '04, MIN @ SEA",22,1,30,423,24,80,10,37,18,25,21,62,25,13,7,23,37,76,.300,.270,.720,14.1,2.5,2.1,0.8,0.4,0.2,2003-04,WNBA
Amisha Carter,"Jul 12, '04, DET vs. SAC",22,1,2,13,0,0,0,0,1,2,0,4,0,2,0,3,5,1,,,.500,6.5,0.5,2.0,0.0,1.0,0.0,2003-04,WNBA
Kaayla Chones,"May 22, '04, WAS vs. CHA",23,1,13,115,11,27,0,0,6,11,8,17,4,1,4,11,13,28,.407,,.545,8.8,2.2,1.3,0.3,0.1,0.3,2003-04,WNBA
Shameka Christon,"May 21, '04, NYL @ IND",22,1,33,560,67,189,24,82,33,51,19,68,23,9,9,32,71,191,.354,.293,.647,17.0,5.8,2.1,0.7,0.3,0.3,2003-04,WNBA
Monique Coker,"Sep 1, '04, LAS vs. SAS",21,1,3,14,1,1,1,1,0,0,1,1,3,0,1,3,2,3,1.000,1.000,,4.7,1.0,0.3,1.0,0.0,0.3,2003-04,WNBA
Jennifer Derevjanik,"May 22, '04, CON vs. PHO",22,1,23,140,7,26,3,12,2,2,1,9,14,8,0,10,20,19,.269,.250,1.000,6.1,0.8,0.4,0.6,0.3,0.0,2003-04,WNBA
Trina Frierson,"Jul 27, '04, SEA @ HOU",24,1,5,22,2,9,0,1,3,3,3,5,0,0,0,1,7,7,.222,.000,1.000,4.4,1.4,1.0,0.0,0.0,0.0,2003-04,WNBA
Candace Futrell,"May 22, '04, CON vs. PHO",21,1,20,144,11,38,7,17,13,16,7,19,10,5,1,7,20,42,.289,.412,.813,7.2,2.1,1.0,0.5,0.3,0.1,2003-04,WNBA
Michelle Greco,"May 22, '04, SEA vs. LAS",24,1,13,73,10,18,0,2,9,13,3,10,8,3,0,8,6,29,.556,.000,.692,5.6,2.2,0.8,0.6,0.2,0.0,2003-04,WNBA
Vanessa Hayden,"May 28, '04, MIN vs. WAS",22,1,29,350,66,159,0,0,21,38,23,84,7,7,29,34,65,153,.415,,.553,12.1,5.3,2.9,0.2,0.2,1.0,2003-04,WNBA
Ebony Hoffman,"May 21, '04, IND vs. NYL",21,1,30,334,26,83,5,17,3,4,34,87,21,15,5,27,51,60,.313,.294,.750,11.1,2.0,2.9,0.7,0.5,0.2,2003-04,WNBA
Amber Jacobs,"May 22, '04, MIN @ SAC",22,1,32,391,31,100,19,60,20,22,3,36,47,13,0,45,36,101,.310,.317,.909,12.2,3.2,1.1,1.5,0.4,0.0,2003-04,WNBA
Chandi Jones,"May 22, '04, DET @ SAS",22,1,31,397,37,103,8,32,25,31,8,34,45,18,5,40,41,107,.359,.250,.806,12.8,3.5,1.1,1.5,0.6,0.2,2003-04,WNBA
Doneeka Lewis,"May 22, '04, LAS @ SEA",21,1,24,245,16,52,4,17,7,10,3,22,16,10,2,17,9,43,.308,.235,.700,10.2,1.8,0.9,0.7,0.4,0.1,2003-04,WNBA
Laura Macchi,"May 22, '04, LAS @ SEA",25,1,25,410,52,106,7,26,41,55,23,61,14,21,6,29,56,152,.491,.269,.745,16.4,6.1,2.4,0.6,0.8,0.2,2003-04,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2003-04,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2003-04,WNBA
Raffaella Masciadri,"May 22, '04, LAS @ SEA",23,1,17,116,10,25,4,11,4,10,1,5,8,1,0,5,23,28,.400,.364,.400,6.8,1.6,0.3,0.5,0.1,0.0,2003-04,WNBA
Kelly Mazzante,"May 21, '04, CHA vs. HOU",22,1,34,339,31,92,13,52,4,6,9,33,9,7,2,20,22,79,.337,.250,.667,10.0,2.3,1.0,0.3,0.2,0.1,2003-04,WNBA
Giuliana Mendiola,"Jun 16, '04, SAC @ IND",22,1,6,39,4,8,2,5,0,0,2,5,3,0,0,3,2,10,.500,.400,,6.5,1.7,0.8,0.5,0.0,0.0,2003-04,WNBA
Nicole Ohlde,"May 20, '04, MIN @ SEA",22,1,34,1018,136,308,0,2,125,177,83,194,60,16,45,74,103,397,.442,.000,.706,29.9,11.7,5.7,1.8,0.5,1.3,2003-04,WNBA
Jia Perkins,"Sep 11, '04, CHA vs. MIN",22,1,4,17,0,5,0,0,3,4,1,3,1,3,0,1,2,3,.000,,.750,4.3,0.8,0.8,0.3,0.8,0.0,2003-04,WNBA
Nicole Powell,"May 21, '04, CHA vs. HOU",22,1,31,384,50,121,24,58,8,10,10,71,16,15,4,22,37,132,.413,.414,.800,12.4,4.3,2.3,0.5,0.5,0.1,2003-04,WNBA
Ashley Robinson,"Jun 22, '04, PHO vs. MIN",21,1,19,130,7,14,0,1,3,7,4,13,2,8,10,4,22,17,.500,.000,.429,6.8,0.9,0.7,0.1,0.4,0.5,2003-04,WNBA
Isabel Sanchez,"Jul 6, '04, DET vs. HOU",27,1,10,62,6,14,2,5,8,11,3,5,3,2,0,11,6,22,.429,.400,.727,6.2,2.2,0.5,0.3,0.2,0.0,2003-04,WNBA
Gwen Slaughter,"May 20, '04, MIN @ SEA",23,1,3,7,0,1,0,0,2,2,0,1,0,0,1,0,0,2,.000,,1.000,2.3,0.7,0.3,0.0,0.0,0.3,2003-04,WNBA
Stacy Stephens,"May 26, '04, DET @ NYL",22,1,7,36,2,6,0,0,0,2,2,9,3,0,0,2,7,4,.333,,.000,5.1,0.6,1.3,0.4,0.0,0.0,2003-04,WNBA
Mandisa Stevenson,"May 20, '04, SAS @ HOU",22,1,29,259,15,45,1,1,7,8,11,35,5,6,4,11,32,38,.333,1.000,.875,8.9,1.3,1.2,0.2,0.2,0.1,2003-04,WNBA
Diana Taurasi,"May 20, '04, PHO vs. SAC",22,1,34,1130,209,503,62,188,98,129,28,149,132,43,25,90,117,578,.416,.330,.760,33.2,17.0,4.4,3.9,1.3,0.7,2003-04,WNBA
Lindsay Taylor,"May 28, '04, PHO vs. SEA",23,1,5,26,1,5,1,3,0,0,0,3,2,1,1,1,7,3,.200,.333,,5.2,0.6,0.6,0.4,0.2,0.2,2003-04,WNBA
Christi Thomas,"May 22, '04, LAS @ SEA",21,1,31,547,66,143,5,11,28,41,43,120,23,18,14,27,80,165,.462,.455,.683,17.6,5.3,3.9,0.7,0.6,0.5,2003-04,WNBA
Iciss Tillis,"May 22, '04, DET @ SAS",22,1,31,287,35,74,6,18,7,12,13,39,13,9,8,23,23,83,.473,.333,.583,9.3,2.7,1.3,0.4,0.3,0.3,2003-04,WNBA
Lindsay Whalen*,"May 22, '04, CON vs. PHO",22,1,31,946,83,183,20,57,89,122,21,90,148,39,0,94,72,275,.454,.351,.730,30.5,8.9,2.9,4.8,1.3,0.0,2003-04,WNBA
DeTrina White,"May 21, '04, NYL @ IND",24,1,31,420,37,68,0,0,8,17,51,118,9,8,10,36,37,82,.544,,.471,13.5,2.6,3.8,0.3,0.3,0.3,2003-04,WNBA
Toccara Williams,"May 26, '04, SAS vs. MIN",22,1,26,417,16,46,1,2,22,29,7,39,43,35,5,31,36,55,.348,.500,.759,16.0,2.1,1.5,1.7,1.3,0.2,2003-04,WNBA
Le'coe Willingham,"May 22, '04, CON vs. PHO",23,1,23,175,24,38,0,1,20,26,22,43,7,8,2,12,16,68,.632,.000,.769,7.6,3.0,1.9,0.3,0.3,0.1,2003-04,WNBA
Shereka Wright,"May 20, '04, PHO vs. SAC",22,1,24,243,13,42,6,13,25,32,17,27,8,3,1,15,19,57,.310,.462,.781,10.1,2.4,1.1,0.3,0.1,0.0,2003-04,WNBA
