Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Tom Abernethy,"Nov 19, '76, LAL vs. GSW",22,1,70,1378,169,349,,,101,134,113,291,98,49,10,,118,439,.484,,.754,19.7,6.3,4.2,1.4,0.7,0.1,1976-77
Bird Averitt,"Oct 21, '76, BUF @ MIL",24,1,75,1136,234,619,,,121,169,20,78,134,30,5,,127,589,.378,,.716,15.1,7.9,1.0,1.8,0.4,0.1,1976-77
Tom Barker,"Oct 21, '76, ATL vs. HOU",21,1,59,1354,182,436,,,112,164,111,401,60,33,41,,223,476,.417,,.683,22.9,8.1,6.8,1.0,0.6,0.7,1976-77
Marvin Barnes,"Nov 24, '76, DET vs. PHI",24,1,53,989,202,452,,,106,156,69,253,45,38,33,,139,510,.447,,.679,18.7,9.6,4.8,0.8,0.7,0.6,1976-77
Norton Barnhill,"Oct 24, '76, SEA vs. NYN",23,1,4,10,2,6,,,0,0,2,3,1,0,0,,5,4,.333,,,2.5,1.0,0.8,0.3,0.0,0.0,1976-77
Mike Barr,"Oct 22, '76, KCK vs. DET",26,1,73,1224,122,279,,,41,57,33,130,175,52,18,,96,285,.437,,.719,16.8,3.9,1.8,2.4,0.7,0.2,1976-77
Tim Bassett,"Oct 22, '76, NYN @ GSW",25,1,76,2442,293,739,,,101,177,175,641,109,95,53,,246,687,.396,,.571,32.1,9.0,8.4,1.4,1.3,0.7,1976-77
Byron Beck,"Oct 22, '76, DEN @ IND",32,1,53,480,107,246,,,36,44,45,96,33,15,1,,59,250,.435,,.818,9.1,4.7,1.8,0.6,0.3,0.0,1976-77
Mel Bennett,"Nov 11, '76, IND @ PHO",22,1,67,911,101,294,,,112,187,110,237,70,37,33,,155,314,.344,,.599,13.6,4.7,3.5,1.0,0.6,0.5,1976-77
Ron Boone,"Oct 22, '76, KCK vs. DET",30,1,82,3021,747,1577,,,324,384,128,321,338,119,19,,258,1818,.474,,.844,36.8,22.2,3.9,4.1,1.5,0.2,1976-77
Quinn Buckner,"Oct 21, '76, MIL vs. BUF",22,1,79,2095,299,689,,,83,154,91,264,372,192,21,,291,681,.434,,.539,26.5,8.6,3.3,4.7,2.4,0.3,1976-77
Ticky Burden,"Oct 21, '76, NYK vs. LAL",23,1,61,608,148,352,,,51,85,26,66,62,47,1,,88,347,.420,,.600,10.0,5.7,1.1,1.0,0.8,0.0,1976-77
Don Buse,"Oct 21, '76, IND vs. BOS",26,1,81,2947,266,639,,,114,145,66,270,685,281,16,,129,646,.416,,.786,36.4,8.0,3.3,8.5,3.5,0.2,1976-77
Mack Calvin,"Oct 21, '76, LAL @ NYK",29,1,76,1438,220,544,,,287,338,36,96,240,61,3,,127,727,.404,,.849,18.9,9.6,1.3,3.2,0.8,0.0,1976-77
