Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Bud Acton,"Feb 1, '68, SDR vs. SFW",26,1,23,195,29,74,,,19,29,,47,11,,,,35,77,.392,,.655,8.5,3.3,2.0,0.5,,,1967-68
Cliff Anderson,"Oct 17, '67, LAL @ CHI",23,1,18,94,7,29,,,12,28,,11,17,,,,18,26,.241,,.429,5.2,1.4,0.6,0.9,,,1967-68
Bill Bradley*,"Dec 9, '67, NYK vs. DET",24,1,45,874,142,341,,,76,104,,113,137,,,,138,360,.416,,.731,19.4,8.0,2.5,3.0,,,1967-68
Tyrone Britt,"Feb 25, '68, SDR vs. LAL",23,1,11,84,13,34,,,2,3,,15,12,,,,10,28,.382,,.667,7.6,2.5,1.4,1.1,,,1967-68
Jim Burns,"Oct 14, '67, CHI @ BOS",22,1,3,11,2,7,,,0,0,,2,1,,,,1,4,.286,,,3.7,1.3,0.7,0.3,,,1967-68
Jim Caldwell,"Oct 18, '67, NYK @ BAL",25,1,2,7,0,1,,,0,0,,1,1,,,,1,0,.000,,,3.5,0.0,0.5,0.5,,,1967-68
George Carter,"Oct 17, '67, DET vs. CIN",24,1,1,5,1,2,,,1,1,,0,1,,,,0,3,.500,,1.000,5.0,3.0,0.0,1.0,,,1967-68
Jim Davis,"Oct 15, '67, STL @ SFW",26,1,50,394,61,139,,,25,64,,123,13,,,,85,147,.439,,.391,7.9,2.9,2.5,0.3,,,1967-68
Bill Dinwiddie,"Oct 17, '67, CIN @ DET",24,1,67,871,141,358,,,62,102,,237,31,,,,122,344,.394,,.608,13.0,5.1,3.5,0.5,,,1967-68
Sonny Dove,"Oct 17, '67, DET vs. CIN",22,1,28,162,22,75,,,12,26,,52,11,,,,27,56,.293,,.462,5.8,2.0,1.9,0.4,,,1967-68
Ron Filipek,"Oct 18, '67, PHI vs. LAL",23,1,19,73,18,47,,,7,14,,25,7,,,,12,43,.383,,.500,3.8,2.3,1.3,0.4,,,1967-68
Jim Fox,"Oct 17, '67, CIN @ DET",24,1,55,624,66,161,,,66,108,,230,29,,,,85,198,.410,,.611,11.3,3.6,4.2,0.5,,,1967-68
Walt Frazier*,"Oct 28, '67, NYK vs. DET",22,1,74,1588,256,568,,,154,235,,313,305,,,,199,666,.451,,.655,21.5,9.0,4.2,4.1,,,1967-68
Mal Graham,"Oct 21, '67, BOS @ BAL",22,1,48,786,117,272,,,56,88,,94,61,,,,123,290,.430,,.636,16.4,6.0,2.0,1.3,,,1967-68
Gary Gray,"Oct 25, '67, CIN @ LAL",22,1,44,276,49,134,,,7,10,,23,26,,,,48,105,.366,,.700,6.3,2.4,0.5,0.6,,,1967-68
Dennis Hamilton,"Oct 17, '67, LAL @ CHI",23,1,44,378,54,108,,,13,13,,72,30,,,,46,121,.500,,1.000,8.6,2.8,1.6,0.7,,,1967-68
Clem Haskins,"Oct 14, '67, CHI @ BOS",24,1,76,1477,273,650,,,133,202,,227,165,,,,175,679,.420,,.658,19.4,8.9,3.0,2.2,,,1967-68
Al Jackson,"Oct 17, '67, CIN @ DET",24,1,2,17,0,3,,,0,0,,0,1,,,,6,0,.000,,,8.5,0.0,0.0,0.5,,,1967-68
Phil Jackson*,"Oct 17, '67, NYK vs. SFW",22,1,75,1093,182,455,,,99,168,,338,55,,,,212,463,.400,,.589,14.6,6.2,4.5,0.7,,,1967-68
Johnny Jones,"Oct 25, '67, BOS vs. STL",24,1,51,475,86,253,,,42,68,,114,26,,,,60,214,.340,,.618,9.3,4.2,2.2,0.5,,,1967-68
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1967-68
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1967-68
Nick Jones,"Oct 14, '67, SDR vs. STL",22,1,42,603,86,232,,,55,69,,67,89,,,,84,227,.371,,.797,14.4,5.4,1.6,2.1,,,1967-68
Dave Lattin,"Oct 13, '67, SFW vs. SEA",24,1,44,257,37,102,,,23,33,,104,14,,,,94,97,.363,,.697,5.8,2.2,2.4,0.3,,,1967-68
George Lehmann,"Oct 14, '67, STL @ SDR",25,1,55,497,59,172,,,35,43,,44,93,,,,54,153,.343,,.814,9.0,2.8,0.8,1.7,,,1967-68
Bobby Lewis,"Oct 13, '67, SFW vs. SEA",22,1,41,342,59,151,,,61,79,,56,41,,,,40,179,.391,,.772,8.3,4.4,1.4,1.0,,,1967-68
Paul Long,"Oct 17, '67, DET vs. CIN",23,1,16,93,23,51,,,11,15,,15,12,,,,13,57,.451,,.733,5.8,3.6,0.9,0.8,,,1967-68
Plummer Lott,"Oct 13, '67, SEA @ SFW",22,1,44,478,46,148,,,19,31,,93,36,,,,65,111,.311,,.613,10.9,2.5,2.1,0.8,,,1967-68
Ed Manning,"Oct 18, '67, BAL vs. NYK",24,1,71,951,112,259,,,60,99,,375,32,,,,153,284,.432,,.606,13.4,4.0,5.3,0.5,,,1967-68
Stan McKenzie,"Oct 18, '67, BAL vs. NYK",23,1,50,653,73,182,,,58,88,,121,24,,,,98,204,.401,,.659,13.1,4.1,2.4,0.5,,,1967-68
Jay Miller,"Oct 14, '67, STL @ SDR",24,1,8,52,8,31,,,4,7,,7,1,,,,11,20,.258,,.571,6.5,2.5,0.9,0.1,,,1967-68
Earl Monroe*,"Oct 18, '67, BAL vs. NYK",23,1,82,3012,742,1637,,,507,649,,465,349,,,,282,1991,.453,,.781,36.7,24.3,5.7,4.3,,,1967-68
George Patterson,"Oct 17, '67, DET vs. CIN",28,1,59,559,44,133,,,32,38,,159,51,,,,85,120,.331,,.842,9.5,2.0,2.7,0.9,,,1967-68
Jim Reid,"Oct 18, '67, PHI vs. LAL",22,1,6,52,10,20,,,1,5,,11,3,,,,6,21,.500,,.200,8.7,3.5,1.8,0.5,,,1967-68
Pat Riley*,"Oct 14, '67, SDR vs. STL",22,1,80,1263,250,660,,,128,202,,177,138,,,,205,628,.379,,.634,15.8,7.9,2.2,1.7,,,1967-68
Bob Rule,"Oct 13, '67, SEA @ SFW",23,1,82,2424,568,1162,,,348,529,,776,99,,,,316,1484,.489,,.658,29.6,18.1,9.5,1.2,,,1967-68
Craig Spitzer,"Jan 20, '68, CHI vs. PHI",22,1,10,44,8,21,,,2,3,,24,0,,,,4,18,.381,,.667,4.4,1.8,2.4,0.0,,,1967-68
Al Tucker,"Oct 13, '67, SEA @ SFW",24,1,81,2368,437,989,,,186,263,,605,111,,,,262,1060,.442,,.707,29.2,13.1,7.5,1.4,,,1967-68
Bill Turner,"Oct 13, '67, SFW vs. SEA",23,1,42,482,68,157,,,36,60,,155,16,,,,74,172,.433,,.600,11.5,4.1,3.7,0.4,,,1967-68
Jimmy Walker,"Oct 17, '67, DET vs. CIN",23,1,81,1585,289,733,,,134,175,,135,226,,,,204,712,.394,,.766,19.6,8.8,1.7,2.8,,,1967-68
Rick Weitzman,"Oct 14, '67, BOS vs. CHI",21,1,25,75,12,46,,,9,13,,10,8,,,,8,33,.261,,.692,3.0,1.3,0.4,0.3,,,1967-68
Roland West,"Oct 18, '67, BAL vs. NYK",23,1,4,14,2,5,,,0,0,,5,0,,,,3,4,.400,,,3.5,1.0,1.3,0.0,,,1967-68
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1967-68
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1967-68
John Wetzel,"Oct 17, '67, LAL @ CHI",23,1,38,434,52,119,,,35,46,,84,51,,,,55,139,.437,,.761,11.4,3.7,2.2,1.3,,,1967-68
