Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Chuck Aleksinas,"Oct 26, '84, GSW vs. PHO",25,1,74,1114,161,337,0,1,55,75,87,270,36,15,15,72,171,377,.478,.000,.733,15.1,5.1,3.6,0.5,0.2,0.2,1984-85
Ron Anderson,"Oct 26, '84, CLE @ PHI",26,1,36,520,84,195,1,2,41,50,39,88,34,9,7,34,40,210,.431,.500,.820,14.4,5.8,2.4,0.9,0.3,0.2,1984-85
Ken Bannister,"Oct 27, '84, NYK vs. DET",24,1,75,1404,209,445,0,0,91,192,108,330,39,38,40,141,279,509,.470,,.474,18.7,6.8,4.4,0.5,0.5,0.5,1984-85
Charles Barkley*,"Oct 26, '84, PHI vs. CLE",21,1,82,2347,427,783,1,6,293,400,266,703,155,95,80,209,301,1148,.545,.167,.733,28.6,14.0,8.6,1.9,1.2,1.0,1984-85
Cory Blackwell,"Oct 26, '84, SEA vs. UTA",21,1,60,551,87,237,0,2,28,55,42,96,26,25,3,44,55,202,.367,.000,.509,9.2,3.4,1.6,0.4,0.4,0.1,1984-85
Sam Bowie,"Oct 27, '84, POR @ KCK",23,1,76,2216,299,557,0,0,160,225,207,656,215,55,203,172,278,758,.537,,.711,29.2,10.0,8.6,2.8,0.7,2.7,1984-85
Frank Brickowski,"Oct 26, '84, SEA vs. UTA",25,1,78,1115,150,305,0,4,85,127,76,260,100,34,15,100,171,385,.492,.000,.669,14.3,4.9,3.3,1.3,0.4,0.2,1984-85
Tony Brown,"Oct 27, '84, IND vs. WSB",24,1,82,1586,214,465,0,6,116,171,146,288,159,59,12,116,212,544,.460,.000,.678,19.3,6.6,3.5,1.9,0.7,0.1,1984-85
Steve Burtt,"Oct 26, '84, GSW vs. PHO",22,1,47,418,72,188,0,1,53,77,10,28,20,21,4,33,76,197,.383,.000,.688,8.9,4.2,0.6,0.4,0.4,0.1,1984-85
Michael Cage,"Oct 27, '84, LAC @ UTA",23,1,75,1610,216,398,0,0,101,137,126,392,51,41,32,81,164,533,.543,,.737,21.5,7.1,5.2,0.7,0.5,0.4,1984-85
Tony Campbell,"Oct 26, '84, DET vs. BOS",22,1,56,625,130,262,0,1,56,70,41,89,24,28,3,69,107,316,.496,.000,.800,11.2,5.6,1.6,0.4,0.5,0.1,1984-85
Rick Carlisle,"Oct 31, '84, BOS vs. NJN",25,1,38,179,26,67,0,2,15,17,8,21,25,3,0,19,21,67,.388,.000,.882,4.7,1.8,0.6,0.7,0.1,0.0,1984-85
Antoine Carr,"Oct 26, '84, ATL @ NJN",23,1,62,1195,198,375,2,6,101,128,79,232,80,29,78,108,219,499,.528,.333,.789,19.3,8.0,3.7,1.3,0.5,1.3,1984-85
Ron Cavenall,"Nov 10, '84, NYK vs. KCK",25,1,53,653,28,86,0,0,22,39,53,166,19,12,42,45,123,78,.326,,.564,12.3,1.5,3.1,0.4,0.2,0.8,1984-85
Steve Colter,"Oct 27, '84, POR @ KCK",22,1,78,1462,216,477,26,74,98,130,40,150,243,75,9,112,142,556,.453,.351,.754,18.7,7.1,1.9,3.1,1.0,0.1,1984-85
Devin Durrant,"Oct 27, '84, IND vs. WSB",24,1,59,756,114,274,0,3,72,102,49,124,80,19,10,77,106,300,.416,.000,.706,12.8,5.1,2.1,1.4,0.3,0.2,1984-85
Kenton Edelin,"Jan 11, '85, IND @ DET",22,1,10,143,4,13,0,0,3,8,8,26,10,5,4,3,39,11,.308,,.375,14.3,1.1,2.6,1.0,0.5,0.4,1984-85
Kenny Fields,"Oct 27, '84, MIL vs. CHI",22,1,51,535,84,191,0,0,27,36,41,84,38,9,10,32,84,195,.440,,.750,10.5,3.8,1.6,0.7,0.2,0.2,1984-85
Vern Fleming,"Oct 27, '84, IND vs. WSB",22,1,80,2486,433,922,0,4,260,339,148,323,247,99,8,197,232,1126,.470,.000,.767,31.1,14.1,4.0,3.1,1.2,0.1,1984-85
Lancaster Gordon,"Oct 27, '84, LAC @ UTA",22,1,63,682,110,287,2,9,37,49,26,61,88,33,6,69,61,259,.383,.222,.755,10.8,4.1,1.0,1.4,0.5,0.1,1984-85
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1984-85
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1984-85
Butch Graves,"Jan 17, '85, CLE @ CHI",23,1,4,11,2,6,0,1,1,5,0,2,1,1,0,1,4,5,.333,.000,.200,2.8,1.3,0.5,0.3,0.3,0.0,1984-85
Stuart Gray,"Oct 27, '84, IND vs. WSB",21,1,52,391,35,92,0,0,32,47,29,123,15,9,14,51,82,102,.380,,.681,7.5,2.0,2.4,0.3,0.2,0.3,1984-85
Michael Holton,"Oct 26, '84, PHO @ GSW",23,1,74,1761,257,576,14,45,96,118,30,132,198,59,6,123,141,624,.446,.311,.814,23.8,8.4,1.8,2.7,0.8,0.1,1984-85
Jay Humphries,"Oct 26, '84, PHO @ GSW",22,1,80,2062,279,626,4,20,141,170,32,164,350,107,8,167,209,703,.446,.200,.829,25.8,8.8,2.1,4.4,1.3,0.1,1984-85
Ralph Jackson,"Nov 7, '84, IND @ PHI",22,1,1,12,1,3,0,0,0,0,1,1,4,2,0,1,1,2,.333,,,12.0,2.0,1.0,4.0,2.0,0.0,1984-85
Charles Jones,"Oct 28, '84, PHO @ SEA",23,1,78,1565,236,454,0,4,182,281,139,394,128,45,61,143,149,654,.520,.000,.648,20.1,8.4,5.1,1.6,0.6,0.8,1984-85
Earl Jones,"Nov 6, '84, LAL vs. DEN",24,1,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,.000,,,3.5,0.0,0.0,0.0,0.0,0.0,1984-85
Ozell Jones,"Oct 27, '84, SAS vs. LAL",24,1,67,888,106,180,0,1,33,83,65,238,56,30,57,61,139,245,.589,.000,.398,13.3,3.7,3.6,0.8,0.4,0.9,1984-85
Michael Jordan*,"Oct 26, '84, CHI vs. WSB",21,1,82,3144,837,1625,9,52,630,746,167,534,481,196,69,291,285,2313,.515,.173,.845,38.3,28.2,6.5,5.9,2.4,0.8,1984-85
Jerome Kersey,"Oct 27, '84, POR @ KCK",22,1,77,958,178,372,0,3,117,181,95,206,63,49,29,66,147,473,.478,.000,.646,12.4,6.1,2.7,0.8,0.6,0.4,1984-85
Tim McCormick,"Oct 26, '84, SEA vs. UTA",22,1,78,1584,269,483,0,1,188,263,146,398,78,18,33,114,207,726,.557,.000,.715,20.3,9.3,5.1,1.0,0.2,0.4,1984-85
Jay Murphy,"Nov 3, '84, LAC vs. POR",22,1,23,149,8,50,0,1,12,21,6,41,4,1,2,8,21,28,.160,.000,.571,6.5,1.2,1.8,0.2,0.0,0.1,1984-85
Hakeem Olajuwon*,"Oct 27, '84, HOU @ DAL",22,1,82,2914,677,1258,0,0,338,551,440,974,111,99,220,234,344,1692,.538,,.613,35.5,20.6,11.9,1.4,1.2,2.7,1984-85
Sam Perkins,"Oct 27, '84, DAL vs. HOU",23,1,82,2317,347,736,9,36,200,244,189,605,135,63,63,102,236,903,.471,.250,.820,28.3,11.0,7.4,1.6,0.8,0.8,1984-85
