Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Bob McAdoo*,"Oct 10, '72, BUF vs. ATL",21,1,80,2562,585,1293,,,271,350,,728,139,,,,256,1441,.452,,.774,32.0,18.0,9.1,1.7,,,1972-73
Paul McCracken,"Feb 6, '73, HOU @ PHI",22,1,24,305,44,89,,,23,39,,51,17,,,,32,111,.494,,.590,12.7,4.6,2.1,0.7,,,1972-73
Eric McWilliams,"Oct 21, '72, HOU vs. CHI",22,1,44,245,34,98,,,18,37,,60,5,,,,46,86,.347,,.486,5.6,2.0,1.4,0.1,,,1972-73
Mark Minor,"Oct 20, '72, BOS vs. BUF",22,1,4,20,1,4,,,3,4,,4,2,,,,5,5,.250,,.750,5.0,1.3,1.0,0.5,,,1972-73
Bob Nash,"Oct 20, '72, DET @ MIL",22,1,36,169,16,72,,,11,17,,34,16,,,,30,43,.222,,.647,4.7,1.2,0.9,0.4,,,1972-73
Lloyd Neal,"Oct 13, '72, POR vs. SEA",22,1,82,2723,455,921,,,187,293,,967,146,,,,305,1097,.494,,.638,33.2,13.4,11.8,1.8,,,1972-73
Tom Patterson,"Oct 13, '72, BAL vs. ATL",24,1,23,92,21,49,,,13,16,,22,3,,,,18,55,.429,,.813,4.0,2.4,1.0,0.1,,,1972-73
Kevin Porter,"Oct 10, '72, BAL @ CLE",22,1,71,1217,205,451,,,62,101,,72,237,,,,206,472,.455,,.614,17.1,6.6,1.0,3.3,,,1972-73
Jim Price,"Oct 11, '72, LAL @ KCO",23,1,59,828,158,359,,,60,73,,115,97,,,,119,376,.440,,.822,14.0,6.4,1.9,1.6,,,1972-73
Mike Ratliff,"Oct 11, '72, KCO vs. LAL",21,1,58,681,98,235,,,45,84,,194,38,,,,111,241,.417,,.536,11.7,4.2,3.3,0.7,,,1972-73
Tom Riker,"Oct 10, '72, NYK vs. SEA",22,1,14,65,10,24,,,15,24,,16,2,,,,15,35,.417,,.625,4.6,2.5,1.1,0.1,,,1972-73
Ron Riley,"Oct 11, '72, KCO vs. LAL",22,1,74,1634,273,634,,,79,116,,507,76,,,,226,625,.431,,.681,22.1,8.4,6.9,1.0,,,1972-73
Frank Russell,"Oct 13, '72, CHI @ DET",23,1,23,131,29,77,,,16,18,,17,15,,,,12,74,.377,,.889,5.7,3.2,0.7,0.7,,,1972-73
Frank Schade,"Nov 14, '72, KCO vs. BUF",23,1,9,76,2,7,,,6,6,,6,10,,,,12,10,.286,,1.000,8.4,1.1,0.7,1.1,,,1972-73
Sam Sibert,"Dec 10, '72, KCO vs. ATL",23,1,5,26,4,13,,,4,5,,4,0,,,,4,12,.308,,.800,5.2,2.4,0.8,0.0,,,1972-73
Bud Stallworth,"Oct 10, '72, SEA @ NYK",23,1,77,1225,198,522,,,86,114,,225,58,,,,138,482,.379,,.754,15.9,6.3,2.9,0.8,,,1972-73
Paul Stovall,"Oct 13, '72, PHO vs. MIL",24,1,25,211,26,76,,,24,38,,61,13,,,,37,76,.342,,.632,8.4,3.0,2.4,0.5,,,1972-73
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1972-73
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1972-73
Chuck Terry,"Oct 13, '72, MIL @ PHO",22,1,67,693,55,162,,,17,24,,145,40,,,,116,127,.340,,.708,10.3,1.9,2.2,0.6,,,1972-73
Justus Thigpen,"Feb 2, '73, DET vs. PHI",25,1,18,99,23,57,,,0,0,,9,8,,,,18,46,.404,,,5.5,2.6,0.5,0.4,,,1972-73
John Tschogl,"Feb 27, '73, ATL vs. SEA",22,1,10,94,14,40,,,2,4,,21,6,,,,25,30,.350,,.500,9.4,3.0,2.1,0.6,,,1972-73
Paul Westphal*,"Oct 11, '72, BOS @ DET",22,1,60,482,89,212,,,67,86,,67,69,,,,88,245,.420,,.779,8.0,4.1,1.1,1.2,,,1972-73
Harthorne Wingo,"Feb 2, '73, NYK @ BAL",25,1,13,59,9,22,,,2,6,,16,1,,,,9,20,.409,,.333,4.5,1.5,1.2,0.1,,,1972-73
Joby Wright,"Oct 20, '72, SEA vs. GSW",22,1,77,931,133,278,,,37,89,,218,36,,,,164,303,.478,,.416,12.1,3.9,2.8,0.5,,,1972-73
