Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Henry Akin,"Oct 15, '66, NYK @ PHI",22,1,50,453,83,230,,,26,37,,120,25,,,,82,192,.361,,.703,9.1,3.8,2.4,0.5,,,1966-67
Johnny Austin,"Oct 15, '66, BAL vs. LAL",22,1,4,61,5,22,,,13,16,,7,4,,,,12,23,.227,,.813,15.3,5.8,1.8,1.0,,,1966-67
Jim Barnett,"Oct 21, '66, BOS vs. BAL",22,1,48,383,78,211,,,42,62,,53,41,,,,61,198,.370,,.677,8.0,4.1,1.1,0.9,,,1966-67
Dave Bing*,"Oct 15, '66, DET @ CIN",23,1,80,2762,664,1522,,,273,370,,359,330,,,,217,1601,.436,,.738,34.5,20.0,4.5,4.1,,,1966-67
John Block,"Oct 28, '66, LAL vs. NYK",22,1,22,118,20,52,,,24,34,,45,5,,,,20,64,.385,,.706,5.4,2.9,2.0,0.2,,,1966-67
Nate Bowman,"Oct 27, '66, CHI @ BOS",23,1,9,65,8,21,,,6,8,,28,2,,,,18,22,.381,,.750,7.2,2.4,3.1,0.2,,,1966-67
Jerry Chambers,"Oct 18, '66, LAL @ NYK",23,1,69,1015,224,496,,,68,93,,208,44,,,,143,516,.452,,.731,14.7,7.5,3.0,0.6,,,1966-67
Archie Clark,"Oct 15, '66, LAL @ BAL",25,1,76,1763,331,732,,,136,192,,218,205,,,,193,798,.452,,.708,23.2,10.5,2.9,2.7,,,1966-67
Freddie Crawford,"Jan 29, '67, NYK @ BOS",25,1,19,192,44,116,,,24,38,,48,12,,,,39,112,.379,,.632,10.1,5.9,2.5,0.6,,,1966-67
Dave Deutsch,"Oct 15, '66, NYK @ PHI",21,1,19,93,6,36,,,9,20,,21,15,,,,17,21,.167,,.450,4.9,1.1,1.1,0.8,,,1966-67
Joe Ellis,"Oct 20, '66, SFW @ CHI",22,1,41,333,67,164,,,19,25,,112,27,,,,45,153,.409,,.760,8.1,3.7,2.7,0.7,,,1966-67
Hank Finkel,"Oct 19, '66, LAL @ CHI",24,1,27,141,17,47,,,7,12,,64,5,,,,39,41,.362,,.583,5.2,1.5,2.4,0.2,,,1966-67
Matt Guokas,"Oct 15, '66, PHI vs. NYK",22,1,69,808,79,203,,,49,81,,83,105,,,,82,207,.389,,.605,11.7,3.0,1.2,1.5,,,1966-67
Bob Hogsett,"Feb 19, '67, DET vs. BAL",26,1,7,22,5,16,,,6,6,,3,1,,,,5,16,.313,,1.000,3.1,2.3,0.4,0.1,,,1966-67
Lou Hudson*,"Oct 15, '66, STL vs. CHI",22,1,80,2446,620,1328,,,231,327,,435,95,,,,277,1471,.467,,.706,30.6,18.4,5.4,1.2,,,1966-67
