Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Vern Gardner,"Nov 2, '49, PHW vs. MNL",24,1,63,,313,916,,,227,296,,,119,,,,236,853,.342,,.767,,13.5,,1.9,,,1949-50
Frank Gates,"Nov 3, '49, AND vs. TRI",29,1,64,,113,402,,,61,98,,,91,,,,147,287,.281,,.622,,4.5,,1.4,,,1949-50
Dee Gibson,"Oct 29, '49, TRI vs. DNN",26,1,44,,77,245,,,127,177,,,126,,,,113,281,.314,,.718,,6.4,,2.9,,,1949-50
Hoot Gibson,"Nov 3, '49, BOS @ SHE",28,1,32,,67,195,,,42,64,,,37,,,,106,176,.344,,.656,,5.5,,1.2,,,1949-50
Normie Glick,"Nov 2, '49, MNL @ PHW",22,1,1,,1,1,,,0,0,,,0,,,,1,2,1.000,,,,2.0,,0.0,,,1949-50
Paul Gordon,"Nov 2, '49, BLB @ WSC",22,1,4,,0,6,,,3,5,,,3,,,,3,3,.000,,.600,,0.8,,0.8,,,1949-50
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1949-50
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1949-50
Bud Grant,"Dec 25, '49, MNL vs. FTW",22,1,35,,42,115,,,7,17,,,19,,,,36,91,.365,,.412,,2.6,,0.5,,,1949-50
Don Grate,"Nov 1, '49, SHE @ ROC",26,1,2,,1,6,,,2,2,,,3,,,,3,4,.167,,1.000,,2.0,,1.5,,,1949-50
Alex Groza,"Nov 1, '49, INO vs. DNN",23,1,64,,521,1090,,,454,623,,,162,,,,221,1496,.478,,.729,,23.4,,2.5,,,1949-50
Al Guokas,"Oct 29, '49, DNN @ TRI",24,1,57,,93,299,,,28,50,,,95,,,,143,214,.311,,.560,,3.8,,1.7,,,1949-50
Robert Hahn,"Nov 6, '49, CHS @ FTW",24,1,10,,4,13,,,2,7,,,1,,,,17,10,.308,,.286,,1.0,,0.1,,,1949-50
Dale Hamilton,"Nov 2, '49, WAT vs. NYK",30,1,14,,8,33,,,9,19,,,17,,,,30,25,.242,,.474,,1.8,,1.2,,,1949-50
Alex Hannum*,"Nov 3, '49, SYR vs. DNN",26,1,64,,177,488,,,128,186,,,129,,,,264,482,.363,,.688,,7.5,,2.0,,,1949-50
John Hargis,"Nov 3, '49, AND vs. TRI",29,1,60,,223,550,,,197,277,,,102,,,,170,643,.405,,.711,,10.7,,1.7,,,1949-50
Bob Harris,"Nov 3, '49, FTW vs. NYK",22,1,62,,168,465,,,140,223,,,129,,,,190,476,.361,,.628,,7.7,,2.1,,,1949-50
Bob Harrison,"Nov 2, '49, MNL @ PHW",22,1,66,,125,348,,,50,74,,,131,,,,175,300,.359,,.676,,4.5,,2.0,,,1949-50
Billy Hassett,"Oct 29, '49, TRI vs. DNN",28,1,60,,84,302,,,104,161,,,137,,,,136,272,.278,,.646,,4.5,,2.3,,,1949-50
Marshall Hawkins,"Nov 1, '49, INO vs. DNN",25,1,39,,55,195,,,42,61,,,51,,,,87,152,.282,,.689,,3.9,,1.3,,,1949-50
Bill Herman,"Jan 31, '50, DNN vs. WSC",25,1,13,,25,65,,,6,11,,,15,,,,13,56,.385,,.545,,4.3,,1.2,,,1949-50
Joe Holland,"Nov 1, '49, INO vs. DNN",24,1,64,,145,453,,,98,142,,,130,,,,220,388,.320,,.690,,6.1,,2.0,,,1949-50
Howie Janotta,"Dec 25, '49, BLB vs. PHW",25,1,9,,9,30,,,13,16,,,4,,,,10,31,.300,,.813,,3.4,,0.4,,,1949-50
Ralph Johnson,"Nov 3, '49, AND vs. TRI",28,1,67,,243,779,,,104,129,,,171,,,,207,590,.312,,.806,,8.8,,2.6,,,1949-50
Wah Wah Jones,"Nov 1, '49, INO vs. DNN",23,1,60,,264,706,,,223,297,,,194,,,,241,751,.374,,.751,,12.5,,3.2,,,1949-50
Jack Kerris,"Oct 29, '49, TRI vs. DNN",25,1,68,,157,481,,,169,260,,,118,,,,175,483,.326,,.650,,7.1,,1.7,,,1949-50
Duane Klueh,"Oct 29, '49, DNN @ TRI",24,1,52,,159,414,,,157,222,,,91,,,,111,475,.384,,.707,,9.1,,1.8,,,1949-50
Milo Komenich,"Nov 3, '49, AND vs. TRI",29,1,64,,244,861,,,146,250,,,124,,,,246,634,.283,,.584,,9.9,,1.9,,,1949-50
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1949-50
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1949-50
Leo Kubiak,"Nov 2, '49, WAT vs. NYK",22,1,62,,259,794,,,192,236,,,201,,,,250,710,.326,,.814,,11.5,,3.2,,,1949-50
Frank Kudelka,"Nov 1, '49, CHS vs. NYK",24,1,65,,172,528,,,89,140,,,132,,,,198,433,.326,,.636,,6.7,,2.0,,,1949-50
Walt Lautenbach,"Nov 1, '49, SHE @ ROC",27,1,55,,100,332,,,38,55,,,73,,,,122,238,.301,,.691,,4.3,,1.3,,,1949-50
Tony Lavelli,"Nov 20, '49, BOS @ FTW",23,1,56,,162,436,,,168,197,,,40,,,,107,492,.372,,.853,,8.8,,0.7,,,1949-50
Ed Leede,"Nov 3, '49, BOS @ SHE",22,1,64,,174,507,,,223,316,,,130,,,,167,571,.343,,.706,,8.9,,2.0,,,1949-50
Ron Livingstone,"Nov 2, '49, BLB @ WSC",24,1,54,,163,579,,,122,177,,,141,,,,260,448,.282,,.689,,8.3,,2.6,,,1949-50
Ed Macauley*,"Nov 1, '49, STB @ TRI",21,1,67,,351,882,,,379,528,,,200,,,,221,1081,.398,,.718,,16.1,,3.0,,,1949-50
Johnny Macknowski,"Nov 3, '49, SYR vs. DNN",27,1,59,,154,463,,,131,178,,,65,,,,128,439,.333,,.736,,7.4,,1.1,,,1949-50
Slater Martin*,"Nov 2, '49, MNL @ PHW",24,1,67,,106,302,,,59,93,,,148,,,,162,271,.351,,.634,,4.0,,2.2,,,1949-50
Matt Mazza,"Nov 20, '49, SHE vs. BLB",26,1,26,,33,110,,,32,45,,,29,,,,34,98,.300,,.711,,3.8,,1.1,,,1949-50
Dick McGuire*,"Nov 1, '49, NYK @ CHS",24,1,68,,190,563,,,204,313,,,386,,,,160,584,.337,,.652,,8.6,,5.7,,,1949-50
Mal McMullen,"Nov 1, '49, INO vs. DNN",22,1,58,,123,380,,,77,141,,,87,,,,212,323,.324,,.546,,5.6,,1.5,,,1949-50
Dick Mehen,"Nov 2, '49, WAT vs. NYK",27,1,62,,347,826,,,198,281,,,191,,,,203,892,.420,,.705,,14.4,,3.1,,,1949-50
Ken Menke,"Jan 15, '50, WAT @ TRI",27,1,6,,6,17,,,3,8,,,7,,,,7,15,.353,,.375,,2.5,,1.2,,,1949-50
Vern Mikkelsen*,"Nov 2, '49, MNL @ PHW",21,1,68,,288,722,,,215,286,,,123,,,,222,791,.399,,.752,,11.6,,1.8,,,1949-50
Al Miksis,"Nov 2, '49, WAT vs. NYK",21,1,8,,5,21,,,17,21,,,4,,,,22,27,.238,,.810,,3.4,,0.5,,,1949-50
Murray Mitchell,"Nov 3, '49, AND vs. TRI",26,1,2,,1,3,,,0,0,,,2,,,,1,2,.333,,,,1.0,,1.0,,,1949-50
Max Morris,"Nov 1, '49, SHE @ ROC",24,1,62,,252,694,,,277,415,,,194,,,,172,781,.363,,.667,,12.6,,3.1,,,1949-50
Joe Mullaney,"Nov 10, '49, BOS vs. MNL",25,1,37,,9,70,,,12,15,,,52,,,,30,30,.129,,.800,,0.8,,1.4,,,1949-50
Jerry Nagel,"Nov 3, '49, FTW vs. NYK",21,1,14,,6,28,,,1,4,,,18,,,,11,13,.214,,.250,,0.9,,1.3,,,1949-50
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1949-50
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1949-50
Jim Nolan,"Nov 2, '49, PHW vs. MNL",22,1,5,,4,21,,,0,0,,,4,,,,14,8,.190,,,,1.6,,0.8,,,1949-50
Andy O'Donnell,"Jan 14, '50, BLB vs. CHS",24,1,25,,38,108,,,14,18,,,17,,,,32,90,.352,,.778,,3.6,,0.7,,,1949-50
John Oldham,"Nov 3, '49, FTW vs. NYK",26,1,59,,127,426,,,103,145,,,99,,,,192,357,.298,,.710,,6.1,,1.7,,,1949-50
Gene Ollrich,"Nov 2, '49, WAT vs. NYK",27,1,14,,17,72,,,10,14,,,24,,,,34,44,.236,,.714,,3.1,,1.7,,,1949-50
Johnny Orr,"Nov 12, '49, STB @ INO",22,1,34,,40,118,,,12,14,,,20,,,,34,92,.339,,.857,,2.7,,0.6,,,1949-50
Don Otten,"Oct 29, '49, TRI vs. DNN",28,1,64,,242,648,,,341,463,,,91,,,,246,825,.373,,.737,,12.9,,1.4,,,1949-50
Mac Otten,"Oct 29, '49, TRI vs. DNN",24,1,59,,51,155,,,40,81,,,36,,,,119,142,.329,,.494,,2.4,,0.6,,,1949-50
Red Owens,"Oct 29, '49, TRI vs. DNN",24,1,61,,86,288,,,68,101,,,73,,,,152,240,.299,,.673,,3.9,,1.2,,,1949-50
Jack Parkinson,"Nov 1, '49, INO vs. DNN",25,1,4,,1,12,,,1,1,,,2,,,,3,3,.083,,1.000,,0.8,,0.5,,,1949-50
Charlie Parsley,"Dec 8, '49, PHW @ BOS",24,1,9,,8,31,,,6,7,,,8,,,,7,22,.258,,.857,,2.4,,0.9,,,1949-50
Stan Patrick,"Nov 2, '49, WAT vs. NYK",27,1,53,,116,294,,,89,147,,,74,,,,76,321,.395,,.605,,6.1,,1.4,,,1949-50
Johnny Payak,"Nov 2, '49, PHW vs. MNL",23,1,52,,98,331,,,121,173,,,86,,,,113,317,.296,,.699,,6.1,,1.7,,,1949-50
Warren Perkins,"Oct 29, '49, TRI vs. DNN",27,1,60,,128,422,,,115,195,,,114,,,,260,371,.303,,.590,,6.2,,1.9,,,1949-50
Ed Peterson,"Nov 3, '49, SYR vs. DNN",25,1,62,,167,390,,,111,185,,,33,,,,198,445,.428,,.600,,7.2,,0.5,,,1949-50
Jack Phelan,"Nov 2, '49, WAT vs. NYK",24,1,55,,87,268,,,52,90,,,57,,,,151,226,.325,,.578,,4.1,,1.0,,,1949-50
John Pritchard,"Nov 6, '49, WAT vs. BOS",23,1,7,,9,29,,,4,11,,,8,,,,14,22,.310,,.364,,3.1,,1.1,,,1949-50
George Ratkovicz,"Nov 3, '49, SYR vs. DNN",27,1,62,,162,439,,,211,348,,,124,,,,201,535,.369,,.606,,8.6,,2.0,,,1949-50
Don Ray,"Oct 29, '49, TRI vs. DNN",28,1,61,,130,403,,,104,149,,,60,,,,147,364,.323,,.698,,6.0,,1.0,,,1949-50
Bob Royer,"Oct 29, '49, DNN @ TRI",22,1,42,,78,231,,,41,58,,,85,,,,72,197,.338,,.707,,4.7,,2.0,,,1949-50
Pep Saul,"Nov 1, '49, ROC vs. SHE",25,1,49,,74,183,,,34,47,,,28,,,,33,182,.404,,.723,,3.7,,0.6,,,1949-50
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1949-50
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1949-50
Marv Schatzman,"Nov 2, '49, BLB @ WSC",22,1,34,,43,174,,,29,50,,,38,,,,49,115,.247,,.580,,3.4,,1.1,,,1949-50
Fred Schaus,"Nov 3, '49, FTW vs. NYK",24,1,68,,351,996,,,270,330,,,176,,,,232,972,.352,,.818,,14.3,,2.6,,,1949-50
Dolph Schayes*,"Nov 3, '49, SYR vs. DNN",21,1,64,,348,903,,,376,486,,,259,,,,225,1072,.385,,.774,,16.8,,4.0,,,1949-50
Howie Schultz,"Nov 3, '49, AND vs. TRI",27,1,67,,179,671,,,196,282,,,169,,,,244,554,.267,,.695,,8.3,,2.5,,,1949-50
Wayne See,"Nov 2, '49, WAT vs. NYK",26,1,61,,113,303,,,94,135,,,143,,,,147,320,.373,,.696,,5.2,,2.3,,,1949-50
Glen Selbo,"Nov 13, '49, SHE vs. INO",23,1,13,,10,51,,,22,29,,,23,,,,15,42,.196,,.759,,3.2,,1.8,,,1949-50
Rollie Seltz,"Nov 3, '49, AND vs. TRI",26,1,34,,93,309,,,80,104,,,64,,,,72,266,.301,,.769,,7.8,,1.9,,,1949-50
Carl Shaeffer,"Nov 1, '49, INO vs. DNN",25,1,43,,59,160,,,32,57,,,40,,,,103,150,.369,,.561,,3.5,,0.9,,,1949-50
Charley Shipp,"Nov 2, '49, WAT vs. NYK",36,1,23,,35,137,,,37,51,,,46,,,,46,107,.255,,.725,,4.7,,2.0,,,1949-50
Chips Sobek,"Nov 1, '49, SHE @ ROC",29,1,60,,95,251,,,156,205,,,95,,,,158,346,.378,,.761,,5.8,,1.6,,,1949-50
Ed Stanczak,"Nov 3, '49, AND vs. TRI",28,1,57,,159,456,,,203,270,,,67,,,,166,521,.349,,.752,,9.1,,1.2,,,1949-50
Mike Todorovich,"Nov 1, '49, STB @ TRI",26,1,65,,263,852,,,266,370,,,207,,,,230,792,.309,,.719,,12.2,,3.2,,,1949-50
Ernie Vandeweghe,"Nov 10, '49, NYK vs. INO",21,1,42,,164,390,,,93,140,,,78,,,,126,421,.421,,.664,,10.0,,1.9,,,1949-50
Floyd Volker,"Nov 1, '49, INO vs. DNN",28,1,54,,163,527,,,71,129,,,112,,,,169,397,.309,,.550,,7.4,,2.1,,,1949-50
Whitey Von Nieda,"Oct 29, '49, TRI vs. DNN",27,1,59,,120,336,,,73,115,,,143,,,,127,313,.357,,.635,,5.3,,2.4,,,1949-50
Clint Wager,"Nov 3, '49, FTW vs. NYK",30,1,63,,57,203,,,29,47,,,90,,,,175,143,.281,,.617,,2.3,,1.4,,,1949-50
Danny Wagner,"Nov 1, '49, SHE @ ROC",27,1,11,,19,54,,,31,35,,,18,,,,22,69,.352,,.886,,6.3,,1.6,,,1949-50
Paul Walther,"Nov 2, '49, MNL @ PHW",22,1,53,,114,290,,,63,109,,,56,,,,123,291,.393,,.578,,5.5,,1.1,,,1949-50
Murray Wier,"Oct 29, '49, TRI vs. DNN",23,1,56,,157,480,,,115,166,,,107,,,,141,429,.327,,.693,,7.7,,1.9,,,1949-50
Bob Wood,"Nov 1, '49, SHE @ ROC",28,1,6,,3,14,,,1,1,,,1,,,,6,7,.214,,1.000,,1.2,,0.2,,,1949-50
