Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Richaun Holmes,"Oct 28, '15, PHI @ BOS",22,1,51,702,114,222,8,44,51,74,62,135,33,19,40,32,92,287,.514,.182,.689,13.8,5.6,2.6,0.6,0.4,0.8,2015-16,NBA
Marcelo Huertas,"Oct 28, '15, LAL vs. MIN",32,1,53,869,97,230,16,61,27,29,18,90,182,26,7,80,76,237,.422,.262,.931,16.4,4.5,1.7,3.4,0.5,0.1,2015-16,NBA
Josh Huestis,"Mar 24, '16, OKC vs. UTA",24,1,5,55,5,12,4,6,0,4,2,10,0,1,2,3,3,14,.417,.667,.000,11.0,2.8,2.0,0.0,0.2,0.4,2015-16,NBA
R.J. Hunter,"Nov 4, '15, BOS @ IND",22,1,36,315,36,98,19,63,6,7,2,37,13,14,4,11,29,97,.367,.302,.857,8.8,2.7,1.0,0.4,0.4,0.1,2015-16,NBA
Damien Inglis,"Oct 28, '15, MIL vs. NYK",20,1,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,.351,.231,.875,7.8,1.8,1.6,0.5,0.3,0.2,2015-16,NBA
Stanley Johnson,"Oct 27, '15, DET @ ATL",19,1,73,1687,225,600,63,205,80,102,58,306,118,55,12,114,178,593,.375,.307,.784,23.1,8.1,4.2,1.6,0.8,0.2,2015-16,NBA
Nikola JokiÄ,"Oct 28, '15, DEN @ HOU",20,1,80,1733,307,600,28,84,154,190,181,560,189,79,50,104,208,796,.512,.333,.811,21.7,10.0,7.0,2.4,1.0,0.6,2015-16,NBA
Tyus Jones,"Nov 10, '15, MIN vs. CHO",19,1,37,573,56,156,16,53,28,39,7,47,108,31,3,33,33,156,.359,.302,.718,15.5,4.2,1.3,2.9,0.8,0.1,2015-16,NBA
Frank Kaminsky,"Oct 28, '15, CHO @ MIA",22,1,81,1708,215,525,68,202,108,148,69,335,98,38,43,58,126,606,.410,.337,.730,21.1,7.5,4.1,1.2,0.5,0.5,2015-16,NBA
Sasha Kaun,"Oct 28, '15, CLE @ MEM",30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,.529,,.455,3.8,0.9,1.0,0.1,0.2,0.2,2015-16,NBA
Kevon Looney,"Jan 27, '16, GSW vs. DAL",19,1,5,21,4,7,1,2,0,0,4,10,0,0,0,1,2,9,.571,.500,,4.2,1.8,2.0,0.0,0.0,0.0,2015-16,NBA
Trey Lyles,"Oct 28, '15, UTA @ DET",20,1,80,1382,191,436,49,128,57,82,59,299,59,26,18,65,114,488,.438,.383,.695,17.3,6.1,3.7,0.7,0.3,0.2,2015-16,NBA
Boban MarjanoviÄ,"Oct 30, '15, SAS vs. BRK",27,1,54,508,105,174,0,0,87,114,73,194,21,12,23,29,54,297,.603,,.763,9.4,5.5,3.6,0.4,0.2,0.4,2015-16,NBA
Jarell Martin,"Dec 18, '15, MEM @ DAL",21,1,27,380,54,116,0,2,45,62,39,86,15,8,7,19,58,153,.466,.000,.726,14.1,5.7,3.2,0.6,0.3,0.3,2015-16,NBA
T.J. McConnell,"Oct 28, '15, PHI @ BOS",23,1,81,1606,218,464,31,89,26,41,43,250,367,95,10,140,114,493,.470,.348,.634,19.8,6.1,3.1,4.5,1.2,0.1,2015-16,NBA
Chris McCullough,"Feb 8, '16, BRK vs. DEN",20,1,24,362,44,109,13,34,11,23,25,68,9,28,12,15,39,112,.404,.382,.478,15.1,4.7,2.8,0.4,1.2,0.5,2015-16,NBA
Jordan McRae,"Jan 29, '16, PHO @ NYK",24,1,22,195,34,78,10,22,21,28,4,20,25,3,1,15,17,99,.436,.455,.750,8.9,4.5,0.9,1.1,0.1,0.0,2015-16,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2015-16,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2015-16,NBA
Salah Mejri,"Oct 28, '15, DAL @ PHO",29,1,34,397,49,78,0,1,27,46,41,123,10,8,36,23,54,125,.628,.000,.587,11.7,3.7,3.6,0.3,0.2,1.1,2015-16,NBA
Jordan Mickey,"Oct 28, '15, BOS vs. PHI",21,1,16,57,8,22,0,0,5,10,6,13,1,0,11,1,5,21,.364,,.500,3.6,1.3,0.8,0.1,0.0,0.7,2015-16,NBA
Luis Montero,"Oct 30, '15, POR @ PHO",22,1,12,42,5,19,1,9,3,4,0,4,1,0,0,4,1,14,.263,.111,.750,3.5,1.2,0.3,0.1,0.0,0.0,2015-16,NBA
Emmanuel Mudiay,"Oct 28, '15, DEN @ HOU",19,1,68,2068,329,905,74,232,140,209,32,232,372,65,35,217,141,872,.364,.319,.670,30.4,12.8,3.4,5.5,1.0,0.5,2015-16,NBA
Xavier Munford,"Mar 17, '16, MEM @ MIL",23,1,14,244,32,77,9,23,7,14,3,31,22,13,3,15,25,80,.416,.391,.500,17.4,5.7,2.2,1.6,0.9,0.2,2015-16,NBA
Larry Nance Jr.,"Nov 6, '15, LAL @ BRK",23,1,63,1266,158,300,1,10,32,47,101,312,44,54,23,41,124,349,.527,.100,.681,20.1,5.5,5.0,0.7,0.9,0.4,2015-16,NBA
Raul Neto,"Oct 28, '15, UTA @ DET",23,1,81,1499,180,418,64,162,52,70,17,120,174,62,2,109,122,476,.431,.395,.743,18.5,5.9,1.5,2.1,0.8,0.0,2015-16,NBA
J.J. O'Brien,"Jan 16, '16, UTA vs. LAL",23,1,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,.000,,,3.0,0.0,0.5,0.0,0.5,0.0,2015-16,NBA
Jahlil Okafor,"Oct 28, '15, PHI @ BOS",20,1,53,1591,397,781,1,6,133,194,122,373,65,22,61,124,140,928,.508,.167,.686,30.0,17.5,7.0,1.2,0.4,1.2,2015-16,NBA
Kelly Oubre Jr.,"Oct 30, '15, WAS @ MIL",20,1,63,671,90,211,25,79,31,49,25,133,13,22,7,34,100,236,.427,.316,.633,10.7,3.7,2.1,0.2,0.3,0.1,2015-16,NBA
Lamar Patterson,"Oct 27, '15, ATL vs. DET",24,1,35,395,28,80,12,49,16,22,4,50,39,9,2,23,45,84,.350,.245,.727,11.3,2.4,1.4,1.1,0.3,0.1,2015-16,NBA
Cameron Payne,"Nov 1, '15, OKC vs. DEN",21,1,57,698,114,278,36,111,19,24,9,85,108,36,6,44,80,283,.410,.324,.792,12.2,5.0,1.5,1.9,0.6,0.1,2015-16,NBA
Tibor PleiÃ,"Oct 30, '15, UTA @ PHI",26,1,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,.440,.000,1.000,6.8,2.0,1.3,0.2,0.1,0.2,2015-16,NBA
Bobby Portis,"Nov 3, '15, CHI @ CHO",20,1,62,1102,186,436,16,52,48,66,123,337,52,25,22,54,100,436,.427,.308,.727,17.8,7.0,5.4,0.8,0.4,0.4,2015-16,NBA
Kristaps PorziÅÄ£is,"Oct 28, '15, NYK @ MIL",20,1,72,2047,373,886,81,243,201,240,132,526,94,53,134,121,205,1028,.421,.333,.838,28.4,14.3,7.3,1.3,0.7,1.9,2015-16,NBA
Norman Powell,"Nov 1, '15, TOR vs. MIL",22,1,49,725,97,229,36,89,43,53,16,111,47,29,10,32,59,273,.424,.404,.811,14.8,5.6,2.3,1.0,0.6,0.2,2015-16,NBA
Willie Reed,"Dec 4, '15, BRK @ NYK",25,1,39,426,76,133,0,0,30,55,49,122,10,6,30,16,47,182,.571,,.545,10.9,4.7,3.1,0.3,0.2,0.8,2015-16,NBA
Josh Richardson,"Nov 5, '15, MIA @ MIN",22,1,52,1107,123,272,53,115,42,63,21,107,73,36,25,35,107,341,.452,.461,.667,21.3,6.6,2.1,1.4,0.7,0.5,2015-16,NBA
Terry Rozier,"Oct 28, '15, BOS vs. PHI",21,1,39,311,29,106,6,27,8,10,24,63,37,6,1,19,23,72,.274,.222,.800,8.0,1.8,1.6,0.9,0.2,0.0,2015-16,NBA
D'Angelo Russell,"Oct 28, '15, LAL vs. MIN",19,1,80,2259,392,956,130,370,140,190,47,274,266,93,13,196,142,1054,.410,.351,.737,28.2,13.2,3.4,3.3,1.2,0.2,2015-16,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2015-16,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2015-16,NBA
Jonathon Simmons,"Nov 14, '15, SAS vs. PHI",26,1,55,813,122,242,18,47,69,92,16,96,58,24,5,53,103,331,.504,.383,.750,14.8,6.0,1.7,1.1,0.4,0.1,2015-16,NBA
Alex Stepheson,"Feb 20, '16, LAC vs. GSW",28,1,8,73,9,27,0,0,4,12,19,28,2,1,5,0,12,22,.333,,.333,9.1,2.8,3.5,0.3,0.1,0.6,2015-16,NBA
Edy Tavares,"Oct 29, '15, ATL @ NYK",23,1,11,73,11,19,0,0,3,8,7,21,3,1,6,5,8,25,.579,,.375,6.6,2.3,1.9,0.3,0.1,0.5,2015-16,NBA
Axel Toupane,"Mar 4, '16, DEN vs. BRK",23,1,21,305,25,70,13,40,13,17,8,31,15,7,6,6,40,76,.357,.325,.765,14.5,3.6,1.5,0.7,0.3,0.3,2015-16,NBA
Karl-Anthony Towns,"Oct 28, '15, MIN @ LAL",20,1,82,2627,625,1153,30,88,223,275,229,858,161,58,138,183,245,1503,.542,.341,.811,32.0,18.3,10.5,2.0,0.7,1.7,2015-16,NBA
Myles Turner,"Oct 29, '15, IND vs. MEM",19,1,60,1367,264,530,3,14,88,121,68,332,41,25,86,67,158,619,.498,.214,.727,22.8,10.3,5.5,0.7,0.4,1.4,2015-16,NBA
Rashad Vaughn,"Oct 28, '15, MIL vs. NYK",19,1,70,1001,81,266,43,147,12,15,11,88,39,29,16,28,73,217,.305,.293,.800,14.3,3.1,1.3,0.6,0.4,0.2,2015-16,NBA
Briante Weber,"Mar 11, '16, MEM vs. NOP",23,1,7,169,14,39,0,5,3,4,8,25,21,9,3,9,12,31,.359,.000,.750,24.1,4.4,3.6,3.0,1.3,0.4,2015-16,NBA
Alan Williams,"Mar 17, '16, PHO @ UTA",23,1,10,68,10,24,0,0,9,14,14,38,5,4,5,6,15,29,.417,,.643,6.8,2.9,3.8,0.5,0.4,0.5,2015-16,NBA
Justise Winslow,"Oct 28, '15, MIA vs. CHO",19,1,78,2232,195,462,32,116,80,117,81,403,117,68,26,95,184,502,.422,.276,.684,28.6,6.4,5.2,1.5,0.9,0.3,2015-16,NBA
Christian Wood,"Oct 28, '15, PHI @ BOS",20,1,17,145,22,53,4,11,13,21,13,38,3,5,7,2,11,61,.415,.364,.619,8.5,3.6,2.2,0.2,0.3,0.4,2015-16,NBA
Delon Wright,"Nov 1, '15, TOR vs. MIL",23,1,27,229,36,80,5,13,26,35,8,37,31,8,3,16,7,103,.450,.385,.743,8.5,3.8,1.4,1.1,0.3,0.1,2015-16,NBA
Joe Young,"Oct 28, '15, IND @ TOR",23,1,41,384,62,169,10,46,20,25,6,50,65,15,0,33,30,154,.367,.217,.800,9.4,3.8,1.2,1.6,0.4,0.0,2015-16,NBA
Ameryst Alston,"May 14, '16, NYL @ WAS",22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2015-16,WNBA
Rachel Banham,"May 14, '16, CON @ CHI",22,1,15,164,20,49,13,37,2,3,1,11,14,8,1,8,19,55,.408,.351,.667,10.9,3.7,0.7,0.9,0.5,0.1,2015-16,WNBA
Evgeniya Belyakova,"May 15, '16, LAS vs. SEA",30,1,21,238,16,54,5,28,7,16,2,15,15,13,1,8,24,44,.296,.179,.438,11.3,2.1,0.7,0.7,0.6,0.0,2015-16,WNBA
Adut Bulgak,"Jun 3, '16, NYL vs. IND",23,1,7,23,5,11,1,2,3,4,3,9,0,0,0,1,3,14,.455,.500,.750,3.3,2.0,1.3,0.0,0.0,0.0,2015-16,WNBA
Kahleah Copper,"May 14, '16, WAS vs. NYL",21,1,30,487,65,156,14,30,43,63,13,92,23,15,2,33,54,187,.417,.467,.683,16.2,6.2,3.1,0.8,0.5,0.1,2015-16,WNBA
Blake Dietrick,"Jun 1, '16, SEA @ IND",22,1,3,14,1,2,0,1,2,2,0,3,0,0,0,1,1,4,.500,.000,1.000,4.7,1.3,1.0,0.0,0.0,0.0,2015-16,WNBA
Zoi Dimitrakou,"May 18, '16, WAS vs. DAL",29,1,2,11,1,3,1,2,0,0,0,1,1,0,0,1,3,3,.333,.500,,5.5,1.5,0.5,0.5,0.0,0.0,2015-16,WNBA
Jelena Dubljevic,"May 15, '16, LAS vs. SEA",29,1,15,79,9,22,1,3,3,3,2,13,7,1,1,7,10,22,.409,.333,1.000,5.3,1.5,0.9,0.5,0.1,0.1,2015-16,WNBA
Frida Eldebrink,"May 21, '16, SAS @ DAL",28,1,8,44,1,8,0,6,1,2,1,3,7,1,0,4,2,3,.125,.000,.500,5.5,0.4,0.4,0.9,0.1,0.0,2015-16,WNBA
Nirra Fields,"May 14, '16, PHO @ MIN",22,1,4,17,1,7,0,1,1,2,0,0,0,0,0,2,2,3,.143,.000,.500,4.3,0.8,0.0,0.0,0.0,0.0,2015-16,WNBA
Bashaara Graves,"May 14, '16, MIN vs. PHO",22,1,12,41,2,7,0,0,0,0,3,4,2,0,0,3,4,4,.286,,,3.4,0.3,0.3,0.2,0.0,0.0,2015-16,WNBA
Jazmon Gwathmey,"Jun 4, '16, SAS vs. LAS",23,1,22,351,27,78,9,27,10,13,9,38,16,8,8,11,37,73,.346,.333,.769,16.0,3.3,1.7,0.7,0.4,0.4,2015-16,WNBA
Ruth Hamblin,"May 14, '16, DAL @ IND",22,1,20,130,8,32,0,0,5,7,9,29,4,2,9,4,13,21,.250,,.714,6.5,1.1,1.5,0.2,0.1,0.5,2015-16,WNBA
Keisha Hampton,"May 14, '16, MIN vs. PHO",26,1,27,183,19,57,12,36,20,23,5,10,10,8,3,10,24,70,.333,.333,.870,6.8,2.6,0.4,0.4,0.3,0.1,2015-16,WNBA
Isabelle Harrison,"May 14, '16, PHO @ MIN",22,1,26,194,32,61,0,0,17,25,17,47,1,11,2,18,36,81,.525,,.680,7.5,3.1,1.8,0.0,0.4,0.1,2015-16,WNBA
Rachel Hollivay,"May 14, '16, ATL @ SAS",22,1,32,284,12,38,0,0,15,32,20,66,4,3,13,11,51,39,.316,,.469,8.9,1.2,2.1,0.1,0.1,0.4,2015-16,WNBA
Bria Holmes,"May 14, '16, ATL @ SAS",22,1,33,702,91,209,17,62,48,62,24,85,41,30,5,39,26,247,.435,.274,.774,21.3,7.5,2.6,1.2,0.9,0.2,2015-16,WNBA
Moriah Jefferson,"May 14, '16, SAS vs. ATL",22,1,34,1034,185,434,33,88,69,89,15,73,142,55,4,59,71,472,.426,.375,.775,30.4,13.9,2.1,4.2,1.6,0.1,2015-16,WNBA
Jonquel Jones,"May 14, '16, CON @ CHI",22,1,34,479,85,160,11,33,51,69,61,126,22,22,38,25,72,232,.531,.333,.739,14.1,6.8,3.7,0.6,0.6,1.1,2015-16,WNBA
Whitney Knight,"May 15, '16, LAS vs. SEA",23,1,10,38,2,15,2,11,0,0,1,5,2,2,2,2,5,6,.133,.182,,3.8,0.6,0.5,0.2,0.2,0.2,2015-16,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2015-16,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2015-16,WNBA
Imani McGee-Stafford,"May 14, '16, CHI vs. CON",21,1,31,587,87,157,0,0,33,50,54,175,18,19,42,28,94,207,.554,,.660,18.9,6.7,5.6,0.6,0.6,1.4,2015-16,WNBA
Tiffany Mitchell,"May 14, '16, IND vs. DAL",21,1,34,681,87,241,25,85,92,101,15,58,48,30,3,55,85,291,.361,.294,.911,20.0,8.6,1.7,1.4,0.9,0.1,2015-16,WNBA
Brene Moseley,"May 14, '16, IND vs. DAL",22,1,8,77,6,23,1,5,2,5,1,3,9,4,0,16,6,15,.261,.200,.400,9.6,1.9,0.4,1.1,0.5,0.0,2015-16,WNBA
Haley Peters,"May 14, '16, SAS vs. ATL",23,1,34,594,75,215,18,72,28,37,16,78,27,12,7,28,64,196,.349,.250,.757,17.5,5.8,2.3,0.8,0.4,0.2,2015-16,WNBA
Aerial Powers,"May 14, '16, DAL @ IND",22,1,32,614,100,254,32,87,101,121,27,87,35,33,7,51,74,333,.394,.368,.835,19.2,10.4,2.7,1.1,1.0,0.2,2015-16,WNBA
Meighan Simmons,"May 14, '16, ATL @ SAS",24,1,25,148,26,90,16,56,10,12,1,10,8,2,3,10,17,78,.289,.286,.833,5.9,3.1,0.4,0.3,0.1,0.1,2015-16,WNBA
Breanna Stewart,"May 15, '16, SEA @ LAS",21,1,34,1179,208,455,45,133,160,192,40,317,114,42,64,81,82,621,.457,.338,.833,34.7,18.3,9.3,3.4,1.2,1.9,2015-16,WNBA
Morgan Tuck,"May 14, '16, CON @ CHI",22,1,26,433,67,162,17,56,32,45,23,74,29,10,2,25,25,183,.414,.304,.711,16.7,7.0,2.8,1.1,0.4,0.1,2015-16,WNBA
Jamie Weisner,"May 29, '16, WAS @ PHO",21,1,7,25,4,9,2,4,2,2,1,3,2,0,0,3,5,12,.444,.500,1.000,3.6,1.7,0.4,0.3,0.0,0.0,2015-16,WNBA
Courtney Williams,"May 14, '16, PHO @ MIN",22,1,25,351,68,166,8,27,12,21,28,76,30,12,3,21,30,156,.410,.296,.571,14.0,6.2,3.0,1.2,0.5,0.1,2015-16,WNBA
