Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Howard Eisley,"Nov 4, '94, MIN @ DEN",22,1,49,552,40,122,9,37,31,40,12,48,95,18,6,50,81,120,.328,.243,.775,11.3,2.4,1.0,1.9,0.4,0.1,1994-95
Matt Fish,"Nov 4, '94, LAC vs. POR",25,1,26,370,49,103,0,1,25,37,32,84,17,16,7,28,70,123,.476,.000,.676,14.2,4.7,3.2,0.7,0.6,0.3,1994-95
Brian Grant,"Nov 4, '94, SAC vs. PHO",22,1,80,2289,413,809,1,4,231,363,207,598,99,49,116,163,276,1058,.511,.250,.636,28.6,13.2,7.5,1.2,0.6,1.5,1994-95
Darrin Hancock,"Nov 5, '94, CHH vs. CLE",23,1,46,424,68,121,1,3,16,39,14,53,30,19,4,30,48,153,.562,.333,.410,9.2,3.3,1.2,0.7,0.4,0.1,1994-95
Jerome Harmon,"Feb 17, '95, PHI @ ORL",25,1,10,158,21,53,1,1,3,6,9,23,12,9,0,7,12,46,.396,1.000,.500,15.8,4.6,2.3,1.2,0.9,0.0,1994-95
Grant Hill*,"Nov 4, '94, DET vs. LAL",22,1,70,2678,508,1064,4,27,374,511,125,445,353,124,62,202,203,1394,.477,.148,.732,38.3,19.9,6.4,5.0,1.8,0.9,1994-95
Tom Hovasse,"Nov 4, '94, ATL vs. IND",28,1,2,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,.000,.000,,2.0,0.0,0.0,0.0,0.5,0.0,1994-95
Juwan Howard,"Nov 19, '94, WSB vs. BOS",21,1,65,2348,455,931,0,7,194,292,184,545,165,52,15,166,236,1104,.489,.000,.664,36.1,17.0,8.4,2.5,0.8,0.2,1994-95
Askia Jones,"Nov 4, '94, MIN @ DEN",23,1,11,139,15,44,2,12,13,16,6,11,16,6,0,9,19,45,.341,.167,.813,12.6,4.1,1.0,1.5,0.5,0.0,1994-95
Eddie Jones,"Nov 4, '94, LAL @ DET",23,1,64,1981,342,744,91,246,122,169,79,249,128,131,41,75,175,897,.460,.370,.722,31.0,14.0,3.9,2.0,2.0,0.6,1994-95
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1994-95
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1994-95
Jason Kidd*,"Nov 5, '94, DAL vs. NJN",21,1,79,2668,330,857,70,257,192,275,152,430,607,151,24,250,146,922,.385,.272,.698,33.8,11.7,5.4,7.7,1.9,0.3,1994-95
Antonio Lang,"Nov 4, '94, PHO @ SAC",22,1,12,53,4,10,0,0,3,4,3,4,1,0,2,5,11,11,.400,,.750,4.4,0.9,0.3,0.1,0.0,0.2,1994-95
Ryan Lorthridge,"Jan 13, '95, GSW @ LAL",22,1,37,672,106,223,3,14,57,88,24,71,101,28,1,57,42,272,.475,.214,.648,18.2,7.4,1.9,2.7,0.8,0.0,1994-95
Donyell Marshall,"Nov 4, '94, MIN @ DEN",21,1,72,2086,345,876,69,243,147,222,137,405,105,45,88,115,157,906,.394,.284,.662,29.0,12.6,5.6,1.5,0.6,1.2,1994-95
Darrick Martin,"Feb 14, '95, MIN vs. WSB",23,1,34,803,95,233,7,38,57,65,14,64,133,34,0,62,88,254,.408,.184,.877,23.6,7.5,1.9,3.9,1.0,0.0,1994-95
Jim McIlvaine,"Nov 15, '94, WSB @ ORL",22,1,55,534,34,71,0,0,28,41,40,105,10,10,60,19,95,96,.479,,.683,9.7,1.7,1.9,0.2,0.2,1.1,1994-95
Aaron McKie,"Nov 4, '94, POR @ LAC",22,1,45,827,116,261,11,28,50,73,35,129,89,36,16,39,97,293,.444,.393,.685,18.4,6.5,2.9,2.0,0.8,0.4,1994-95
Anthony Miller,"Nov 4, '94, LAL @ DET",23,1,46,527,70,132,2,5,47,76,67,152,35,20,7,38,77,189,.530,.400,.618,11.5,4.1,3.3,0.8,0.4,0.2,1994-95
Greg Minor,"Nov 11, '94, BOS vs. HOU",23,1,63,945,155,301,2,12,65,78,49,137,66,32,16,44,89,377,.515,.167,.833,15.0,6.0,2.2,1.0,0.5,0.3,1994-95
Eric Mobley,"Nov 4, '94, MIL @ PHI",24,1,46,587,78,132,2,2,22,45,55,153,21,8,27,24,63,180,.591,1.000,.489,12.8,3.9,3.3,0.5,0.2,0.6,1994-95
Eric Montross,"Nov 4, '94, BOS vs. NYK",23,1,78,2315,307,575,0,1,167,263,196,566,36,29,61,112,299,781,.534,.000,.635,29.7,10.0,7.3,0.5,0.4,0.8,1994-95
Dwayne Morton,"Dec 12, '94, GSW @ PHO",23,1,41,395,50,129,9,25,58,85,21,58,18,11,15,27,45,167,.388,.360,.682,9.6,4.1,1.4,0.4,0.3,0.4,1994-95
Lamond Murray,"Nov 4, '94, LAC vs. POR",21,1,81,2556,439,1093,65,218,199,264,132,354,133,72,55,163,180,1142,.402,.298,.754,31.6,14.1,4.4,1.6,0.9,0.7,1994-95
Ivano Newbill,"Dec 10, '94, DET @ CLE",24,1,34,331,16,45,0,0,8,22,40,81,17,12,11,12,60,40,.356,,.364,9.7,1.2,2.4,0.5,0.4,0.3,1994-95
Julius Nwosu,"Nov 9, '94, SAS vs. UTA",23,1,23,84,9,28,0,0,13,17,11,24,3,0,3,9,20,31,.321,,.765,3.7,1.3,1.0,0.1,0.0,0.1,1994-95
Wesley Person,"Nov 4, '94, PHO @ SAC",23,1,78,1800,309,638,116,266,80,101,67,201,105,48,24,79,149,814,.484,.436,.792,23.1,10.4,2.6,1.3,0.6,0.3,1994-95
Derrick Phelps,"Apr 20, '95, SAC @ GSW",22,1,3,5,0,1,0,0,0,2,0,0,1,0,0,0,3,0,.000,,.000,1.7,0.0,0.0,0.3,0.0,0.0,1994-95
Eric Piatkowski,"Nov 4, '94, LAC vs. POR",24,1,81,1208,201,456,74,198,90,115,63,133,77,37,15,63,150,566,.441,.374,.783,14.9,7.0,1.6,1.0,0.5,0.2,1994-95
Eldridge Recasner,"Mar 4, '95, DEN @ LAC",27,1,3,13,1,6,0,1,4,4,0,2,1,3,0,2,0,6,.167,.000,1.000,4.3,2.0,0.7,0.3,1.0,0.0,1994-95
Khalid Reeves,"Nov 4, '94, MIA @ UTA",22,1,67,1462,206,465,67,171,140,196,52,186,288,77,10,132,139,619,.443,.392,.714,21.8,9.2,2.8,4.3,1.1,0.1,1994-95
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1994-95
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1994-95
Glenn Robinson,"Nov 5, '94, MIL vs. LAL",22,1,80,2958,636,1410,86,268,397,499,169,513,197,115,22,313,234,1755,.451,.321,.796,37.0,21.9,6.4,2.5,1.4,0.3,1994-95
Carlos Rogers,"Nov 8, '94, GSW vs. MIA",23,1,49,1017,180,340,2,14,76,146,108,278,37,22,52,84,124,438,.529,.143,.521,20.8,8.9,5.7,0.8,0.4,1.1,1994-95
Jalen Rose,"Nov 4, '94, DEN vs. MIN",22,1,81,1798,227,500,36,114,173,234,57,217,389,65,22,160,206,663,.454,.316,.739,22.2,8.2,2.7,4.8,0.8,0.3,1994-95
Clifford Rozier,"Nov 12, '94, GSW vs. LAL",22,1,66,1494,189,390,2,7,68,152,200,486,45,35,39,89,196,448,.485,.286,.447,22.6,6.8,7.4,0.7,0.5,0.6,1994-95
Trevor Ruffin,"Nov 11, '94, PHO @ SEA",24,1,49,319,84,197,38,99,27,38,8,23,48,14,2,47,52,233,.426,.384,.711,6.5,4.8,0.5,1.0,0.3,0.0,1994-95
Dickey Simpkins,"Nov 4, '94, CHI vs. CHH",22,1,59,586,78,184,0,0,50,72,60,151,37,10,7,45,72,206,.424,,.694,9.9,3.5,2.6,0.6,0.2,0.1,1994-95
Reggie Slater,"Nov 4, '94, DEN vs. MIN",24,1,25,236,40,81,0,0,40,55,21,57,12,7,3,26,47,120,.494,,.727,9.4,4.8,2.3,0.5,0.3,0.1,1994-95
Michael Smith,"Nov 4, '94, SAC vs. PHO",22,1,82,1736,220,406,0,2,127,262,174,486,67,61,49,106,235,567,.542,.000,.485,21.2,6.9,5.9,0.8,0.7,0.6,1994-95
Mark Strickland,"Mar 4, '95, IND vs. BOS",24,1,4,9,1,3,0,0,1,2,2,4,0,0,1,1,0,3,.333,,.500,2.3,0.8,1.0,0.0,0.0,0.3,1994-95
Aaron Swinson,"Nov 15, '94, PHO @ POR",24,1,9,51,10,18,0,0,4,5,3,8,3,1,0,5,8,24,.556,,.800,5.7,2.7,0.9,0.3,0.1,0.0,1994-95
Å½an Tabak,"Nov 5, '94, HOU @ MIN",24,1,37,182,24,53,0,1,27,44,23,57,4,2,7,18,37,75,.453,.000,.614,4.9,2.0,1.5,0.1,0.1,0.2,1994-95
Brooks Thompson,"Nov 5, '94, ORL vs. PHI",24,1,38,246,45,114,18,58,8,12,7,23,43,10,2,27,46,116,.395,.310,.667,6.5,3.1,0.6,1.1,0.3,0.1,1994-95
Anthony Tucker,"Nov 5, '94, WSB @ CHI",25,1,62,982,96,210,0,1,51,83,44,170,68,46,11,56,129,243,.457,.000,.614,15.8,3.9,2.7,1.1,0.7,0.2,1994-95
B.J. Tyler,"Nov 4, '94, PHI vs. MIL",23,1,55,809,72,189,16,51,35,50,13,62,174,36,2,97,58,195,.381,.314,.700,14.7,3.5,1.1,3.2,0.7,0.0,1994-95
Fred Vinson,"Nov 4, '94, ATL vs. IND",24,1,5,27,1,7,1,6,1,1,0,0,1,0,0,2,4,4,.143,.167,1.000,5.4,0.8,0.0,0.2,0.0,0.0,1994-95
Charlie Ward,"Nov 12, '94, NYK @ SAS",24,1,10,44,4,19,1,10,7,10,1,6,4,2,0,8,7,16,.211,.100,.700,4.4,1.6,0.6,0.4,0.2,0.0,1994-95
Jamie Watson,"Nov 4, '94, UTA vs. MIA",22,1,60,673,76,152,5,19,38,56,16,74,59,35,11,51,86,195,.500,.263,.679,11.2,3.3,1.2,1.0,0.6,0.2,1994-95
Monty Williams,"Nov 8, '94, NYK vs. LAL",23,1,41,503,60,133,0,8,17,38,42,98,49,20,4,41,87,137,.451,.000,.447,12.3,3.3,2.4,1.2,0.5,0.1,1994-95
Dontonio Wingfield,"Nov 13, '94, SEA vs. LAC",20,1,20,81,18,51,2,12,8,10,11,30,3,5,3,8,15,46,.353,.167,.800,4.1,2.3,1.5,0.2,0.3,0.2,1994-95
Sharone Wright,"Nov 4, '94, PHI vs. MIL",22,1,79,2044,361,776,0,8,182,282,191,472,48,37,104,151,246,904,.465,.000,.645,25.9,11.4,6.0,0.6,0.5,1.3,1994-95
