Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Garth Joseph,"Nov 10, '00, TOR vs. CLE",27,1,4,16,1,5,0,0,0,2,2,2,1,0,1,2,1,2,.200,,.000,4.0,0.5,0.5,0.3,0.0,0.3,2000-01,NBA
Dan Langhi,"Nov 11, '00, HOU @ POR",23,1,33,241,37,99,0,1,16,29,13,41,4,7,1,8,16,90,.374,.000,.552,7.3,2.7,1.2,0.1,0.2,0.0,2000-01,NBA
Art Long,"Feb 20, '01, SAC vs. ATL",28,1,9,20,0,4,0,0,0,2,2,8,1,0,3,2,5,0,.000,,.000,2.2,0.0,0.9,0.1,0.0,0.3,2000-01,NBA
Mark Madsen,"Oct 31, '00, LAL @ POR",25,1,70,641,55,113,1,1,26,37,74,152,24,8,8,27,111,137,.487,1.000,.703,9.2,2.0,2.2,0.3,0.1,0.1,2000-01,NBA
Jamaal Magloire,"Oct 31, '00, CHH @ ATL",22,1,74,1095,122,271,0,2,95,145,103,295,27,18,78,61,139,339,.450,.000,.655,14.8,4.6,4.0,0.4,0.2,1.1,2000-01,NBA
Kenyon Martin,"Oct 31, '00, NJN vs. CLE",23,1,68,2272,346,777,1,11,121,192,137,502,131,78,113,138,281,814,.445,.091,.630,33.4,12.0,7.4,1.9,1.1,1.7,2000-01,NBA
Desmond Mason,"Oct 31, '00, SEA @ VAN",23,1,78,1522,189,439,18,67,67,91,72,249,63,39,20,53,146,463,.431,.269,.736,19.5,5.9,3.2,0.8,0.5,0.3,2000-01,NBA
Dan McClintock,"Apr 5, '01, DEN vs. SAS",23,1,6,58,9,18,0,0,0,5,10,17,1,0,2,3,11,18,.500,,.000,9.7,3.0,2.8,0.2,0.0,0.3,2000-01,NBA
Paul McPherson,"Oct 31, '00, PHO @ GSW",22,1,55,595,109,216,2,12,42,58,40,79,38,25,4,47,80,262,.505,.167,.724,10.8,4.8,1.4,0.7,0.5,0.1,2000-01,NBA
Stanislav Medvedenko,"Dec 28, '00, LAL @ PHO",21,1,7,39,12,25,1,1,7,12,1,9,2,1,1,3,9,32,.480,1.000,.583,5.6,4.6,1.3,0.3,0.1,0.1,2000-01,NBA
Chris Mihm,"Oct 31, '00, CLE @ NJN",21,1,59,1166,173,391,0,1,100,126,106,280,16,20,53,80,156,446,.442,.000,.794,19.8,7.6,4.7,0.3,0.3,0.9,2000-01,NBA
Darius Miles,"Oct 31, '00, LAC @ UTA",19,1,81,2133,318,630,1,19,124,238,127,477,99,51,125,147,191,761,.505,.053,.521,26.3,9.4,5.9,1.2,0.6,1.5,2000-01,NBA
Mike Miller,"Oct 31, '00, ORL vs. WAS",20,1,82,2390,368,845,148,364,91,128,66,327,140,51,19,97,200,975,.436,.407,.711,29.1,11.9,4.0,1.7,0.6,0.2,2000-01,NBA
JÃ©rÃ´me MoÃ¯so,"Nov 1, '00, BOS vs. DET",22,1,24,135,12,30,0,1,11,26,12,42,3,3,4,18,29,35,.400,.000,.423,5.6,1.5,1.8,0.1,0.1,0.2,2000-01,NBA
Hanno MÃ¶ttÃ¶lÃ¤,"Oct 31, '00, ATL vs. CHH",24,1,73,989,123,277,0,3,73,90,49,174,25,11,9,67,163,319,.444,.000,.811,13.5,4.4,2.4,0.3,0.2,0.1,2000-01,NBA
Mamadou N'Diaye,"Feb 5, '01, TOR vs. BOS",25,1,3,10,1,4,0,0,2,2,1,2,0,0,0,0,3,4,.250,,1.000,3.3,1.3,0.7,0.0,0.0,0.0,2000-01,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2000-01,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2000-01,NBA
Lee Nailon,"Nov 19, '00, CHH @ DET",25,1,42,469,66,136,0,1,32,43,29,92,24,9,5,27,60,164,.485,.000,.744,11.2,3.9,2.2,0.6,0.2,0.1,2000-01,NBA
Eduardo NÃ¡jera,"Oct 31, '00, DAL vs. MIL",24,1,40,431,58,111,1,3,14,33,41,95,27,13,8,17,48,131,.523,.333,.424,10.8,3.3,2.4,0.7,0.3,0.2,2000-01,NBA
Ira Newble,"Nov 22, '00, SAS vs. SEA",26,1,27,184,21,55,4,9,8,16,13,35,6,2,4,7,18,54,.382,.444,.500,6.8,2.0,1.3,0.2,0.1,0.1,2000-01,NBA
Olumide Oyedeji,"Dec 22, '00, SEA vs. WAS",19,1,30,221,18,37,0,0,9,12,24,67,2,7,10,11,40,45,.486,,.750,7.4,1.5,2.2,0.1,0.2,0.3,2000-01,NBA
Andy Panko,"Jan 11, '01, ATL vs. GSW",23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2000-01,NBA
Mike Penberthy,"Nov 12, '00, LAL vs. HOU",26,1,53,851,92,222,55,139,28,31,10,63,71,22,2,34,57,267,.414,.396,.903,16.1,5.0,1.2,1.3,0.4,0.0,2000-01,NBA
Morris Peterson,"Oct 31, '00, TOR vs. DET",23,1,80,1809,290,673,63,165,104,145,112,259,105,63,20,78,164,747,.431,.382,.717,22.6,9.3,3.2,1.3,0.8,0.3,2000-01,NBA
Chris Porter,"Nov 2, '00, GSW @ DEN",22,1,51,1147,173,445,0,5,94,141,89,189,61,45,6,59,111,440,.389,.000,.667,22.5,8.6,3.7,1.2,0.9,0.1,2000-01,NBA
Lavor Postell,"Oct 31, '00, NYK vs. PHI",22,1,26,169,17,54,3,11,22,27,8,25,5,4,2,17,12,59,.315,.273,.815,6.5,2.3,1.0,0.2,0.2,0.1,2000-01,NBA
Joel Przybilla,"Nov 4, '00, MIL vs. DET",21,1,33,270,12,35,0,0,3,11,29,71,2,3,30,13,56,27,.343,,.273,8.2,0.8,2.2,0.1,0.1,0.9,2000-01,NBA
Michael Redd,"Nov 2, '00, MIL @ HOU",21,1,6,35,5,19,0,3,3,6,3,4,1,1,0,1,2,13,.263,.000,.500,5.8,2.2,0.7,0.2,0.2,0.0,2000-01,NBA
Quentin Richardson,"Oct 31, '00, LAC @ UTA",20,1,76,1358,232,525,50,151,99,158,105,257,62,42,7,64,98,613,.442,.331,.627,17.9,8.1,3.4,0.8,0.6,0.1,2000-01,NBA
Terrance Roberson,"Nov 20, '00, CHH @ TOR",24,1,3,13,0,2,0,1,0,0,0,1,1,0,0,2,3,0,.000,.000,,4.3,0.0,0.3,0.3,0.0,0.0,2000-01,NBA
Jamal Robinson,"Nov 1, '00, MIA vs. ORL",27,1,6,72,3,22,0,2,0,0,3,11,2,6,0,3,7,6,.136,.000,,12.0,1.0,1.8,0.3,1.0,0.0,2000-01,NBA
Soumaila Samake,"Oct 31, '00, NJN vs. CLE",22,1,34,226,18,48,0,0,10,24,22,53,1,2,14,4,23,46,.375,,.417,6.6,1.4,1.6,0.0,0.1,0.4,2000-01,NBA
Pepe SÃ¡nchez,"Oct 31, '00, PHI @ NYK",23,1,29,150,9,28,0,1,2,2,3,15,41,11,1,6,21,20,.321,.000,1.000,5.2,0.7,0.5,1.4,0.4,0.0,2000-01,NBA
Daniel Santiago,"Oct 31, '00, PHO @ GSW",24,1,54,581,64,134,0,0,42,61,35,102,11,17,21,47,101,170,.478,,.689,10.8,3.1,1.9,0.2,0.3,0.4,2000-01,NBA
Jabari Smith,"Jan 12, '01, SAC @ DEN",23,1,9,66,11,22,0,0,4,6,1,8,6,4,0,3,7,26,.500,,.667,7.3,2.9,0.9,0.7,0.4,0.0,2000-01,NBA
Mike Smith,"Mar 4, '01, WAS vs. UTA",24,1,17,180,19,59,3,18,10,16,10,22,10,5,3,7,8,51,.322,.167,.625,10.6,3.0,1.3,0.6,0.3,0.2,2000-01,NBA
DeShawn Stevenson,"Oct 31, '00, UTA vs. LAC",19,1,40,293,31,91,1,12,26,38,9,28,18,10,2,28,29,89,.341,.083,.684,7.3,2.2,0.7,0.5,0.3,0.1,2000-01,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2000-01,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2000-01,NBA
Stromile Swift,"Oct 31, '00, VAN vs. SEA",21,1,80,1312,153,339,0,4,85,141,109,284,28,62,82,64,160,391,.451,.000,.603,16.4,4.9,3.6,0.4,0.8,1.0,2000-01,NBA
Dragan TarlaÄ,"Nov 3, '00, CHI vs. NJN",27,1,43,598,39,99,0,0,25,33,37,122,31,7,19,38,95,103,.394,,.758,13.9,2.4,2.8,0.7,0.2,0.4,2000-01,NBA
Jake Tsakalidis,"Nov 2, '00, PHO vs. POR",21,1,57,947,101,215,0,0,54,91,83,242,19,10,55,66,137,256,.470,,.593,16.6,4.5,4.2,0.3,0.2,1.0,2000-01,NBA
Hedo TÃ¼rkoÄlu,"Nov 1, '00, SAC @ CLE",21,1,74,1245,138,335,28,86,87,112,49,210,69,52,24,55,139,391,.412,.326,.777,16.8,5.3,2.8,0.9,0.7,0.3,2000-01,NBA
David Vanterpool,"Mar 7, '01, WAS @ CLE",27,1,22,411,46,110,0,6,30,50,15,37,66,23,3,37,44,122,.418,.000,.600,18.7,5.5,1.7,3.0,1.0,0.1,2000-01,NBA
Jake Voskuhl,"Nov 11, '00, CHI vs. TOR",23,1,16,143,11,25,0,0,8,14,12,34,5,5,6,12,38,30,.440,,.571,8.9,1.9,2.1,0.3,0.3,0.4,2000-01,NBA
RubÃ©n Wolkowyski,"Oct 31, '00, SEA @ VAN",27,1,34,305,25,79,0,2,25,34,12,46,3,6,18,12,38,75,.316,.000,.735,9.0,2.2,1.4,0.1,0.2,0.5,2000-01,NBA
Wang Zhizhi,"Apr 5, '01, DAL vs. ATL",23,1,5,38,8,19,0,2,8,10,1,7,0,0,0,1,8,24,.421,.000,.800,7.6,4.8,1.4,0.0,0.0,0.0,2000-01,NBA
Svetlana Abrosimova,"Jun 22, '01, MIN vs. MIA",20,1,26,846,115,294,20,77,96,132,43,174,53,42,9,85,70,346,.391,.260,.727,32.5,13.3,6.7,2.0,1.6,0.3,2000-01,WNBA
Tawona Alhaleem,"Jun 1, '01, ORL vs. LAS",26,1,26,252,19,58,4,11,7,14,15,38,14,11,0,28,20,49,.328,.364,.500,9.7,1.9,1.5,0.5,0.4,0.0,2000-01,WNBA
Mactabene Amachree,"Jul 11, '01, NYL vs. SEA",23,1,2,3,0,0,0,0,1,2,1,1,0,0,1,1,2,1,,,.500,1.5,0.5,0.5,0.0,0.0,0.5,2000-01,WNBA
LaQuanda Barksdale,"Jun 4, '01, POR vs. PHO",21,1,5,35,1,10,0,3,0,0,1,6,4,2,0,1,3,2,.100,.000,,7.0,0.4,1.2,0.8,0.4,0.0,2000-01,WNBA
Reshea Bristol,"Jun 14, '01, CHA vs. UTA",23,1,1,5,0,1,0,0,0,0,2,2,0,0,0,1,0,0,.000,,,5.0,0.0,2.0,0.0,0.0,0.0,2000-01,WNBA
Janell Burse,"May 31, '01, MIN @ POR",22,1,20,169,16,48,0,1,15,20,23,42,5,2,15,20,20,47,.333,.000,.750,8.5,2.4,2.1,0.3,0.1,0.8,2000-01,WNBA
Cara Consuegra,"May 30, '01, UTA @ PHO",22,1,15,50,0,5,0,2,2,4,1,6,10,4,0,11,4,2,.000,.000,.500,3.3,0.1,0.4,0.7,0.3,0.0,2000-01,WNBA
Camille Cooper,"Aug 8, '01, NYL vs. UTA",22,1,4,51,8,12,0,0,10,13,7,11,1,0,2,3,6,26,.667,,.769,12.8,6.5,2.8,0.3,0.0,0.5,2000-01,WNBA
Katie Douglas,"Jun 1, '01, ORL vs. LAS",22,1,22,439,51,141,18,57,34,47,16,51,39,37,7,44,34,154,.362,.316,.723,20.0,7.0,2.3,1.8,1.7,0.3,2000-01,WNBA
Marie Ferdinand-Harris,"May 30, '01, UTA @ PHO",22,1,32,864,143,290,11,42,69,113,23,86,79,40,4,63,70,366,.493,.262,.611,27.0,11.4,2.7,2.5,1.3,0.1,2000-01,WNBA
Stacey Ford,"Jun 2, '01, NYL vs. IND",32,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1.000,,,3.0,2.0,1.0,0.0,0.0,0.0,2000-01,WNBA
Nekeshia Henderson,"May 28, '01, HOU vs. LAS",28,1,23,179,9,38,6,22,2,7,5,21,22,6,0,16,5,26,.237,.273,.286,7.8,1.1,0.9,1.0,0.3,0.0,2000-01,WNBA
Niele Ivey,"May 31, '01, IND vs. HOU",23,1,32,708,38,102,25,70,14,15,16,55,70,33,5,35,51,115,.373,.357,.933,22.1,3.6,1.7,2.2,1.0,0.2,2000-01,WNBA
Lauren Jackson*,"May 31, '01, SEA vs. PHO",20,1,29,1001,149,406,40,129,104,143,57,193,44,54,64,53,97,442,.367,.310,.727,34.5,15.2,6.7,1.5,1.9,2.2,2000-01,WNBA
Jaclyn Johnson,"Jun 1, '01, ORL vs. LAS",22,1,17,139,14,25,3,7,4,5,10,23,9,4,3,17,21,35,.560,.429,.800,8.2,2.1,1.4,0.5,0.2,0.2,2000-01,WNBA
Jae Kingi-Cross,"Jun 2, '01, DET vs. HOU",25,1,29,625,55,142,33,88,26,36,20,63,74,31,8,53,42,169,.387,.375,.722,21.6,5.8,2.2,2.6,1.1,0.3,2000-01,WNBA
Ilona Korstine,"Jul 5, '01, PHO @ LAS",21,1,12,75,7,25,1,3,6,7,6,11,5,3,0,9,4,21,.280,.333,.857,6.3,1.8,0.9,0.4,0.3,0.0,2000-01,WNBA
Amanda Lassiter,"May 28, '01, HOU vs. LAS",22,1,32,613,51,139,26,67,10,15,27,110,34,16,21,36,66,138,.367,.388,.667,19.2,4.3,3.4,1.1,0.5,0.7,2000-01,WNBA
Katarina Lazic,"Jul 24, '01, NYL @ POR",21,1,8,55,8,20,0,2,1,2,2,6,3,3,0,10,9,17,.400,.000,.500,6.9,2.1,0.8,0.4,0.4,0.0,2000-01,WNBA
Nicole Levandusky,"Jun 2, '01, LAS @ CHA",22,1,13,67,7,22,5,17,1,1,5,9,7,5,1,5,3,20,.318,.294,1.000,5.2,1.5,0.7,0.5,0.4,0.1,2000-01,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2000-01,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2000-01,WNBA
Tynesha Lewis,"May 31, '01, HOU @ IND",22,1,29,419,39,92,8,20,11,17,20,61,15,11,4,26,26,97,.424,.400,.647,14.4,3.3,2.1,0.5,0.4,0.1,2000-01,WNBA
Pat Luckey,"Jun 14, '01, PHO @ SAC",26,1,1,8,0,1,0,0,0,0,0,1,1,0,1,0,0,0,.000,,,8.0,0.0,1.0,1.0,0.0,1.0,2000-01,WNBA
Helen Luz,"May 31, '01, WAS @ CLE",28,1,32,489,55,136,32,82,22,25,10,37,55,28,5,43,47,164,.404,.390,.880,15.3,5.1,1.2,1.7,0.9,0.2,2000-01,WNBA
Nadine Malcolm,"May 31, '01, IND vs. HOU",25,1,31,705,90,212,23,56,54,62,32,92,26,13,3,48,75,257,.425,.411,.871,22.7,8.3,3.0,0.8,0.4,0.1,2000-01,WNBA
Coco Miller,"May 31, '01, WAS @ CLE",22,1,20,137,13,40,2,6,6,11,5,9,8,6,0,13,10,34,.325,.333,.545,6.9,1.7,0.5,0.4,0.3,0.0,2000-01,WNBA
Kelly Miller,"Jun 2, '01, CHA vs. LAS",22,1,26,225,22,57,7,19,4,5,11,28,14,9,0,9,14,55,.386,.368,.800,8.7,2.1,1.1,0.5,0.3,0.0,2000-01,WNBA
Adriana Moises,"Aug 3, '01, PHO @ MIA",22,1,7,123,14,36,4,12,9,12,4,16,17,6,0,16,11,41,.389,.333,.750,17.6,5.9,2.3,2.4,0.9,0.0,2000-01,WNBA
Jenny Mowe,"Jul 8, '01, POR vs. UTA",23,1,5,17,3,3,0,0,0,0,1,3,0,0,1,2,5,6,1.000,,,3.4,1.2,0.6,0.0,0.0,0.2,2000-01,WNBA
Deanna Nolan,"Jun 2, '01, DET vs. HOU",21,1,27,545,64,194,21,73,43,53,16,53,30,17,6,35,43,192,.330,.288,.811,20.2,7.1,2.0,1.1,0.6,0.2,2000-01,WNBA
Michaela Pavlickova,"May 30, '01, UTA @ PHO",23,1,10,21,0,2,0,0,1,2,0,6,1,0,2,1,0,1,.000,,.500,2.1,0.1,0.6,0.1,0.0,0.2,2000-01,WNBA
Erin Perperoglou,"May 31, '01, MIN @ POR",22,1,32,725,64,184,8,29,47,76,42,118,62,27,29,65,101,183,.348,.276,.618,22.7,5.7,3.7,1.9,0.8,0.9,2000-01,WNBA
Hajdana Radunovic,"Jun 16, '01, NYL vs. WAS",23,1,4,9,1,2,0,0,2,2,1,4,0,0,1,2,3,4,.500,,1.000,2.3,1.0,1.0,0.0,0.0,0.3,2000-01,WNBA
Semeka Randall,"May 31, '01, SEA vs. PHO",22,1,32,884,117,315,0,4,66,100,32,105,44,29,4,73,45,300,.371,.000,.660,27.6,9.4,3.3,1.4,0.9,0.1,2000-01,WNBA
Ruth Riley,"May 31, '01, MIA vs. NYL",21,1,32,799,77,162,0,0,64,83,51,130,26,25,46,63,107,218,.475,,.771,25.0,6.8,4.1,0.8,0.8,1.4,2000-01,WNBA
Kelly Santos,"Jun 2, '01, DET vs. HOU",21,1,14,153,20,42,0,1,12,18,11,27,5,3,3,12,23,52,.476,.000,.667,10.9,3.7,1.9,0.4,0.2,0.2,2000-01,WNBA
Jaynetta Saunders,"May 30, '01, PHO vs. UTA",21,1,28,253,25,77,1,3,17,25,13,40,7,10,8,14,28,68,.325,.333,.680,9.0,2.4,1.4,0.3,0.4,0.3,2000-01,WNBA
Audrey Sauret,"Jun 21, '01, WAS vs. MIA",24,1,25,455,33,111,3,26,7,24,11,42,43,24,4,41,39,76,.297,.115,.292,18.2,3.0,1.7,1.7,1.0,0.2,2000-01,WNBA
Kelly Schumacher,"May 31, '01, IND vs. HOU",23,1,28,380,46,93,3,5,17,20,23,70,10,5,28,21,41,112,.495,.600,.850,13.6,4.0,2.5,0.4,0.2,1.0,2000-01,WNBA
Georgia Schweitzer,"May 31, '01, MIN @ POR",22,1,24,423,32,102,7,42,13,17,15,50,34,11,6,17,34,84,.314,.167,.765,17.6,3.5,2.1,1.4,0.5,0.3,2000-01,WNBA
Trisha Stafford-Odom,"May 28, '01, HOU vs. LAS",30,1,30,365,39,106,0,1,35,52,38,85,16,12,2,26,42,113,.368,.000,.673,12.2,3.8,2.8,0.5,0.4,0.1,2000-01,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2000-01,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2000-01,WNBA
Jackie Stiles,"May 31, '01, POR vs. MIN",22,1,32,1023,156,385,50,116,116,149,24,77,55,24,3,68,75,478,.405,.431,.779,32.0,14.9,2.4,1.7,0.8,0.1,2000-01,WNBA
Tamara Stocks,"Jul 11, '01, WAS vs. DET",22,1,3,11,1,3,0,0,1,2,0,2,0,0,0,0,3,3,.333,,.500,3.7,1.0,0.7,0.0,0.0,0.0,2000-01,WNBA
Tammy Sutton-Brown,"Jun 7, '01, CHA @ SAC",23,1,29,602,72,147,0,0,52,72,51,129,11,21,39,40,84,196,.490,,.722,20.8,6.8,4.4,0.4,0.7,1.3,2000-01,WNBA
Penny Taylor,"May 31, '01, CLE vs. WAS",20,1,32,561,86,225,22,73,36,46,36,112,44,35,11,38,46,230,.382,.301,.783,17.5,7.2,3.5,1.4,1.1,0.3,2000-01,WNBA
Levys Torres,"Jun 24, '01, MIA vs. CLE",23,1,2,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,4.0,0.0,0.0,0.0,0.0,0.0,2000-01,WNBA
Slobodanka Tuvic,"Jun 2, '01, PHO @ MIN",23,1,30,325,13,42,0,0,28,59,18,63,17,16,17,28,49,54,.310,,.475,10.8,1.8,2.1,0.6,0.5,0.6,2000-01,WNBA
Kristen Veal,"May 30, '01, PHO vs. UTA",19,1,29,658,35,125,14,50,32,42,14,60,125,33,4,82,58,116,.280,.280,.762,22.7,4.0,2.1,4.3,1.1,0.1,2000-01,WNBA
Maren Walseth,"Jun 2, '01, SAC vs. CLE",22,1,4,8,1,2,0,0,2,2,2,2,0,0,0,2,2,4,.500,,1.000,2.0,1.0,0.5,0.0,0.0,0.0,2000-01,WNBA
