Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Alvan Adams,"Oct 25, '75, PHO @ POR",21,1,80,2656,629,1341,,,261,355,215,727,450,121,116,,274,1519,.469,,.735,33.2,19.0,9.1,5.6,1.5,1.5,1975-76
Jerome Anderson,"Dec 12, '75, BOS vs. WSB",22,1,22,126,25,45,,,11,16,4,13,6,3,3,,25,61,.556,,.688,5.7,2.8,0.6,0.3,0.1,0.1,1975-76
Jerry Baskerville,"Dec 12, '75, PHI @ LAL",24,1,21,105,8,26,,,10,16,13,28,3,6,5,,32,26,.308,,.625,5.0,1.2,1.3,0.1,0.3,0.2,1975-76
Bob Bigelow,"Oct 23, '75, KCK @ WSB",22,1,31,163,16,47,,,24,33,9,29,9,4,1,,18,56,.340,,.727,5.3,1.8,0.9,0.3,0.1,0.0,1975-76
Tom Boswell,"Oct 24, '75, BOS vs. HOU",22,1,35,275,41,93,,,14,24,26,71,16,2,1,,70,96,.441,,.583,7.9,2.7,2.0,0.5,0.1,0.0,1975-76
Junior Bridgeman,"Oct 25, '75, MIL vs. CHI",22,1,81,1646,286,651,,,128,161,113,294,157,52,21,,235,700,.439,,.795,20.3,8.6,3.6,1.9,0.6,0.3,1975-76
Joe Bryant,"Oct 24, '75, PHI @ CHI",21,1,75,1203,233,552,,,92,147,97,278,61,44,23,,165,558,.422,,.626,16.0,7.4,3.7,0.8,0.6,0.3,1975-76
Al Carlson,"Oct 24, '75, SEA vs. POR",24,1,28,279,27,79,,,18,29,30,73,13,7,11,,39,72,.342,,.621,10.0,2.6,2.6,0.5,0.3,0.4,1975-76
Jim Creighton,"Oct 23, '75, ATL vs. NOJ",25,1,32,172,12,43,,,7,16,13,45,4,2,9,,23,31,.279,,.438,5.4,1.0,1.4,0.1,0.1,0.3,1975-76
Darryl Dawkins,"Oct 27, '75, PHI vs. LAL",19,1,37,165,41,82,,,8,24,15,49,3,2,9,,40,90,.500,,.333,4.5,2.4,1.3,0.1,0.1,0.2,1975-76
