Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Antonio McDyess,"Nov 3, '95, DEN @ LAL",21,1,76,2280,427,881,0,4,166,243,229,572,75,54,114,154,250,1020,.485,.000,.683,30.0,13.4,7.5,1.0,0.7,1.5,1995-96
Loren Meyer,"Nov 3, '95, DAL @ SAS",23,1,72,1266,145,330,3,11,70,102,114,319,57,20,32,67,224,363,.439,.273,.686,17.6,5.0,4.4,0.8,0.3,0.4,1995-96
Lawrence Moten,"Nov 3, '95, VAN @ POR",23,1,44,573,112,247,18,55,49,75,36,61,50,29,8,44,54,291,.453,.327,.653,13.0,6.6,1.4,1.1,0.7,0.2,1995-96
Todd Mundt,"Nov 4, '95, ATL vs. ORL",25,1,33,151,16,41,0,0,5,8,11,28,3,2,5,3,29,37,.390,,.625,4.6,1.1,0.8,0.1,0.1,0.2,1995-96
Howard Nathan,"Nov 4, '95, ATL vs. ORL",24,1,5,15,5,9,0,1,3,4,0,0,2,3,0,8,2,13,.556,.000,.750,3.0,2.6,0.0,0.4,0.6,0.0,1995-96
Ed O'Bannon,"Nov 3, '95, NJN @ TOR",23,1,64,1253,156,400,10,56,77,108,65,168,63,44,11,62,95,399,.390,.179,.713,19.6,6.2,2.6,1.0,0.7,0.2,1995-96
Greg Ostertag,"Nov 3, '95, UTA vs. SEA",22,1,57,661,86,182,0,0,36,54,57,175,5,5,63,25,91,208,.473,,.667,11.6,3.6,3.1,0.1,0.1,1.1,1995-96
Cherokee Parks,"Nov 3, '95, DAL @ SAS",23,1,64,869,101,247,7,26,41,62,66,216,29,25,32,31,100,250,.409,.269,.661,13.6,3.9,3.4,0.5,0.4,0.5,1995-96
Theo Ratliff,"Nov 3, '95, DET vs. NYK",22,1,75,1305,128,230,0,1,85,120,110,297,13,16,116,56,144,341,.557,.000,.708,17.4,4.5,4.0,0.2,0.2,1.5,1995-96
Bryant Reeves,"Nov 3, '95, VAN @ POR",22,1,77,2460,401,877,0,3,219,299,178,570,109,43,55,157,226,1021,.457,.000,.732,31.9,13.3,7.4,1.4,0.6,0.7,1995-96
Don Reid,"Nov 4, '95, DET @ WSB",22,1,69,997,106,187,0,0,51,77,78,203,11,47,40,41,199,263,.567,,.662,14.4,3.8,2.9,0.2,0.7,0.6,1995-96
Terrence Rencher,"Nov 4, '95, MIA vs. CLE",22,1,36,405,33,100,9,29,31,46,9,44,54,16,2,43,37,106,.330,.310,.674,11.3,2.9,1.2,1.5,0.4,0.1,1995-96
Shawn Respert,"Nov 4, '95, MIL vs. NYK",23,1,62,845,113,292,42,122,35,42,28,74,68,32,4,42,67,303,.387,.344,.833,13.6,4.9,1.2,1.1,0.5,0.1,1995-96
Lou Roe,"Nov 3, '95, DET vs. NYK",23,1,49,372,32,90,2,9,24,32,30,78,15,10,8,17,42,90,.356,.222,.750,7.6,1.8,1.6,0.3,0.2,0.2,1995-96
Stefano Rusconi,"Nov 12, '95, PHO vs. GSW",27,1,7,30,3,9,0,0,2,5,3,6,3,0,2,3,10,8,.333,,.400,4.3,1.1,0.9,0.4,0.0,0.3,1995-96
Arvydas Sabonis*,"Nov 3, '95, POR vs. VAN",31,1,73,1735,394,723,39,104,231,305,147,588,130,64,78,154,211,1058,.545,.375,.757,23.8,14.5,8.1,1.8,0.9,1.1,1995-96
Joe Smith,"Nov 3, '95, GSW @ HOU",20,1,82,2821,469,1024,10,28,303,392,300,717,79,85,134,138,224,1251,.458,.357,.773,34.4,15.3,8.7,1.0,1.0,1.6,1995-96
Eric Snow,"Nov 3, '95, SEA @ UTA",22,1,43,389,42,100,2,10,29,49,9,43,73,28,0,38,53,115,.420,.200,.592,9.0,2.7,1.0,1.7,0.7,0.0,1995-96
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1995-96
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1995-96
Jerry Stackhouse,"Nov 3, '95, PHI vs. WSB",21,1,72,2701,452,1091,93,292,387,518,90,265,278,76,79,252,179,1384,.414,.318,.747,37.5,19.2,3.7,3.9,1.1,1.1,1995-96
Damon Stoudamire,"Nov 3, '95, TOR vs. NJN",22,1,70,2865,481,1129,133,337,236,296,59,281,653,98,19,267,166,1331,.426,.395,.797,40.9,19.0,4.0,9.3,1.4,0.3,1995-96
Bob Sura,"Nov 3, '95, CLE @ ORL",22,1,79,1150,148,360,27,78,99,141,34,135,233,56,21,115,126,422,.411,.346,.702,14.6,5.3,1.7,2.9,0.7,0.3,1995-96
Larry Sykes,"Nov 15, '95, BOS vs. UTA",22,1,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,,,,2.0,0.0,2.0,0.0,0.0,0.0,1995-96
Kurt Thomas,"Nov 4, '95, MIA vs. CLE",23,1,74,1655,274,547,0,2,118,178,122,439,46,47,36,98,271,666,.501,.000,.663,22.4,9.0,5.9,0.6,0.6,0.5,1995-96
Gary Trent,"Nov 3, '95, POR vs. VAN",21,1,69,1219,220,429,0,9,78,141,84,238,50,25,11,92,116,518,.513,.000,.553,17.7,7.5,3.4,0.7,0.4,0.2,1995-96
Logan Vander Velden,"Nov 5, '95, LAC @ SAC",24,1,15,31,3,14,0,5,3,4,1,6,1,0,0,0,4,9,.214,.000,.750,2.1,0.6,0.4,0.1,0.0,0.0,1995-96
David Vaughn,"Nov 4, '95, ORL @ ATL",22,1,33,266,27,80,0,1,10,18,33,80,8,6,15,18,68,64,.338,.000,.556,8.1,1.9,2.4,0.2,0.2,0.5,1995-96
Rasheed Wallace,"Nov 3, '95, WSB @ PHI",21,1,65,1788,275,565,27,82,78,120,93,303,85,42,54,103,206,655,.487,.329,.650,27.5,10.1,4.7,1.3,0.6,0.8,1995-96
Jeff Webster,"Nov 3, '95, WSB @ PHI",24,1,11,58,8,23,2,6,0,0,2,7,3,4,0,3,7,18,.348,.333,,5.3,1.6,0.6,0.3,0.4,0.0,1995-96
Dwayne Whitfield,"Feb 27, '96, TOR @ HOU",23,1,8,122,13,30,0,0,14,22,9,25,2,3,2,8,14,40,.433,,.636,15.3,5.0,3.1,0.3,0.4,0.3,1995-96
Eric Williams,"Nov 3, '95, BOS vs. MIL",23,1,64,1470,241,546,3,10,200,298,92,217,70,56,11,88,147,685,.441,.300,.671,23.0,10.7,3.4,1.1,0.9,0.2,1995-96
Corliss Williamson,"Dec 10, '95, SAC vs. MIA",22,1,53,609,125,268,0,3,47,84,56,114,23,11,9,76,115,297,.466,.000,.560,11.5,5.6,2.2,0.4,0.2,0.2,1995-96
George ZÃ­dek,"Nov 3, '95, CHH @ CHI",22,1,71,888,105,248,0,0,71,93,69,183,16,9,7,38,170,281,.423,,.763,12.5,4.0,2.6,0.2,0.1,0.1,1995-96
