Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
James Bailey,"Oct 14, '79, SEA @ SDC",22,1,67,726,122,271,0,0,68,101,71,197,28,21,54,79,116,312,.450,,.673,10.8,4.7,2.9,0.4,0.3,0.8,1979-80
Billy Ray Bates,"Feb 23, '80, POR @ DET",23,1,16,235,72,146,8,19,28,39,13,29,31,14,2,20,26,180,.493,.421,.718,14.7,11.3,1.8,1.9,0.9,0.1,1979-80
Larry Bird*,"Oct 12, '79, BOS vs. HOU",23,1,82,2955,693,1463,58,143,301,360,216,852,370,143,53,263,279,1745,.474,.406,.836,36.0,21.3,10.4,4.5,1.7,0.6,1979-80
Lawrence Boston,"Mar 2, '80, WSB vs. IND",23,1,13,125,24,52,0,0,8,13,19,39,2,4,2,8,25,56,.462,,.615,9.6,4.3,3.0,0.2,0.3,0.2,1979-80
Dudley Bradley,"Oct 12, '79, IND @ DET",22,1,82,2027,275,609,2,5,136,174,69,223,252,211,48,166,194,688,.452,.400,.782,24.7,8.4,2.7,3.1,2.6,0.6,1979-80
Bill Cartwright,"Oct 12, '79, NYK @ ATL",22,1,82,3150,665,1215,0,0,451,566,194,726,165,48,101,222,279,1781,.547,,.797,38.4,21.7,8.9,2.0,0.6,1.2,1979-80
Jeff Cook,"Oct 12, '79, PHO vs. GSW",23,1,66,904,129,275,0,3,104,129,90,241,84,28,18,71,102,362,.469,.000,.806,13.7,5.5,3.7,1.3,0.4,0.3,1979-80
Hollis Copeland,"Oct 12, '79, NYK @ ATL",24,1,75,1142,182,368,0,2,63,86,70,156,80,61,25,84,154,427,.495,.000,.733,15.2,5.7,2.1,1.1,0.8,0.3,1979-80
John Coughran,"Oct 12, '79, GSW @ PHO",28,1,24,160,29,81,2,9,8,14,2,19,12,7,1,13,24,68,.358,.222,.571,6.7,2.8,0.8,0.5,0.3,0.0,1979-80
Terry Crosby,"Nov 13, '79, KCK vs. PHI",23,1,4,28,2,4,0,0,2,2,0,1,7,0,0,5,4,6,.500,,1.000,7.0,1.5,0.3,1.8,0.0,0.0,1979-80
