Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Jack Foley,"Dec 26, '62, BOS vs. SFW",23,1,11,83,20,51,,,13,15,,16,5,,,,8,53,.392,,.867,7.5,4.8,1.5,0.5,,,1962-63
Dave Gunther,"Oct 23, '62, SFW vs. DET",25,1,1,5,1,2,,,0,0,,3,3,,,,1,2,.500,,,5.0,2.0,3.0,3.0,,,1962-63
Charlie Hardnett,"Oct 16, '62, CHZ @ NYK",24,1,78,1657,301,683,,,225,349,,602,74,,,,225,827,.441,,.645,21.2,10.6,7.7,0.9,,,1962-63
John Havlicek*,"Oct 20, '62, BOS vs. NYK",22,1,80,2200,483,1085,,,174,239,,534,179,,,,189,1140,.445,,.728,27.5,14.3,6.7,2.2,,,1962-63
Wayne Hightower,"Oct 23, '62, SFW vs. DET",23,1,66,1387,192,548,,,105,157,,354,51,,,,181,489,.350,,.669,21.0,7.4,5.4,0.8,,,1962-63
Paul Hogue,"Oct 16, '62, NYK vs. CHZ",22,1,50,1340,152,419,,,79,174,,430,42,,,,220,383,.363,,.454,26.8,7.7,8.6,0.8,,,1962-63
Kevin Loughery,"Oct 16, '62, DET @ LAL",22,1,57,845,146,397,,,71,100,,109,104,,,,135,363,.368,,.710,14.8,6.4,1.9,1.8,,,1962-63
Billy McGill,"Oct 24, '62, CHZ vs. LAL",23,1,60,590,181,353,,,80,119,,161,38,,,,118,442,.513,,.672,9.8,7.4,2.7,0.6,,,1962-63
Porter Meriwether,"Oct 23, '62, SYR @ NYK",22,1,31,268,48,122,,,23,33,,29,43,,,,19,119,.393,,.697,8.6,3.8,0.9,1.4,,,1962-63
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1962-63
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1962-63
Howie Montgomery,"Oct 23, '62, SFW vs. DET",22,1,20,364,65,153,,,14,23,,69,21,,,,35,144,.425,,.609,18.2,7.2,3.5,1.1,,,1962-63
Don Nelson*,"Oct 16, '62, CHZ @ NYK",22,1,62,1071,129,293,,,161,221,,279,72,,,,136,419,.440,,.729,17.3,6.8,4.5,1.2,,,1962-63
Mel Nowell,"Oct 16, '62, CHZ @ NYK",23,1,39,589,92,237,,,48,66,,67,84,,,,86,232,.388,,.727,15.1,5.9,1.7,2.2,,,1962-63
Bud Olsen,"Oct 24, '62, CIN @ STL",22,1,52,373,43,133,,,27,39,,105,42,,,,78,113,.323,,.692,7.2,2.2,2.0,0.8,,,1962-63
John Rudometkin,"Oct 19, '62, NYK vs. LAL",22,1,56,572,108,307,,,73,95,,149,30,,,,58,289,.352,,.768,10.2,5.2,2.7,0.5,,,1962-63
Jeff Slade,"Oct 23, '62, CHZ @ STL",21,1,3,20,2,5,,,0,1,,7,0,,,,3,4,.400,,.000,6.7,1.3,2.3,0.0,,,1962-63
Tom Stith,"Nov 13, '62, NYK vs. BOS",24,1,25,209,37,110,,,3,10,,39,18,,,,23,77,.336,,.300,8.4,3.1,1.6,0.7,,,1962-63
Dan Swartz,"Oct 20, '62, BOS vs. NYK",28,1,39,335,57,150,,,61,72,,88,21,,,,92,175,.380,,.847,8.6,4.5,2.3,0.5,,,1962-63
Dan Tieman,"Oct 24, '62, CIN @ STL",22,1,29,176,15,57,,,4,10,,22,27,,,,18,34,.263,,.400,6.1,1.2,0.8,0.9,,,1962-63
Gene Tormohlen,"Jan 9, '63, STL @ NYK",25,1,7,47,5,10,,,2,10,,15,5,,,,11,12,.500,,.200,6.7,1.7,2.1,0.7,,,1962-63
Chico Vaughn,"Oct 20, '62, STL vs. DET",22,1,77,1845,295,708,,,188,261,,258,252,,,,201,778,.417,,.720,24.0,10.1,3.4,3.3,,,1962-63
Chet Walker*,"Oct 20, '62, SYR vs. LAL",22,1,78,1992,352,751,,,253,362,,561,83,,,,220,957,.469,,.699,25.5,12.3,7.2,1.1,,,1962-63
Ben Warley,"Jan 22, '63, SYR @ STL",26,1,26,206,50,111,,,25,35,,86,4,,,,42,125,.450,,.714,7.9,4.8,3.3,0.2,,,1962-63
Ralph Wells,"Oct 26, '62, CHZ @ SYR",22,1,3,48,1,7,,,0,7,,6,7,,,,6,2,.143,,.000,16.0,0.7,2.0,2.3,,,1962-63
Hubie White,"Oct 23, '62, SFW vs. DET",23,1,29,271,40,111,,,12,18,,35,28,,,,47,92,.360,,.667,9.3,3.2,1.2,1.0,,,1962-63
Gene Wiley,"Oct 16, '62, LAL @ DET",25,1,75,1488,109,236,,,23,68,,504,40,,,,180,241,.462,,.338,19.8,3.2,6.7,0.5,,,1962-63
