Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Andrew Funk,"Mar 14, '24, CHI vs. LAC",24,1,5,13,0,4,0,3,0,0,0,0,0,1,1,0,0,0,.000,.000,,2.6,0.0,0.0,0.0,0.2,0.2,2023-24,NBA
Kaiser Gates,"Oct 30, '23, NOP vs. GSW",27,1,1,7,0,4,0,2,0,0,0,1,0,0,0,0,0,0,.000,.000,,7.0,0.0,1.0,0.0,0.0,0.0,2023-24,NBA
Keyonte George,"Oct 25, '23, UTA vs. SAC",20,1,75,2023,319,815,147,440,189,223,15,211,332,36,7,188,91,974,.391,.334,.848,27.0,13.0,2.8,4.4,0.5,0.1,2023-24,NBA
Collin Gillespie,"Oct 24, '23, DEN vs. LAL",24,1,24,225,32,69,15,38,8,12,1,21,27,13,0,14,24,87,.464,.395,.667,9.4,3.6,0.9,1.1,0.5,0.0,2023-24,NBA
Mouhamadou Gueye,"Feb 12, '24, TOR vs. SAS",25,1,11,120,11,38,0,3,4,9,12,23,5,3,18,12,15,26,.289,.000,.444,10.9,2.4,2.1,0.5,0.3,1.6,2023-24,NBA
Mouhamed Gueye,"Oct 29, '23, ATL @ MIL",21,1,6,73,8,23,3,9,5,6,10,22,4,5,4,1,13,24,.348,.333,.833,12.2,4.0,3.7,0.7,0.8,0.7,2023-24,NBA
Jordan Hawkins,"Oct 25, '23, NOP @ MEM",21,1,67,1160,174,456,109,298,67,80,29,148,70,19,7,40,72,524,.382,.366,.838,17.3,7.8,2.2,1.0,0.3,0.1,2023-24,NBA
Scoot Henderson,"Oct 25, '23, POR @ LAC",19,1,62,1765,307,797,87,268,167,204,53,194,336,48,13,212,195,868,.385,.325,.819,28.5,14.0,3.1,5.4,0.8,0.2,2023-24,NBA
Taylor Hendricks,"Oct 25, '23, UTA vs. SAC",20,1,40,856,108,240,53,140,23,29,46,185,32,28,30,27,77,292,.450,.379,.793,21.4,7.3,4.6,0.8,0.7,0.8,2023-24,NBA
D'Moi Hodge,"Nov 4, '23, LAL @ ORL",25,1,7,41,5,15,3,12,1,2,0,0,5,1,1,1,4,14,.333,.250,.500,5.9,2.0,0.0,0.7,0.1,0.1,2023-24,NBA
Chet Holmgren,"Oct 25, '23, OKC @ CHI",21,1,82,2413,505,953,129,349,218,275,129,648,200,53,190,131,197,1357,.530,.370,.793,29.4,16.5,7.9,2.4,0.6,2.3,2023-24,NBA
Jalen Hood-Schifino,"Nov 27, '23, LAL @ PHI",20,1,21,109,10,45,2,15,12,20,2,13,8,3,2,9,13,34,.222,.133,.600,5.2,1.6,0.6,0.4,0.1,0.1,2023-24,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2023-24,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2023-24,NBA
Jett Howard,"Oct 25, '23, ORL vs. HOU",20,1,18,67,10,30,7,25,2,4,1,7,6,2,2,3,4,29,.333,.280,.500,3.7,1.6,0.4,0.3,0.1,0.1,2023-24,NBA
Matthew Hurt,"Jan 29, '24, MEM vs. SAC",23,1,8,113,12,34,5,20,3,3,9,16,4,3,3,2,8,32,.353,.250,1.000,14.1,4.0,2.0,0.5,0.4,0.4,2023-24,NBA
Andre Jackson Jr.,"Oct 29, '23, MIL vs. ATL",22,1,57,572,50,100,17,46,8,11,43,113,50,16,6,28,92,125,.500,.370,.727,10.0,2.2,2.0,0.9,0.3,0.1,2023-24,NBA
GG Jackson II,"Oct 30, '23, MEM vs. DAL",19,1,48,1233,241,563,102,286,115,153,53,196,59,28,24,65,64,699,.428,.357,.752,25.7,14.6,4.1,1.2,0.6,0.5,2023-24,NBA
Trayce Jackson-Davis,"Oct 27, '23, GSW @ SAC",23,1,68,1130,233,332,0,1,74,132,135,341,82,29,76,49,108,540,.702,.000,.561,16.6,7.9,5.0,1.2,0.4,1.1,2023-24,NBA
Jaime Jaquez Jr.,"Oct 25, '23, MIA vs. DET",22,1,75,2113,341,697,65,202,142,175,82,285,195,77,20,110,167,889,.489,.322,.811,28.2,11.9,3.8,2.6,1.0,0.3,2023-24,NBA
Trey Jemison,"Jan 24, '24, WAS vs. MIN",24,1,25,573,75,136,0,0,21,25,64,134,27,12,28,34,69,171,.551,,.840,22.9,6.8,5.4,1.1,0.5,1.1,2023-24,NBA
Keyontae Johnson,"Oct 29, '23, OKC vs. DEN",23,1,9,66,5,16,1,3,0,0,4,10,4,1,0,4,5,11,.313,.333,,7.3,1.2,1.1,0.4,0.1,0.0,2023-24,NBA
Colby Jones,"Oct 25, '23, SAC @ UTA",21,1,30,192,28,71,2,22,6,11,17,40,20,7,5,10,29,64,.394,.091,.545,6.4,2.1,1.3,0.7,0.2,0.2,2023-24,NBA
Maxwell Lewis,"Oct 24, '23, LAL @ DEN",21,1,34,103,4,21,1,9,2,3,2,4,6,2,1,10,5,11,.190,.111,.667,3.0,0.3,0.1,0.2,0.1,0.0,2023-24,NBA
E.J. Liddell,"Oct 28, '23, NOP vs. NYK",23,1,8,23,1,6,0,5,2,2,0,5,1,2,2,2,2,4,.167,.000,1.000,2.9,0.5,0.6,0.1,0.3,0.3,2023-24,NBA
Dereck Lively II,"Oct 25, '23, DAL @ SAS",19,1,55,1294,221,296,0,2,41,81,135,378,60,36,77,50,144,483,.747,.000,.506,23.5,8.8,6.9,1.1,0.7,1.4,2023-24,NBA
Chris Livingston,"Nov 1, '23, MIL @ TOR",20,1,21,90,11,22,1,5,3,4,3,21,5,2,0,5,15,26,.500,.200,.750,4.3,1.2,1.0,0.2,0.1,0.0,2023-24,NBA
Seth Lundy,"Dec 15, '23, ATL @ TOR",23,1,9,52,4,17,3,13,3,4,1,7,0,0,0,1,6,14,.235,.231,.750,5.8,1.6,0.8,0.0,0.0,0.0,2023-24,NBA
Nathan Mensah,"Dec 15, '23, CHO vs. NOP",25,1,25,307,12,28,0,0,9,12,29,65,9,6,14,14,64,33,.429,,.750,12.3,1.3,2.6,0.4,0.2,0.6,2023-24,NBA
Vasilije MiciÄ,"Oct 27, '23, OKC @ CLE",30,1,60,1176,159,370,43,154,61,75,14,88,262,31,7,99,68,422,.430,.279,.813,19.6,7.0,1.5,4.4,0.5,0.1,2023-24,NBA
Brandon Miller,"Oct 25, '23, CHO vs. ATL",21,1,74,2383,476,1083,184,493,143,173,60,315,175,66,42,132,184,1279,.440,.373,.827,32.2,17.3,4.3,2.4,0.9,0.6,2023-24,NBA
Jordan Miller,"Oct 25, '23, LAC vs. POR",24,1,8,28,5,9,1,2,2,2,3,5,0,0,0,1,2,13,.556,.500,1.000,3.5,1.6,0.6,0.0,0.0,0.0,2023-24,NBA
Leonard Miller,"Oct 28, '23, MIN vs. MIA",20,1,17,52,13,20,2,5,1,2,5,20,8,2,1,1,5,29,.650,.400,.500,3.1,1.7,1.2,0.5,0.1,0.1,2023-24,NBA
Dariq Whitehead,"Nov 25, '23, BRK vs. MIA",19,1,2,24,1,5,0,3,1,2,0,4,3,0,1,0,0,3,.200,.000,.500,12.0,1.5,2.0,1.5,0.0,0.5,2023-24,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2023-24,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2023-24,NBA
Taze Moore,"Jan 21, '24, POR @ LAL",25,1,4,40,8,19,1,7,1,2,4,8,5,2,0,3,4,18,.421,.143,.500,10.0,4.5,2.0,1.3,0.5,0.0,2023-24,NBA
Kris Murray,"Oct 25, '23, POR @ LAC",23,1,62,1348,145,366,49,183,37,56,85,224,80,53,21,55,92,376,.396,.268,.661,21.7,6.1,3.6,1.3,0.9,0.3,2023-24,NBA
Pete Nance,"Jan 20, '24, CLE @ ATL",23,1,8,27,1,6,1,1,0,2,0,3,0,1,0,1,2,3,.167,1.000,.000,3.4,0.4,0.4,0.0,0.1,0.0,2023-24,NBA
Markquis Nowell,"Nov 15, '23, TOR vs. MIL",24,1,1,4,0,1,0,0,2,2,2,2,2,1,0,0,0,2,.000,,1.000,4.0,2.0,2.0,2.0,1.0,0.0,2023-24,NBA
MÃ£ozinha Pereira,"Mar 20, '24, MEM @ GSW",23,1,7,122,18,35,5,13,7,10,11,37,2,6,4,5,10,48,.514,.385,.700,17.4,6.9,5.3,0.3,0.9,0.6,2023-24,NBA
Drew Peterson,"Dec 23, '23, BOS @ LAC",24,1,3,23,4,6,3,5,0,0,0,1,1,2,0,1,1,11,.667,.600,,7.7,3.7,0.3,0.3,0.7,0.0,2023-24,NBA
Filip PetruÅ¡ev,"Oct 29, '23, PHI vs. POR",23,1,3,10,1,2,0,0,1,2,0,1,0,0,0,0,1,3,.500,,.500,3.3,1.0,0.3,0.0,0.0,0.0,2023-24,NBA
Julian Phillips,"Oct 25, '23, CHI vs. OKC",20,1,40,323,32,77,12,38,13,19,12,36,13,7,7,10,40,89,.416,.316,.684,8.1,2.2,0.9,0.3,0.2,0.2,2023-24,NBA
Jalen Pickett,"Oct 24, '23, DEN vs. LAL",24,1,27,122,15,35,9,25,3,4,1,14,21,4,0,9,13,42,.429,.360,.750,4.5,1.6,0.5,0.8,0.1,0.0,2023-24,NBA
Brandin Podziemski,"Oct 30, '23, GSW @ NOP",20,1,74,1968,271,597,90,234,50,79,118,427,273,61,14,88,122,682,.454,.385,.633,26.6,9.2,5.8,3.7,0.8,0.2,2023-24,NBA
Craig Porter Jr.,"Oct 28, '23, CLE vs. IND",23,1,51,649,116,228,12,34,41,56,21,109,118,21,15,45,40,285,.509,.353,.732,12.7,5.6,2.1,2.3,0.4,0.3,2023-24,NBA
Olivier-Maxence Prosper,"Nov 3, '23, DAL @ DEN",21,1,40,336,40,104,13,45,28,41,25,79,22,7,4,8,20,121,.385,.289,.683,8.4,3.0,2.0,0.6,0.2,0.1,2023-24,NBA
Duop Reath,"Nov 12, '23, POR @ LAL",27,1,68,1214,230,499,88,245,69,93,93,250,67,33,38,52,161,617,.461,.359,.742,17.9,9.1,3.7,1.0,0.5,0.6,2023-24,NBA
Rayan Rupert,"Oct 25, '23, POR @ LAC",19,1,39,633,54,161,28,78,19,25,24,92,62,12,3,31,56,155,.335,.359,.760,16.2,4.0,2.4,1.6,0.3,0.1,2023-24,NBA
Jermaine Samuels,"Oct 25, '23, HOU @ ORL",25,1,14,60,9,14,0,2,2,2,3,13,3,1,2,0,5,20,.643,.000,1.000,4.3,1.4,0.9,0.2,0.1,0.1,2023-24,NBA
Adama Sanogo,"Dec 28, '23, CHI vs. IND",21,1,9,66,14,27,0,0,8,12,19,36,0,1,0,5,5,36,.519,,.667,7.3,4.0,4.0,0.0,0.1,0.0,2023-24,NBA
Gui Santos,"Nov 16, '23, GSW vs. OKC",21,1,23,192,28,55,10,27,16,17,17,49,14,4,2,7,23,82,.509,.370,.941,8.3,3.6,2.1,0.6,0.2,0.1,2023-24,NBA
Marcus Sasser,"Oct 25, '23, DET @ MIA",23,1,71,1351,219,512,90,240,58,66,11,125,236,44,12,90,103,586,.428,.375,.879,19.0,8.3,1.8,3.3,0.6,0.2,2023-24,NBA
Brice Sensabaugh,"Oct 25, '23, UTA vs. SAC",20,1,32,584,85,218,34,115,37,41,16,102,55,13,6,47,43,241,.390,.296,.902,18.3,7.5,3.2,1.7,0.4,0.2,2023-24,NBA
Ben Sheppard,"Oct 25, '23, IND vs. WAS",22,1,57,814,90,229,49,156,23,26,15,89,53,33,2,15,88,252,.393,.314,.885,14.3,4.4,1.6,0.9,0.6,0.0,2023-24,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2023-24,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2023-24,NBA
Dmytro Skapintsev,"Dec 23, '23, NYK vs. MIL",25,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.0,0.0,0.0,0.0,0.0,0.0,2023-24,NBA
Jalen Slawson,"Nov 15, '23, SAC @ LAL",24,1,12,37,4,6,0,2,0,0,1,7,2,1,1,2,8,8,.667,.000,,3.1,0.7,0.6,0.2,0.1,0.1,2023-24,NBA
Nick Smith Jr.,"Oct 25, '23, CHO vs. ATL",19,1,51,729,113,289,63,146,13,15,18,72,59,10,7,39,55,302,.391,.432,.867,14.3,5.9,1.4,1.2,0.2,0.1,2023-24,NBA
Terquavion Smith,"Jan 19, '24, PHI @ ORL",21,1,16,84,18,46,13,35,3,5,0,4,12,8,0,7,8,52,.391,.371,.600,5.3,3.3,0.3,0.8,0.5,0.0,2023-24,NBA
Pat Spencer,"Feb 25, '24, GSW vs. DEN",27,1,6,26,2,4,0,2,0,0,2,4,5,0,0,1,1,4,.500,.000,,4.3,0.7,0.7,0.8,0.0,0.0,2023-24,NBA
Julian Strawther,"Oct 27, '23, DEN @ MEM",21,1,50,545,82,222,41,138,22,31,5,61,47,17,7,23,54,227,.369,.297,.710,10.9,4.5,1.2,0.9,0.3,0.1,2023-24,NBA
Amen Thompson,"Oct 25, '23, HOU @ ORL",21,1,62,1388,239,446,8,58,106,155,148,409,163,78,38,90,141,592,.536,.138,.684,22.4,9.5,6.6,2.6,1.3,0.6,2023-24,NBA
Ausar Thompson,"Oct 25, '23, DET @ MIA",21,1,63,1583,232,480,21,113,71,119,129,402,120,68,59,84,175,556,.483,.186,.597,25.1,8.8,6.4,1.9,1.1,0.9,2023-24,NBA
Jacob Toppin,"Dec 5, '23, NYK @ MIL",23,1,9,38,5,9,1,4,2,2,3,7,3,0,1,1,3,13,.556,.250,1.000,4.2,1.4,0.8,0.3,0.0,0.1,2023-24,NBA
Oscar Tshiebwe,"Dec 9, '23, IND @ LAL",24,1,8,42,10,20,0,0,6,8,8,16,2,2,1,0,3,26,.500,,.750,5.3,3.3,2.0,0.3,0.3,0.1,2023-24,NBA
Hunter Tyson,"Oct 29, '23, DEN @ OKC",23,1,18,48,8,20,4,14,0,0,1,9,2,1,0,2,10,20,.400,.286,,2.7,1.1,0.5,0.1,0.1,0.0,2023-24,NBA
Sasha Vezenkov,"Oct 25, '23, SAC @ UTA",28,1,42,511,84,191,45,120,12,15,30,96,19,20,7,12,42,225,.440,.375,.800,12.2,5.4,2.3,0.5,0.5,0.2,2023-24,NBA
Tristan Vukcevic,"Mar 23, '24, WAS vs. TOR",20,1,10,153,29,67,10,36,17,22,6,36,13,5,7,10,28,85,.433,.278,.773,15.3,8.5,3.6,1.3,0.5,0.7,2023-24,NBA
Jarace Walker,"Oct 25, '23, IND vs. WAS",20,1,33,340,45,110,22,55,8,9,12,63,40,15,11,17,29,120,.409,.400,.889,10.3,3.6,1.9,1.2,0.5,0.3,2023-24,NBA
Cason Wallace,"Oct 25, '23, OKC @ CHI",20,1,82,1692,217,442,98,234,29,37,52,187,120,76,37,45,129,561,.491,.419,.784,20.6,6.8,2.3,1.5,0.9,0.5,2023-24,NBA
Jordan Walsh,"Jan 17, '24, BOS vs. SAS",19,1,9,83,6,15,2,9,1,2,5,20,5,5,1,3,11,15,.400,.222,.500,9.2,1.7,2.2,0.6,0.6,0.1,2023-24,NBA
Victor Wembanyama,"Oct 25, '23, SAS vs. DAL",20,1,71,2106,551,1186,128,394,292,367,161,755,274,88,254,260,153,1522,.465,.325,.796,29.7,21.4,10.6,3.9,1.2,3.6,2023-24,NBA
Cam Whitmore,"Oct 25, '23, HOU @ ORL",19,1,47,880,212,467,79,220,76,112,44,180,33,30,17,46,64,579,.454,.359,.679,18.7,12.3,3.8,0.7,0.6,0.4,2023-24,NBA
Malik Williams,"Apr 3, '24, TOR @ MIN",25,1,7,107,9,34,1,5,0,2,15,38,2,3,4,3,15,19,.265,.200,.000,15.3,2.7,5.4,0.3,0.4,0.6,2023-24,NBA
Jalen Wilson,"Nov 1, '23, BRK @ MIA",23,1,43,664,76,179,24,74,38,46,47,131,45,11,4,19,48,214,.425,.324,.826,15.4,5.0,3.0,1.0,0.3,0.1,2023-24,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2023-24,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2023-24,NBA
Isaiah Wong,"Dec 9, '23, IND @ LAL",23,1,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,2,.333,.000,,4.0,2.0,0.0,0.0,0.0,0.0,2023-24,NBA
Caitlin Bickle,"Aug 16, '24, CON @ DAL",24,1,8,15,0,3,0,3,0,0,0,0,0,0,0,0,1,0,.000,.000,,1.9,0.0,0.0,0.0,0.0,0.0,2023-24,WNBA
Cameron Brink,"May 15, '24, LAS vs. ATL",22,1,15,330,41,103,10,31,21,25,18,80,25,16,34,34,60,113,.398,.323,.840,22.0,7.5,5.3,1.7,1.1,2.3,2023-24,WNBA
Jaelyn Brown,"May 15, '24, DAL vs. CHI",25,1,14,141,15,31,6,12,1,3,7,21,6,4,4,12,16,37,.484,.500,.333,10.1,2.6,1.5,0.4,0.3,0.3,2023-24,WNBA
Jakia Brown-Turner,"Jul 4, '24, WAS @ LVA",23,1,2,8,0,1,0,0,2,2,0,1,0,1,0,0,0,2,.000,,1.000,4.0,1.0,0.5,0.0,0.5,0.0,2023-24,WNBA
Kamilla Cardoso,"Jun 1, '24, CHI @ IND",23,1,32,876,126,242,0,0,61,84,96,254,54,17,46,49,101,313,.521,,.726,27.4,9.8,7.9,1.7,0.5,1.4,2023-24,WNBA
Jessika Carter,"Jun 19, '24, LVA vs. SEA",24,1,2,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,.000,,.000,2.0,0.0,0.0,0.0,0.0,0.0,2023-24,WNBA
Caitlin Clark,"May 14, '24, IND @ CON",22,1,40,1416,242,580,122,355,163,180,14,227,337,53,27,223,111,769,.417,.344,.906,35.4,19.2,5.7,8.4,1.3,0.7,2023-24,WNBA
Marquesha Davis,"May 16, '24, NYL @ IND",23,1,20,80,9,22,1,1,5,7,2,10,4,1,4,3,11,24,.409,1.000,.714,4.0,1.2,0.5,0.2,0.1,0.2,2023-24,WNBA
Aaliyah Edwards,"May 14, '24, WAS vs. NYL",21,1,34,741,103,210,0,7,52,80,48,191,48,25,27,50,91,258,.490,.000,.650,21.8,7.6,5.6,1.4,0.7,0.8,2023-24,WNBA
Olivia Ãpoupa,"May 17, '24, MIN vs. SEA",30,1,17,114,6,16,0,0,2,2,6,19,26,14,0,15,13,14,.375,,1.000,6.7,0.8,1.1,1.5,0.8,0.0,2023-24,WNBA
Dyaisha Fair,"May 25, '24, LVA vs. IND",22,1,1,4,0,2,0,1,0,0,0,0,2,0,0,0,0,0,.000,.000,,4.0,0.0,0.0,2.0,0.0,0.0,2023-24,WNBA
Leonie Fiebich,"May 14, '24, NYL @ WAS",24,1,40,837,97,203,55,127,18,25,39,121,70,38,7,41,88,267,.478,.433,.720,20.9,6.7,3.0,1.8,1.0,0.2,2023-24,WNBA
Rickea Jackson,"May 15, '24, LAS vs. ATL",23,1,40,1152,200,439,43,124,92,114,51,155,59,27,14,76,70,535,.456,.347,.807,28.8,13.4,3.9,1.5,0.7,0.4,2023-24,WNBA
Ezinne Kalu,"Sep 19, '24, ATL @ NYL",,1,1,13,1,3,0,1,1,1,0,1,0,1,0,0,4,3,.333,.000,1.000,13.0,3.0,1.0,0.0,1.0,0.0,2023-24,WNBA
Lou Lopez SÃ©nÃ©chal,"May 15, '24, DAL vs. CHI",26,1,27,125,10,34,3,15,2,4,3,11,10,3,0,6,13,25,.294,.200,.500,4.6,0.9,0.4,0.4,0.1,0.0,2023-24,WNBA
