Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Whitey Martin,"Oct 19, '61, NYK vs. CHP",22,1,66,1018,95,292,,,37,55,,158,115,,,,158,227,.325,,.673,15.4,3.4,2.4,1.7,,,1961-62
Tom Meschery,"Oct 19, '61, PHW @ LAL",23,1,80,2509,375,929,,,216,262,,729,145,,,,330,966,.404,,.824,31.4,12.1,9.1,1.8,,,1961-62
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1961-62
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1961-62
Paul Neumann,"Oct 21, '61, SYR vs. CHP",24,1,77,1265,172,401,,,133,172,,194,176,,,,203,477,.429,,.773,16.4,6.2,2.5,2.3,,,1961-62
Bevo Nordmann,"Oct 21, '61, CIN @ STL",22,1,58,344,51,126,,,29,57,,128,18,,,,81,131,.405,,.509,5.9,2.3,2.2,0.3,,,1961-62
Chuck Osborne,"Nov 3, '61, SYR vs. STL",23,1,4,21,1,8,,,3,4,,9,1,,,,3,5,.125,,.750,5.3,1.3,2.3,0.3,,,1961-62
Gary Phillips,"Oct 21, '61, BOS vs. DET",22,1,67,713,110,310,,,50,86,,107,64,,,,109,270,.355,,.581,10.6,4.0,1.6,1.0,,,1961-62
Frank Radovich,"Oct 21, '61, PHW vs. NYK",23,1,37,175,37,93,,,13,26,,51,4,,,,27,87,.398,,.500,4.7,2.4,1.4,0.1,,,1961-62
Ray Scott,"Oct 21, '61, DET @ BOS",23,1,75,2087,370,956,,,255,388,,865,132,,,,232,995,.387,,.657,27.8,13.3,11.5,1.8,,,1961-62
Lee Shaffer,"Oct 21, '61, SYR vs. CHP",22,1,75,2083,514,1180,,,239,310,,511,99,,,,266,1267,.436,,.771,27.8,16.9,6.8,1.3,,,1961-62
Bob Sims,"Oct 19, '61, LAL @ PHW",23,1,65,1345,193,491,,,123,216,,183,154,,,,187,509,.393,,.569,20.7,7.8,2.8,2.4,,,1961-62
Adrian Smith,"Oct 21, '61, CIN @ STL",25,1,80,1462,202,499,,,172,222,,151,167,,,,101,576,.405,,.775,18.3,7.2,1.9,2.1,,,1961-62
Bill Smith,"Oct 19, '61, NYK vs. CHP",22,1,9,83,8,33,,,7,8,,16,7,,,,6,23,.242,,.875,9.2,2.6,1.8,0.8,,,1961-62
Sam Stith,"Oct 19, '61, NYK vs. CHP",24,1,32,440,59,162,,,23,38,,51,60,,,,55,141,.364,,.605,13.8,4.4,1.6,1.9,,,1961-62
Jack Turner,"Oct 19, '61, CHP @ NYK",22,1,42,567,84,221,,,32,42,,85,44,,,,51,200,.380,,.762,13.5,4.8,2.0,1.0,,,1961-62
Horace Walker,"Oct 19, '61, CHP @ NYK",24,1,65,1331,149,439,,,140,193,,466,69,,,,194,438,.339,,.725,20.5,6.7,7.2,1.1,,,1961-62
Bob Wiesenhahn,"Oct 21, '61, CIN @ STL",23,1,60,326,51,161,,,17,30,,112,23,,,,50,119,.317,,.567,5.4,2.0,1.9,0.4,,,1961-62
Wayne Yates,"Oct 27, '61, LAL vs. DET",24,1,37,263,31,105,,,10,22,,94,16,,,,72,72,.295,,.455,7.1,1.9,2.5,0.4,,,1961-62
Dave Zeller,"Oct 29, '61, CIN vs. SYR",22,1,61,278,36,102,,,18,24,,27,58,,,,37,90,.353,,.750,4.6,1.5,0.4,1.0,,,1961-62
