Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Chris Herren,"Nov 14, '99, DEN @ SAC",24,1,45,597,45,124,24,67,27,40,12,52,111,15,2,42,74,141,.363,.358,.675,13.3,3.1,1.2,2.5,0.3,0.0,1999-00,NBA
Derek Hood,"Nov 2, '99, CHH vs. ORL",23,1,2,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,.000,,,2.0,0.0,0.5,0.0,0.0,0.0,1999-00,NBA
Rick Hughes,"Nov 4, '99, DAL @ SEA",26,1,21,224,35,72,0,1,12,26,24,49,9,3,1,14,30,82,.486,.000,.462,10.7,3.9,2.3,0.4,0.1,0.0,1999-00,NBA
Jermaine Jackson,"Nov 13, '99, DET vs. SEA",23,1,7,73,1,11,0,1,5,8,1,11,4,3,0,7,7,7,.091,.000,.625,10.4,1.0,1.6,0.6,0.4,0.0,1999-00,NBA
Tim James,"Jan 25, '00, MIA vs. BOS",23,1,4,23,5,14,0,0,1,3,3,4,2,0,3,2,1,11,.357,,.333,5.8,2.8,1.0,0.5,0.0,0.8,1999-00,NBA
Harold Jamison,"Dec 3, '99, MIA @ BOS",23,1,12,74,7,20,0,0,4,18,16,21,4,2,1,4,17,18,.350,,.222,6.2,1.5,1.8,0.3,0.2,0.1,1999-00,NBA
DeMarco Johnson,"Nov 27, '99, NYK vs. ORL",24,1,5,37,3,9,0,0,0,0,3,7,0,1,0,3,5,6,.333,,,7.4,1.2,1.4,0.0,0.2,0.0,1999-00,NBA
Jumaine Jones,"Nov 2, '99, PHI @ SAS",20,1,33,138,22,58,2,4,11,18,16,38,5,6,5,14,10,57,.379,.500,.611,4.2,1.7,1.2,0.2,0.2,0.2,1999-00,NBA
Lari Ketner,"Nov 17, '99, CHI @ PHO",22,1,22,132,13,32,0,0,8,12,12,34,1,4,3,10,20,34,.406,,.667,6.0,1.5,1.5,0.0,0.2,0.1,1999-00,NBA
Trajan Langdon,"Nov 2, '99, CLE @ NYK",23,1,10,145,15,40,8,19,11,11,4,15,11,5,0,6,16,49,.375,.421,1.000,14.5,4.9,1.5,1.1,0.5,0.0,1999-00,NBA
Quincy Lewis,"Nov 2, '99, UTA vs. LAL",22,1,74,896,111,298,23,63,38,52,46,113,40,24,15,46,158,283,.372,.365,.731,12.1,3.8,1.5,0.5,0.3,0.2,1999-00,NBA
Todd MacCulloch,"Nov 2, '99, PHI @ SAS",24,1,56,528,89,161,0,0,28,54,48,146,13,11,37,26,94,206,.553,,.519,9.4,3.7,2.6,0.2,0.2,0.7,1999-00,NBA
Corey Maggette,"Nov 2, '99, ORL @ CHH",20,1,77,1370,224,469,2,11,196,261,123,303,61,24,26,138,169,646,.478,.182,.751,17.8,8.4,3.9,0.8,0.3,0.3,1999-00,NBA
Shawn Marion,"Nov 2, '99, PHO @ DEN",21,1,51,1260,222,471,4,22,72,85,105,332,69,38,53,51,113,520,.471,.182,.847,24.7,10.2,6.5,1.4,0.7,1.0,1999-00,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1999-00,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1999-00,NBA
Andre Miller,"Nov 2, '99, CLE @ NYK",23,1,82,2093,339,755,10,49,226,292,85,280,476,84,17,166,194,914,.449,.204,.774,25.5,11.1,3.4,5.8,1.0,0.2,1999-00,NBA
Jason Miskiri,"Nov 2, '99, CHH vs. ORL",24,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0,2,0,.000,.000,,3.0,0.0,0.0,1.0,0.0,0.0,1999-00,NBA
Lamar Odom,"Nov 2, '99, LAC vs. SEA",20,1,76,2767,449,1024,59,164,302,420,159,595,317,91,95,258,291,1259,.438,.360,.719,36.4,16.6,7.8,4.2,1.2,1.3,1999-00,NBA
Scott Padgett,"Nov 4, '99, UTA vs. HOU",23,1,47,432,44,140,13,44,19,27,24,88,25,14,8,22,55,120,.314,.295,.704,9.2,2.6,1.9,0.5,0.3,0.2,1999-00,NBA
Milt Palacio,"Nov 2, '99, VAN vs. POR",21,1,53,394,43,98,0,2,22,37,17,51,48,20,0,44,32,108,.439,.000,.595,7.4,2.0,1.0,0.9,0.4,0.0,1999-00,NBA
James Posey,"Nov 2, '99, DEN vs. PHO",23,1,81,2052,230,536,82,220,120,150,85,317,146,98,33,95,207,662,.429,.373,.800,25.3,8.2,3.9,1.8,1.2,0.4,1999-00,NBA
Laron Profit,"Nov 2, '99, WAS vs. ATL",22,1,33,225,21,59,3,17,4,10,2,26,25,7,4,19,26,49,.356,.176,.400,6.8,1.5,0.8,0.8,0.2,0.1,1999-00,NBA
Aleksandar Radojević,"Nov 2, '99, TOR vs. BOS",23,1,3,24,2,7,0,0,3,6,2,8,1,2,1,5,5,7,.286,,.500,8.0,2.3,2.7,0.3,0.7,0.3,1999-00,NBA
Ryan Robertson,"Apr 19, '00, SAC @ UTA",23,1,1,25,2,6,0,2,1,1,0,0,0,0,0,0,0,5,.333,.000,1.000,25.0,5.0,0.0,0.0,0.0,0.0,1999-00,NBA
Eddie Robinson,"Nov 2, '99, CHH vs. ORL",23,1,67,1112,212,386,0,4,47,64,54,184,32,48,25,39,67,471,.549,.000,.734,16.6,7.0,2.7,0.5,0.7,0.4,1999-00,NBA
Michael Ruffin,"Nov 3, '99, CHI vs. NYK",23,1,71,975,58,138,0,0,43,88,117,250,44,26,26,59,170,159,.420,,.489,13.7,2.2,3.5,0.6,0.4,0.4,1999-00,NBA
Wally Szczerbiak,"Nov 5, '99, MIN @ SAC",22,1,73,2171,342,669,28,78,133,161,89,272,201,58,23,83,175,845,.511,.359,.826,29.7,11.6,3.7,2.8,0.8,0.3,1999-00,NBA
Jason Terry,"Nov 2, '99, ATL @ WAS",22,1,81,1888,249,600,46,157,113,140,24,166,346,90,10,156,133,657,.415,.293,.807,23.3,8.1,2.0,4.3,1.1,0.1,1999-00,NBA
Jamel Thomas,"Dec 14, '99, BOS @ CLE",26,1,7,46,8,18,0,3,1,1,1,5,6,1,0,5,2,17,.444,.000,1.000,6.6,2.4,0.7,0.9,0.1,0.0,1999-00,NBA
Kenny Thomas,"Nov 2, '99, HOU vs. MIL",22,1,72,1797,212,531,32,122,138,209,147,437,113,54,22,112,167,594,.399,.262,.660,25.0,8.3,6.1,1.6,0.8,0.3,1999-00,NBA
Mirsad Türkcan,"Nov 19, '99, NYK @ PHO",23,1,17,90,14,38,0,6,5,8,13,33,5,3,1,8,14,33,.368,.000,.625,5.3,1.9,1.9,0.3,0.2,0.1,1999-00,NBA
Wayne Turner,"Nov 2, '99, BOS @ TOR",23,1,3,41,1,6,0,0,2,6,1,3,5,0,0,3,4,4,.167,,.333,13.7,1.3,1.0,1.7,0.0,0.0,1999-00,NBA
Dedric Willoughby,"Nov 5, '99, CHI vs. MIA",25,1,25,508,61,179,29,98,39,51,11,51,66,23,2,37,32,190,.341,.296,.765,20.3,7.6,2.0,2.6,0.9,0.1,1999-00,NBA
Metta World Peace,"Nov 3, '99, CHI vs. NYK",20,1,72,2238,309,759,60,191,188,279,62,308,202,119,39,166,159,866,.407,.314,.674,31.1,12.0,4.3,2.8,1.7,0.5,1999-00,NBA
Tim Young,"Nov 16, '99, GSW vs. CHI",23,1,25,137,13,39,0,0,28,36,13,35,5,2,1,9,18,54,.333,,.778,5.5,2.2,1.4,0.2,0.1,0.0,1999-00,NBA
Keisha Anderson,"May 31, '00, WAS vs. ORL",26,1,30,434,29,68,3,8,14,18,12,46,75,25,3,47,53,75,.426,.375,.778,14.5,2.5,1.5,2.5,0.8,0.1,1999-00,WNBA
Rhonda Banchero,"Jun 3, '00, SAC @ DET",27,1,9,21,2,7,0,2,2,4,2,3,1,0,0,2,3,6,.286,.000,.500,2.3,0.7,0.3,0.1,0.0,0.0,1999-00,WNBA
Jessica Bibby,"May 29, '00, NYL @ HOU",20,1,17,69,3,18,2,6,11,13,3,5,11,3,0,12,9,19,.167,.333,.846,4.1,1.1,0.3,0.6,0.2,0.0,1999-00,WNBA
Edwina Brown,"Jun 3, '00, DET vs. SAC",21,1,32,619,60,169,1,4,67,80,36,88,72,24,5,68,77,188,.355,.250,.838,19.3,5.9,2.8,2.3,0.8,0.2,1999-00,WNBA
Marla Brumfield,"May 31, '00, MIN vs. CLE",22,1,32,613,47,101,1,9,29,42,22,60,42,22,2,40,70,124,.465,.111,.690,19.2,3.9,1.9,1.3,0.7,0.1,1999-00,WNBA
Jamie Cassidy,"Jun 5, '00, MIA @ IND",21,1,22,175,20,55,4,8,30,43,7,23,9,5,2,13,17,74,.364,.500,.698,8.0,3.4,1.0,0.4,0.2,0.1,1999-00,WNBA
Michelle Cleary,"May 31, '00, PHO vs. NYL",25,1,24,509,14,45,10,30,19,27,12,37,77,34,2,14,36,59,.311,.333,.704,21.2,2.5,1.5,3.2,1.4,0.1,1999-00,WNBA
Stacy Clinesmith,"May 31, '00, SAC vs. SEA",22,1,26,285,20,57,12,41,14,17,7,30,49,12,1,25,19,66,.351,.293,.824,11.0,2.5,1.2,1.9,0.5,0.0,1999-00,WNBA
Sylvia Crawley,"May 31, '00, POR vs. HOU",27,1,31,930,143,298,0,2,71,102,64,185,34,29,24,88,96,357,.480,.000,.696,30.0,11.5,6.0,1.1,0.9,0.8,1999-00,WNBA
Beth Cunningham,"May 31, '00, WAS vs. ORL",25,1,21,198,17,68,9,37,16,19,4,21,12,2,0,12,23,59,.250,.243,.842,9.4,2.8,1.0,0.6,0.1,0.0,1999-00,WNBA
Grace Daley,"May 31, '00, MIN vs. CLE",22,1,30,577,57,147,17,56,42,65,32,72,57,12,0,50,49,173,.388,.304,.646,19.2,5.8,2.4,1.9,0.4,0.0,1999-00,WNBA
Helen Darling,"May 31, '00, CLE @ MIN",21,1,32,556,47,150,13,38,48,65,24,63,65,37,5,67,52,155,.313,.342,.738,17.4,4.8,2.0,2.0,1.2,0.2,1999-00,WNBA
Anna DeForge,"Jun 5, '00, DET @ MIN",24,1,27,433,51,126,18,56,25,32,9,47,47,27,4,33,34,145,.405,.321,.781,16.0,5.4,1.7,1.7,1.0,0.1,1999-00,WNBA
Keitha Dickerson,"May 31, '00, MIN vs. CLE",22,1,32,791,54,142,0,2,34,45,31,141,59,37,2,70,107,142,.380,.000,.756,24.7,4.4,4.4,1.8,1.2,0.1,1999-00,WNBA
Cintia dos Santos,"May 31, '00, ORL @ WAS",25,1,32,820,94,222,0,1,40,57,35,124,38,16,63,54,111,228,.423,.000,.702,25.6,7.1,3.9,1.2,0.5,2.0,1999-00,WNBA
Simone Edwards,"May 31, '00, SEA @ SAC",26,1,29,645,83,182,0,0,50,80,38,107,22,16,10,44,57,216,.456,,.625,22.2,7.4,3.7,0.8,0.6,0.3,1999-00,WNBA
Summer Erb,"Jun 1, '00, CHA @ ORL",22,1,29,275,32,73,0,1,28,43,26,63,10,8,6,17,68,92,.438,.000,.651,9.5,3.2,2.2,0.3,0.3,0.2,1999-00,WNBA
Barbara Farris,"Jul 12, '00, DET vs. SEA",23,1,14,130,15,30,0,1,15,27,16,32,2,6,1,14,30,45,.500,.000,.556,9.3,3.2,2.3,0.1,0.4,0.1,1999-00,WNBA
Marina Ferragut,"May 29, '00, NYL @ HOU",28,1,23,154,23,53,3,10,1,2,4,17,4,0,2,11,34,50,.434,.300,.500,6.7,2.2,0.7,0.2,0.0,0.1,1999-00,WNBA
Olga Firsova,"Jun 28, '00, NYL vs. PHO",24,1,9,19,4,10,0,1,4,5,0,4,1,0,1,2,8,12,.400,.000,.800,2.1,1.3,0.4,0.1,0.0,0.1,1999-00,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1999-00,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1999-00,WNBA
Milena Flores,"Jun 1, '00, MIA vs. IND",22,1,32,474,34,112,18,61,26,42,6,23,49,23,3,48,36,112,.304,.295,.619,14.8,3.5,0.7,1.5,0.7,0.1,1999-00,WNBA
Desiree Francis,"Jun 3, '00, NYL vs. UTA",24,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,2.0,0.0,0.0,0.0,0.0,0.0,1999-00,WNBA
Stacy Frese,"Jun 1, '00, UTA vs. MIN",23,1,21,222,10,30,9,26,33,36,4,18,17,4,0,14,14,62,.333,.346,.917,10.6,3.0,0.9,0.8,0.2,0.0,1999-00,WNBA
Katryna Gaither,"May 31, '00, UTA @ LAS",24,1,15,78,5,15,0,0,10,10,8,20,5,4,1,5,10,20,.333,,1.000,5.2,1.3,1.3,0.3,0.3,0.1,1999-00,WNBA
Andrea Garner,"May 31, '00, SEA @ SAC",21,1,32,560,37,115,1,2,24,38,42,97,25,27,10,43,44,99,.322,.500,.632,17.5,3.1,3.0,0.8,0.8,0.3,1999-00,WNBA
Cornelia Gayden,"May 31, '00, ORL @ WAS",29,1,3,7,1,2,0,1,0,0,0,0,1,0,0,0,0,2,.500,.000,,2.3,0.7,0.0,0.3,0.0,0.0,1999-00,WNBA
Kelley Gibson,"May 29, '00, HOU vs. NYL",23,1,17,76,7,19,3,7,7,8,4,12,2,1,0,4,11,24,.368,.429,.875,4.5,1.4,0.7,0.1,0.1,0.0,1999-00,WNBA
Usha Gilmore,"Jun 1, '00, IND @ MIA",21,1,4,21,1,5,0,1,0,0,3,5,2,0,0,4,6,2,.200,.000,,5.3,0.5,1.3,0.5,0.0,0.0,1999-00,WNBA
Vedrana Grgin-Fonseca,"May 31, '00, LAS vs. UTA",25,1,18,183,17,62,1,17,14,23,9,23,12,3,1,14,17,49,.274,.059,.609,10.2,2.7,1.3,0.7,0.2,0.1,1999-00,WNBA
Vicki Hall,"May 31, '00, CLE @ MIN",30,1,32,577,59,158,10,42,22,34,24,92,24,17,8,25,60,150,.373,.238,.647,18.0,4.7,2.9,0.8,0.5,0.3,1999-00,WNBA
Romana Hamzova,"May 31, '00, ORL @ WAS",29,1,15,43,2,11,0,3,3,6,1,3,5,5,0,4,4,7,.182,.000,.500,2.9,0.5,0.2,0.3,0.3,0.0,1999-00,WNBA
Donna Harrington,"Jun 1, '00, IND @ MIA",33,1,8,67,1,6,0,0,6,10,4,9,5,2,1,11,16,8,.167,,.600,8.4,1.0,1.1,0.6,0.3,0.1,1999-00,WNBA
Amy Herrig,"Jun 10, '00, UTA vs. HOU",23,1,25,341,36,75,0,1,19,31,26,59,20,7,5,29,41,91,.480,.000,.613,13.6,3.6,2.4,0.8,0.3,0.2,1999-00,WNBA
Katrina Hibbert,"May 31, '00, SEA @ SAC",22,1,20,240,19,59,8,31,7,9,8,30,18,7,1,17,22,53,.322,.258,.778,12.0,2.7,1.5,0.9,0.4,0.1,1999-00,WNBA
E.C. Hill,"Jun 1, '00, CHA @ ORL",28,1,26,213,16,56,5,22,2,5,8,23,14,5,1,25,33,39,.286,.227,.400,8.2,1.5,0.9,0.5,0.2,0.0,1999-00,WNBA
Joy Holmes-Harris,"Jun 5, '00, DET @ MIN",31,1,29,271,33,70,4,11,21,30,17,45,14,11,4,16,36,91,.471,.364,.700,9.3,3.1,1.6,0.5,0.4,0.1,1999-00,WNBA
Kym Hope,"Aug 3, '00, UTA @ CLE",22,1,3,4,0,1,0,0,2,2,0,2,0,0,0,1,0,2,.000,,1.000,1.3,0.7,0.7,0.0,0.0,0.0,1999-00,WNBA
Tamicha Jackson,"Jun 3, '00, DET vs. SAC",22,1,17,267,41,106,8,32,26,35,8,25,36,22,0,21,30,116,.387,.250,.743,15.7,6.8,1.5,2.1,1.3,0.0,1999-00,WNBA
Jameka Jones,"Jun 1, '00, MIA vs. IND",21,1,21,233,25,95,7,35,13,18,10,22,10,8,0,25,40,70,.263,.200,.722,11.1,3.3,1.0,0.5,0.4,0.0,1999-00,WNBA
Larecha Jones,"Jul 12, '00, CHA @ NYL",22,1,9,54,8,19,2,6,1,2,0,5,2,0,1,4,5,19,.421,.333,.500,6.0,2.1,0.6,0.2,0.0,0.1,1999-00,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1999-00,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1999-00,WNBA
Nicole Kubik,"Jul 30, '00, PHO vs. SAC",22,1,4,19,1,3,0,1,4,4,0,2,2,0,0,3,4,6,.333,.000,1.000,4.8,1.5,0.5,0.5,0.0,0.0,1999-00,WNBA
Betty Lennox,"May 31, '00, MIN vs. CLE",23,1,32,984,201,471,55,139,84,105,53,178,82,53,9,97,112,541,.427,.396,.800,30.8,16.9,5.6,2.6,1.7,0.3,1999-00,WNBA
Stacey Lovelace,"Jun 9, '00, SEA @ CHA",25,1,23,324,36,103,2,9,25,31,19,57,16,13,2,35,42,99,.350,.222,.806,14.1,4.3,2.5,0.7,0.6,0.1,1999-00,WNBA
Shea Mahoney,"May 29, '00, NYL @ HOU",22,1,15,158,11,38,1,5,4,8,10,30,4,2,1,5,14,27,.289,.200,.500,10.5,1.8,2.0,0.3,0.1,0.1,1999-00,WNBA
Michelle Marciniak,"May 31, '00, POR vs. HOU",26,1,32,537,58,154,18,54,43,75,11,59,73,37,6,67,79,177,.377,.333,.573,16.8,5.5,1.8,2.3,1.2,0.2,1999-00,WNBA
Maylana Martin,"May 31, '00, MIN vs. CLE",22,1,30,456,54,118,5,19,19,32,25,67,21,17,13,29,81,132,.458,.263,.594,15.2,4.4,2.2,0.7,0.6,0.4,1999-00,WNBA
Tonya Massaline,"May 31, '00, WAS vs. ORL",22,1,19,103,8,29,6,14,4,6,6,14,5,2,0,4,4,26,.276,.429,.667,5.4,1.4,0.7,0.3,0.1,0.0,1999-00,WNBA
Tiffany McCain,"Jun 8, '00, ORL vs. MIN",22,1,25,214,15,49,5,22,16,18,2,11,5,3,1,9,18,51,.306,.227,.889,8.6,2.0,0.4,0.2,0.1,0.0,1999-00,WNBA
Nicky McCrimmon,"May 31, '00, LAS vs. UTA",28,1,32,488,39,77,16,33,7,14,9,32,65,29,8,48,41,101,.506,.485,.500,15.3,3.2,1.0,2.0,0.9,0.3,1999-00,WNBA
Danielle McCulley,"Jun 9, '00, IND @ DET",25,1,29,456,63,153,3,17,46,63,45,82,19,16,22,37,63,175,.412,.176,.730,15.7,6.0,2.8,0.7,0.6,0.8,1999-00,WNBA
Tausha Mills,"May 31, '00, WAS vs. ORL",24,1,31,295,46,105,0,0,38,51,39,80,9,10,8,37,71,130,.438,,.745,9.5,4.2,2.6,0.3,0.3,0.3,1999-00,WNBA
Naomi Mulitauaopele,"May 31, '00, UTA @ LAS",24,1,22,291,41,69,2,3,15,20,12,34,6,4,6,30,37,99,.594,.667,.750,13.2,4.5,1.5,0.3,0.2,0.3,1999-00,WNBA
Shantia Owens,"Jun 1, '00, MIA vs. IND",22,1,31,605,51,131,0,0,29,54,47,97,21,11,26,54,95,131,.389,,.537,19.5,4.2,3.1,0.7,0.4,0.8,1999-00,WNBA
Kate Paye,"May 31, '00, MIN vs. CLE",26,1,28,408,19,58,12,41,6,9,3,30,38,8,6,28,49,56,.328,.293,.667,14.6,2.0,1.1,1.4,0.3,0.2,1999-00,WNBA
Lynn Pride,"May 31, '00, POR vs. HOU",21,1,32,462,41,118,3,9,29,42,22,61,40,16,9,33,59,114,.347,.333,.690,14.4,3.6,1.9,1.3,0.5,0.3,1999-00,WNBA
Texlin Quinney,"Jun 1, '00, IND @ MIA",25,1,17,118,6,14,0,0,3,5,11,16,15,4,0,10,12,15,.429,,.600,6.9,0.9,0.9,0.9,0.2,0.0,1999-00,WNBA
Kristen Rasmussen,"Jun 1, '00, UTA vs. MIN",21,1,26,463,35,100,2,7,54,64,45,98,28,25,14,30,49,126,.350,.286,.844,17.8,4.8,3.8,1.1,1.0,0.5,1999-00,WNBA
Jamie Redd,"May 31, '00, SEA @ SAC",22,1,26,387,49,125,18,52,24,34,18,45,16,19,1,35,53,140,.392,.346,.706,14.9,5.4,1.7,0.6,0.7,0.0,1999-00,WNBA
Renee Robinson,"Aug 4, '00, WAS vs. DET",22,1,2,5,0,1,0,1,4,4,0,0,0,1,0,1,3,4,.000,.000,1.000,2.5,2.0,0.0,0.0,0.5,0.0,1999-00,WNBA
Jannon Roland,"May 31, '00, ORL @ WAS",25,1,21,173,13,37,3,10,4,8,7,17,8,6,0,19,16,33,.351,.300,.500,8.2,1.6,0.8,0.4,0.3,0.0,1999-00,WNBA
