Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Jesse Arnelle,"Nov 24, '55, FTW vs. ROC",22,1,31,409,52,164,,,43,69,,170,18,,,,60,147,.317,,.623,13.2,4.7,5.5,0.6,,,1955-56
Dick Atha,"Nov 10, '55, NYK vs. MNL",24,1,25,288,36,88,,,21,27,,42,32,,,,39,93,.409,,.778,11.5,3.7,1.7,1.3,,,1955-56
Don Bielke,"Nov 5, '55, FTW @ SYR",23,1,7,38,5,9,,,4,7,,9,1,,,,9,14,.556,,.571,5.4,2.0,1.3,0.1,,,1955-56
Ed Conlin,"Nov 5, '55, SYR vs. FTW",22,1,66,1423,211,574,,,121,178,,326,145,,,,121,543,.368,,.680,21.6,8.2,4.9,2.2,,,1955-56
Red Davis,"Nov 6, '55, ROC vs. SYR",23,1,3,16,0,6,,,2,2,,4,1,,,,2,2,.000,,1.000,5.3,0.7,1.3,0.3,,,1955-56
Corky Devlin,"Nov 5, '55, FTW @ SYR",24,1,69,1535,200,541,,,146,192,,171,138,,,,119,546,.370,,.760,22.2,7.9,2.5,2.0,,,1955-56
Walter Dukes,"Nov 19, '55, NYK vs. STL",25,1,60,1290,149,370,,,167,236,,443,39,,,,211,465,.403,,.708,21.5,7.8,7.4,0.7,,,1955-56
Ron Feiereisel,"Nov 5, '55, MNL @ STL",24,1,10,59,8,28,,,14,16,,6,6,,,,9,30,.286,,.875,5.9,3.0,0.6,0.6,,,1955-56
Al Ferrari,"Nov 5, '55, STL vs. MNL",22,1,68,1611,191,534,,,164,236,,186,163,,,,192,546,.358,,.695,23.7,8.0,2.7,2.4,,,1955-56
Ed Fleming,"Nov 5, '55, ROC vs. NYK",22,1,71,2028,306,824,,,277,372,,489,197,,,,178,889,.371,,.745,28.6,12.5,6.9,2.8,,,1955-56
Dick Garmaker,"Nov 5, '55, MNL @ STL",23,1,68,870,138,373,,,112,139,,132,104,,,,127,388,.370,,.806,12.8,5.7,1.9,1.5,,,1955-56
Tom Gola*,"Nov 17, '55, PHW vs. BOS",23,1,68,2346,244,592,,,244,333,,616,404,,,,272,732,.412,,.733,34.5,10.8,9.1,5.9,,,1955-56
Chris Harris,"Nov 5, '55, STL vs. MNL",22,1,41,420,37,149,,,27,45,,44,44,,,,43,101,.248,,.600,10.2,2.5,1.1,1.1,,,1955-56
Dick Hemric,"Nov 5, '55, BOS vs. PHW",22,1,71,1329,161,400,,,177,273,,399,60,,,,142,499,.403,,.648,18.7,7.0,5.6,0.8,,,1955-56
Larry Hennessy,"Nov 5, '55, PHW @ BOS",26,1,53,444,85,247,,,26,32,,49,46,,,,37,196,.344,,.813,8.4,3.7,0.9,0.9,,,1955-56
Johnny Horan,"Nov 5, '55, FTW @ SYR",23,1,19,93,12,42,,,10,11,,10,2,,,,21,34,.286,,.909,4.9,1.8,0.5,0.1,,,1955-56
Jim Loscutoff,"Nov 5, '55, BOS vs. PHW",25,1,71,1582,226,628,,,139,207,,622,65,,,,213,591,.360,,.671,22.3,8.3,8.8,0.9,,,1955-56
Chuck Mencel,"Nov 5, '55, MNL @ STL",22,1,69,973,120,375,,,78,96,,110,132,,,,74,318,.320,,.813,14.1,4.6,1.6,1.9,,,1955-56
Chuck Noble,"Nov 5, '55, FTW @ SYR",24,1,72,2013,270,767,,,146,195,,261,282,,,,253,686,.352,,.749,28.0,9.5,3.6,3.9,,,1955-56
Med Park,"Nov 12, '55, STL vs. SYR",22,1,40,424,53,152,,,44,70,,94,40,,,,64,150,.349,,.629,10.6,3.8,2.4,1.0,,,1955-56
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1955-56
