Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Anthony Parker,"Dec 7, '97, PHI vs. NYK",22,1,37,196,25,63,9,28,13,20,8,26,19,11,3,11,17,72,.397,.321,.650,5.3,1.9,0.7,0.5,0.3,0.1,1997-98,NBA
Scot Pollard,"Oct 31, '97, DET vs. WAS",22,1,33,317,35,70,0,0,19,23,34,74,9,8,10,12,48,89,.500,,.826,9.6,2.7,2.2,0.3,0.2,0.3,1997-98,NBA
Mark Pope,"Nov 8, '97, IND @ CHH",25,1,28,193,14,41,1,3,10,17,9,26,7,3,6,10,36,39,.341,.333,.588,6.9,1.4,0.9,0.3,0.1,0.2,1997-98,NBA
Rodrick Rhodes,"Oct 31, '97, HOU vs. CLE",24,1,58,1070,112,305,2,8,111,180,28,70,110,62,10,97,125,337,.367,.250,.617,18.4,5.8,1.2,1.9,1.1,0.2,1997-98,NBA
Shea Seals,"Mar 2, '98, LAL @ WAS",22,1,4,9,1,8,0,3,2,4,3,4,0,1,0,0,1,4,.125,.000,.500,2.3,1.0,1.0,0.0,0.3,0.0,1997-98,NBA
God Shammgod,"Oct 31, '97, WAS @ DET",21,1,20,146,19,58,0,2,23,30,2,7,36,7,1,21,27,61,.328,.000,.767,7.3,3.1,0.4,1.8,0.4,0.1,1997-98,NBA
Charles Smith,"Nov 11, '97, MIA vs. SAC",22,1,34,292,49,125,15,47,6,11,13,27,21,12,6,27,24,119,.392,.319,.545,8.6,3.5,0.8,0.6,0.4,0.2,1997-98,NBA
Kebu Stewart,"Dec 30, '97, PHI @ POR",24,1,15,110,12,26,0,0,16,25,9,31,2,5,2,8,13,40,.462,,.640,7.3,2.7,2.1,0.1,0.3,0.1,1997-98,NBA
Michael Stewart,"Nov 1, '97, SAC @ VAN",22,1,81,1761,155,323,0,0,65,142,197,536,61,29,195,85,251,375,.480,,.458,21.7,4.6,6.6,0.8,0.4,2.4,1997-98,NBA
Ed Stokes,"Nov 12, '97, TOR vs. NYK",26,1,4,17,1,3,0,0,1,2,1,4,1,1,2,2,4,3,.333,,.500,4.3,0.8,1.0,0.3,0.3,0.5,1997-98,NBA
Johnny Taylor,"Nov 30, '97, ORL @ SEA",23,1,12,108,13,37,1,2,11,16,4,13,1,3,2,8,22,38,.351,.500,.688,9.0,3.2,1.1,0.1,0.3,0.2,1997-98,NBA
Maurice Taylor,"Oct 31, '97, LAC @ PHO",21,1,71,1513,321,675,0,1,173,244,118,296,53,34,40,107,222,815,.476,.000,.709,21.3,11.5,4.2,0.7,0.5,0.6,1997-98,NBA
John Thomas,"Oct 31, '97, BOS vs. CHI",22,1,54,535,55,113,0,0,41,54,48,106,17,22,12,46,97,151,.487,,.759,9.9,2.8,2.0,0.3,0.4,0.2,1997-98,NBA
Tim Thomas,"Oct 31, '97, PHI vs. MIL",20,1,77,1779,306,684,62,171,171,231,107,288,90,54,17,118,185,845,.447,.363,.740,23.1,11.0,3.7,1.2,0.7,0.2,1997-98,NBA
Keith Van Horn,"Dec 5, '97, NJN vs. PHI",22,1,62,2325,446,1047,69,224,258,305,142,408,106,64,25,164,216,1219,.426,.308,.846,37.5,19.7,6.6,1.7,1.0,0.4,1997-98,NBA
Jacque Vaughn,"Oct 31, '97, UTA @ LAL",22,1,45,419,44,122,3,8,48,68,4,38,84,9,1,56,63,139,.361,.375,.706,9.3,3.1,0.8,1.9,0.2,0.0,1997-98,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1997-98,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1997-98,NBA
Eric Washington,"Nov 1, '97, DEN @ UTA",23,1,66,1539,201,498,44,137,65,83,47,127,78,53,25,72,143,511,.404,.321,.783,23.3,7.7,1.9,1.2,0.8,0.4,1997-98,NBA
Bubba Wells,"Nov 1, '97, DAL @ SEA",23,1,39,395,48,116,1,6,31,43,22,68,34,15,4,31,40,128,.414,.167,.721,10.1,3.3,1.7,0.9,0.4,0.1,1997-98,NBA
DeJuan Wheat,"Oct 31, '97, MIN vs. GSW",24,1,34,150,20,50,8,17,9,15,3,11,25,6,1,9,12,57,.400,.471,.600,4.4,1.7,0.3,0.7,0.2,0.0,1997-98,NBA
Alvin Williams,"Nov 4, '97, POR vs. MIN",23,1,54,1071,125,282,9,28,65,90,24,81,103,38,3,58,79,324,.443,.321,.722,19.8,6.0,1.5,1.9,0.7,0.1,1997-98,NBA
Brandon Williams,"Feb 10, '98, GSW vs. WAS",22,1,9,140,16,50,3,9,2,4,4,15,3,6,3,9,18,37,.320,.333,.500,15.6,4.1,1.7,0.3,0.7,0.3,1997-98,NBA
Travis Williams,"Nov 15, '97, CHH vs. LAC",28,1,39,365,56,119,0,1,24,46,53,92,20,18,5,30,55,136,.471,.000,.522,9.4,3.5,2.4,0.5,0.5,0.1,1997-98,NBA
Erin Alexander,"Jun 11, '98, LAS @ UTA",23,1,20,141,12,44,11,35,4,4,8,18,9,3,0,12,18,39,.273,.314,1.000,7.1,2.0,0.9,0.5,0.2,0.0,1997-98,WNBA
Tricia Bader Binford,"Jun 13, '98, UTA vs. WAS",25,1,22,206,16,53,10,27,4,8,0,10,20,13,0,26,34,46,.302,.370,.500,9.4,2.1,0.5,0.9,0.6,0.0,1997-98,WNBA
Adia Barnes,"Jun 11, '98, SAC vs. PHO",21,1,29,619,88,223,14,47,29,39,35,84,22,15,10,53,70,219,.395,.298,.744,21.3,7.6,2.9,0.8,0.5,0.3,1997-98,WNBA
Quacy Barnes,"Jun 11, '98, SAC vs. PHO",21,1,17,90,6,15,0,0,4,11,5,8,2,1,6,9,20,16,.400,,.364,5.3,0.9,0.5,0.1,0.1,0.4,1997-98,WNBA
Tully Bevilaqua,"Jun 11, '98, CLE vs. NYL",25,1,11,126,8,14,1,3,4,6,2,10,23,12,2,9,12,21,.571,.333,.667,11.5,1.9,0.9,2.1,1.1,0.2,1997-98,WNBA
Cindy Blodgett,"Jun 11, '98, CLE vs. NYL",22,1,22,184,19,66,10,37,15,24,2,14,18,9,0,12,18,63,.288,.270,.625,8.4,2.9,0.6,0.8,0.4,0.0,1997-98,WNBA
Octavia Blue,"Jun 11, '98, LAS @ UTA",22,1,30,331,26,77,6,21,15,24,19,49,10,13,3,27,41,73,.338,.286,.625,11.0,2.4,1.6,0.3,0.4,0.1,1997-98,WNBA
Kelly Boucher,"Jun 27, '98, CHA vs. SAC",30,1,9,52,3,15,1,6,3,4,2,13,2,1,0,3,3,10,.200,.167,.750,5.8,1.1,1.4,0.2,0.1,0.0,1997-98,WNBA
Carla Boyd,"Jun 13, '98, DET vs. CHA",22,1,30,817,89,260,19,63,48,76,51,118,68,27,10,52,88,245,.342,.302,.632,27.2,8.2,3.9,2.3,0.9,0.3,1997-98,WNBA
Albena Branzova,"Jun 11, '98, NYL @ CLE",26,1,11,94,9,25,2,4,3,4,6,16,5,3,1,12,12,23,.360,.500,.750,8.5,2.1,1.5,0.5,0.3,0.1,1997-98,WNBA
Gergana Branzova,"Jun 13, '98, DET vs. CHA",21,1,26,204,29,65,0,4,11,20,13,42,7,3,4,21,42,69,.446,.000,.550,7.8,2.7,1.6,0.3,0.1,0.2,1997-98,WNBA
Razija Brcaninovic,"Jun 13, '98, DET vs. CHA",31,1,30,695,106,204,0,0,60,90,54,154,29,9,26,64,86,272,.520,,.667,23.2,9.1,5.1,1.0,0.3,0.9,1997-98,WNBA
Michelle Brogan,"Jun 11, '98, PHO @ SAC",25,1,30,779,93,184,11,23,78,98,45,133,41,44,5,52,48,275,.505,.478,.796,26.0,9.2,4.4,1.4,1.5,0.2,1997-98,WNBA
Sandy Brondello,"Jun 13, '98, DET vs. CHA",29,1,30,993,157,367,16,44,96,104,18,87,98,38,1,64,58,426,.428,.364,.923,33.1,14.2,2.9,3.3,1.3,0.0,1997-98,WNBA
Cindy Brown,"Jun 13, '98, DET vs. CHA",33,1,30,965,126,268,20,61,82,116,70,301,53,51,22,67,105,354,.470,.328,.707,32.2,11.8,10.0,1.8,1.7,0.7,1997-98,WNBA
La'Shawn Brown,"Jun 25, '98, WAS @ DET",25,1,22,272,13,37,0,0,17,33,17,53,8,10,20,24,62,43,.351,,.515,12.4,2.0,2.4,0.4,0.5,0.9,1997-98,WNBA
Elisabeth Cebrian,"Jun 23, '98, NYL vs. CLE",27,1,22,187,15,35,0,0,8,14,12,27,8,1,7,20,32,38,.429,,.571,8.5,1.7,1.2,0.4,0.0,0.3,1997-98,WNBA
Keri Chaconas,"Jun 11, '98, WAS @ CHA",23,1,30,397,44,148,30,105,26,33,7,24,38,13,0,49,53,144,.297,.286,.788,13.2,4.8,0.8,1.3,0.4,0.0,1997-98,WNBA
Sonia Chase,"Jun 11, '98, CHA vs. WAS",22,1,23,166,14,28,0,0,6,6,5,14,13,5,0,13,16,34,.500,,1.000,7.2,1.5,0.6,0.6,0.2,0.0,1997-98,WNBA
Nadine Domond,"Jul 29, '98, SAC @ CLE",22,1,9,92,10,33,3,16,4,4,6,9,9,7,1,11,13,27,.303,.188,1.000,10.2,3.0,1.0,1.0,0.8,0.1,1997-98,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1997-98,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1997-98,WNBA
Margo Dydek,"Jun 11, '98, UTA vs. LAS",24,1,30,839,146,303,1,7,93,127,41,227,53,14,114,108,126,386,.482,.143,.732,28.0,12.9,7.6,1.8,0.5,3.8,1997-98,WNBA
Allison Feaster,"Jun 11, '98, LAS @ UTA",22,1,3,41,3,14,2,10,2,2,1,2,3,2,0,4,10,10,.214,.200,1.000,13.7,3.3,0.7,1.0,0.7,0.0,1997-98,WNBA
Margo Graham,"Aug 3, '98, WAS @ LAS",27,1,9,49,8,19,0,0,2,4,8,13,1,1,1,8,14,18,.421,,.500,5.4,2.0,1.4,0.1,0.1,0.1,1997-98,WNBA
Angie Hamblin,"Jul 18, '98, DET vs. CLE",21,1,6,29,2,8,1,2,1,2,2,7,2,1,0,7,4,6,.250,.500,.500,4.8,1.0,1.2,0.3,0.2,0.0,1997-98,WNBA
Kristi Harrower,"Jun 11, '98, PHO @ SAC",23,1,30,355,19,52,11,32,21,28,2,21,52,15,3,31,25,70,.365,.344,.750,11.8,2.3,0.7,1.7,0.5,0.1,1997-98,WNBA
Korie Hlede,"Jun 13, '98, DET vs. CHA",23,1,27,912,135,345,29,74,83,103,39,141,73,21,1,88,66,382,.391,.392,.806,33.8,14.1,5.2,2.7,0.8,0.0,1997-98,WNBA
Angela Jackson,"Jul 17, '98, WAS @ CHA",22,1,7,36,3,6,0,0,4,6,3,4,0,1,2,0,10,10,.500,,.667,5.1,1.4,0.6,0.0,0.1,0.3,1997-98,WNBA
Pollyanna Johns Kimbrough,"Jun 11, '98, CHA vs. WAS",22,1,24,180,22,45,0,0,18,28,14,37,6,3,2,9,9,62,.489,,.643,7.5,2.6,1.5,0.3,0.1,0.1,1997-98,WNBA
LaTonya Johnson,"Jun 11, '98, UTA vs. LAS",22,1,28,490,58,145,14,49,21,34,14,54,20,11,1,42,42,151,.400,.286,.618,17.5,5.4,1.9,0.7,0.4,0.0,1997-98,WNBA
Leslie Johnson,"Aug 3, '98, WAS @ LAS",23,1,6,15,1,2,0,0,0,0,0,1,1,0,0,4,3,2,.500,,,2.5,0.3,0.2,0.2,0.0,0.0,1997-98,WNBA
Tiffani Johnson,"Jun 11, '98, SAC vs. PHO",22,1,6,32,0,6,0,0,2,4,3,10,0,2,0,3,5,2,.000,,.500,5.3,0.3,1.7,0.0,0.3,0.0,1997-98,WNBA
Pauline Jordan,"Jun 14, '98, PHO vs. LAS",30,1,24,277,26,69,0,1,22,35,15,49,20,14,12,25,48,74,.377,.000,.629,11.5,3.1,2.0,0.8,0.6,0.5,1997-98,WNBA
Aneta Kausaite,"Jun 13, '98, DET vs. CHA",27,1,10,58,5,20,0,2,4,7,8,11,1,3,0,3,4,14,.250,.000,.571,5.8,1.4,1.1,0.1,0.3,0.0,1997-98,WNBA
Tanja Kostic,"Jun 22, '98, CLE vs. UTA",25,1,5,30,2,3,0,0,1,2,1,2,2,0,0,3,2,5,.667,,.500,6.0,1.0,0.4,0.4,0.0,0.0,1997-98,WNBA
Andrea Kuklova,"Jun 11, '98, PHO @ SAC",26,1,29,340,38,95,1,7,20,36,19,37,31,18,4,40,40,97,.400,.143,.556,11.7,3.3,1.3,1.1,0.6,0.1,1997-98,WNBA
Monica Lamb,"Jun 13, '98, HOU vs. NYL",33,1,30,649,66,122,0,0,29,42,62,142,9,24,21,27,87,161,.541,,.690,21.6,5.4,4.7,0.3,0.8,0.7,1997-98,WNBA
Suzie McConnell Serio,"Jun 11, '98, CLE vs. NYL",31,1,28,882,80,176,29,71,51,70,8,62,178,49,5,104,48,240,.455,.408,.729,31.5,8.6,2.2,6.4,1.8,0.2,1997-98,WNBA
Nikki McCray,"Jun 11, '98, WAS @ CHA",26,1,29,969,191,457,23,73,107,143,34,85,90,43,2,125,81,512,.418,.315,.748,33.4,17.7,2.9,3.1,1.5,0.1,1997-98,WNBA
Murriel Page,"Jun 11, '98, WAS @ CHA",22,1,30,955,104,217,0,2,41,65,81,208,40,19,13,57,97,249,.479,.000,.631,31.8,8.3,6.9,1.3,0.6,0.4,1997-98,WNBA
Tia Paschal,"Jun 11, '98, CHA vs. WAS",29,1,20,110,11,37,1,4,4,6,4,15,9,8,0,11,12,27,.297,.250,.667,5.5,1.4,0.8,0.5,0.4,0.0,1997-98,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1997-98,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1997-98,WNBA
Ticha Penicheiro,"Jun 11, '98, SAC vs. PHO",23,1,30,1080,55,165,10,43,70,109,13,141,224,67,3,116,90,190,.333,.233,.642,36.0,6.3,4.7,7.5,2.2,0.1,1997-98,WNBA
Franthea Price,"Jun 11, '98, SAC vs. PHO",30,1,26,379,43,115,28,78,13,18,7,44,35,20,2,32,29,127,.374,.359,.722,14.6,4.9,1.7,1.3,0.8,0.1,1997-98,WNBA
Brandy Reed,"Jun 11, '98, PHO @ SAC",21,1,24,254,50,95,2,8,22,31,36,78,20,18,7,33,30,124,.526,.250,.710,10.6,5.2,3.3,0.8,0.8,0.3,1997-98,WNBA
Michelle Reed,"Jul 12, '98, LAS vs. CLE",25,1,9,49,3,11,1,4,7,12,2,11,2,2,1,6,4,14,.273,.250,.583,5.4,1.6,1.2,0.2,0.2,0.1,1997-98,WNBA
Tracy Reid,"Jun 11, '98, CHA vs. WAS",21,1,30,966,151,310,0,2,111,181,60,157,46,40,12,71,59,413,.487,.000,.613,32.2,13.8,5.2,1.5,1.3,0.4,1997-98,WNBA
Nyree Roberts,"Jun 13, '98, HOU vs. NYL",22,1,14,55,6,7,0,0,4,7,3,10,2,1,0,4,3,16,.857,,.571,3.9,1.1,0.7,0.1,0.1,0.0,1997-98,WNBA
Eugenia Rycraw,"Jul 2, '98, LAS vs. UTA",29,1,20,226,15,32,0,0,16,22,17,50,4,7,18,14,27,46,.469,,.727,11.3,2.3,2.5,0.2,0.4,0.9,1997-98,WNBA
Alessandra Santos de Oliveira,"Jun 11, '98, WAS @ CHA",24,1,16,481,63,122,0,0,50,108,60,129,1,12,7,55,45,176,.516,,.463,30.1,11.0,8.1,0.1,0.8,0.4,1997-98,WNBA
Olympia Scott,"Jun 11, '98, UTA vs. LAS",22,1,29,466,58,135,1,5,37,65,37,85,22,24,10,49,78,154,.430,.200,.569,16.1,5.3,2.9,0.8,0.8,0.3,1997-98,WNBA
Adrienne Shuler,"Jun 11, '98, WAS @ CHA",29,1,25,363,31,84,13,38,14,17,12,52,48,23,3,41,52,89,.369,.342,.824,14.5,3.6,2.1,1.9,0.9,0.1,1997-98,WNBA
Christy Smith,"Jun 11, '98, CHA vs. WAS",22,1,24,448,27,75,18,57,17,20,3,34,71,10,0,48,34,89,.360,.316,.850,18.7,3.7,1.4,3.0,0.4,0.0,1997-98,WNBA
