Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Jordan Farmar,"Oct 31, '06, LAL vs. PHO",20,1,72,1090,124,294,45,137,27,38,22,119,137,44,7,73,77,320,.422,.328,.711,15.1,4.4,1.7,1.9,0.6,0.1,2006-07,NBA
Desmon Farmer,"Nov 18, '06, SEA @ GSW",25,1,8,32,5,15,2,8,1,1,0,1,9,1,0,1,2,13,.333,.250,1.000,4.0,1.6,0.1,1.1,0.1,0.0,2006-07,NBA
Randy Foye,"Nov 1, '06, MIN vs. SAC",23,1,82,1879,300,691,68,185,164,192,49,218,232,53,21,152,184,832,.434,.368,.854,22.9,10.1,2.7,2.8,0.6,0.3,2006-07,NBA
Jorge Garbajosa,"Nov 1, '06, TOR @ NJN",29,1,67,1909,222,529,66,193,57,78,48,330,125,78,15,64,90,567,.420,.342,.731,28.5,8.5,4.9,1.9,1.2,0.2,2006-07,NBA
Rudy Gay,"Nov 1, '06, MEM vs. NYK",20,1,78,2103,321,760,52,143,152,209,93,348,100,71,74,140,192,846,.422,.364,.727,27.0,10.8,4.5,1.3,0.9,0.9,2006-07,NBA
Mickaël Gelabale,"Nov 1, '06, SEA vs. POR",23,1,70,1239,122,264,11,47,66,82,59,173,56,24,22,49,108,321,.462,.234,.805,17.7,4.6,2.5,0.8,0.3,0.3,2006-07,NBA
Daniel Gibson,"Nov 15, '06, CLE vs. POR",20,1,60,988,98,231,52,124,28,39,28,92,69,23,8,44,94,276,.424,.419,.718,16.5,4.6,1.5,1.2,0.4,0.1,2006-07,NBA
Andreas Glyniadakis,"Nov 10, '06, SEA @ CHA",25,1,13,81,8,17,0,0,1,2,2,8,1,0,0,9,19,17,.471,,.500,6.2,1.3,0.6,0.1,0.0,0.0,2006-07,NBA
Lynn Greer,"Jan 8, '07, MIL @ DEN",27,1,41,432,61,141,18,52,27,32,2,27,53,17,1,18,32,167,.433,.346,.844,10.5,4.1,0.7,1.3,0.4,0.0,2006-07,NBA
Mike Hall,"Apr 3, '07, WAS @ CHA",22,1,2,13,1,4,0,0,0,0,1,2,1,0,0,0,1,2,.250,,,6.5,1.0,1.0,0.5,0.0,0.0,2006-07,NBA
Walter Herrmann,"Nov 10, '06, CHA vs. SEA",27,1,48,936,174,330,53,115,41,53,28,139,26,17,7,32,76,442,.527,.461,.774,19.5,9.2,2.9,0.5,0.4,0.1,2006-07,NBA
Robert Hite,"Oct 31, '06, MIA vs. CHI",23,1,12,136,19,60,5,23,8,12,4,16,8,3,2,6,8,51,.317,.217,.667,11.3,4.3,1.3,0.7,0.3,0.2,2006-07,NBA
Ryan Hollins,"Jan 17, '07, CHA vs. NJN",22,1,27,185,20,36,0,0,24,40,11,31,1,4,7,16,40,64,.556,,.600,6.9,2.4,1.1,0.0,0.1,0.3,2006-07,NBA
Mile Ilić,"Nov 1, '06, NJN vs. TOR",22,1,5,6,0,3,0,0,0,0,0,1,0,0,0,3,1,0,.000,,,1.2,0.0,0.2,0.0,0.0,0.0,2006-07,NBA
Ersan İlyasova,"Nov 1, '06, MIL @ DET",19,1,66,973,139,363,54,148,70,89,58,189,49,27,17,51,147,402,.383,.365,.787,14.7,6.1,2.9,0.7,0.4,0.3,2006-07,NBA
Alexander Johnson,"Nov 1, '06, MEM vs. NYK",23,1,59,753,91,169,0,0,78,118,50,181,17,25,35,47,137,260,.538,,.661,12.8,4.4,3.1,0.3,0.4,0.6,2006-07,NBA
Bobby Jones,"Nov 15, '06, PHI @ SEA",23,1,44,336,43,93,1,9,23,41,22,57,16,11,1,18,59,110,.462,.111,.561,7.6,2.5,1.3,0.4,0.3,0.0,2006-07,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2006-07,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2006-07,NBA
Solomon Jones,"Nov 1, '06, ATL @ PHI",22,1,58,666,65,128,0,1,59,75,49,136,11,11,42,25,124,189,.508,.000,.787,11.5,3.3,2.3,0.2,0.2,0.7,2006-07,NBA
Tarence Kinsey,"Dec 8, '06, MEM @ MIL",22,1,48,967,139,304,13,46,78,98,29,97,41,53,1,46,57,369,.457,.283,.796,20.1,7.7,2.0,0.9,1.1,0.0,2006-07,NBA
James Lang,"Nov 28, '06, WAS vs. ATL",23,1,11,55,4,9,0,0,3,5,5,11,2,0,3,2,14,11,.444,,.600,5.0,1.0,1.0,0.2,0.0,0.3,2006-07,NBA
Kyle Lowry,"Nov 1, '06, MEM vs. NYK",20,1,10,175,14,38,3,8,25,28,12,31,32,14,1,12,20,56,.368,.375,.893,17.5,5.6,3.1,3.2,1.4,0.1,2006-07,NBA
Renaldo Major,"Jan 17, '07, GSW @ LAC",24,1,1,27,2,10,0,0,1,2,0,2,0,2,0,1,4,5,.200,,.500,27.0,5.0,2.0,0.0,2.0,0.0,2006-07,NBA
Damir Markota,"Nov 3, '06, MIL @ TOR",21,1,30,170,19,52,6,16,7,11,11,31,6,3,1,15,22,51,.365,.375,.636,5.7,1.7,1.0,0.2,0.1,0.0,2006-07,NBA
Chris McCray,"Nov 15, '06, MIL @ NJN",22,1,5,12,0,3,0,0,0,0,0,0,0,0,0,2,1,0,.000,,,2.4,0.0,0.0,0.0,0.0,0.0,2006-07,NBA
Ivan McFarlin,"Nov 7, '06, PHI @ IND",24,1,11,41,5,13,0,1,5,7,7,11,1,0,0,1,8,15,.385,.000,.714,3.7,1.4,1.0,0.1,0.0,0.0,2006-07,NBA
Pops Mensah-Bonsu,"Nov 21, '06, DAL vs. WAS",23,1,12,71,11,17,0,0,7,18,9,21,0,1,0,9,8,29,.647,,.389,5.9,2.4,1.8,0.0,0.1,0.0,2006-07,NBA
Paul Millsap,"Nov 1, '06, UTA vs. HOU",21,1,82,1472,209,398,1,3,140,208,183,423,62,67,74,94,236,559,.525,.333,.673,18.0,6.8,5.2,0.8,0.8,0.9,2006-07,NBA
Randolph Morris,"Mar 28, '07, NYK vs. CLE",21,1,5,44,1,6,0,0,2,6,1,9,1,2,1,2,4,4,.167,,.333,8.8,0.8,1.8,0.2,0.4,0.2,2006-07,NBA
Adam Morrison,"Nov 1, '06, CHA vs. IND",22,1,78,2326,355,944,87,258,120,169,54,230,163,28,6,130,179,917,.376,.337,.710,29.8,11.8,2.9,2.1,0.4,0.1,2006-07,NBA
David Noel,"Nov 3, '06, MIL @ TOR",22,1,68,792,65,177,17,53,37,43,42,123,65,25,9,40,77,184,.367,.321,.860,11.6,2.7,1.8,1.0,0.4,0.1,2006-07,NBA
Steve Novak,"Nov 1, '06, HOU @ UTA",23,1,35,191,18,50,13,39,2,2,4,26,6,5,0,4,21,51,.360,.333,1.000,5.5,1.5,0.7,0.2,0.1,0.0,2006-07,NBA
Patrick O'Bryant,"Nov 1, '06, GSW vs. LAL",20,1,16,119,10,32,0,0,11,17,7,21,9,6,8,8,26,31,.313,,.647,7.4,1.9,1.3,0.6,0.4,0.5,2006-07,NBA
Kevinn Pinkney,"Apr 4, '07, BOS @ MIL",23,1,6,100,12,27,1,2,6,9,7,15,5,3,3,4,12,31,.444,.500,.667,16.7,5.2,2.5,0.8,0.5,0.5,2006-07,NBA
Leon Powe,"Nov 13, '06, BOS vs. ORL",23,1,63,720,79,177,0,2,106,144,97,215,10,14,22,47,104,264,.446,.000,.736,11.4,4.2,3.4,0.2,0.2,0.3,2006-07,NBA
Roger Powell,"Nov 14, '06, UTA vs. LAC",24,1,3,13,0,3,0,1,2,2,3,3,0,0,0,3,2,2,.000,.000,1.000,4.3,0.7,1.0,0.0,0.0,0.0,2006-07,NBA
Chris Quinn,"Oct 31, '06, MIA vs. CHI",23,1,42,408,48,131,20,57,25,37,6,30,65,15,0,21,32,141,.366,.351,.676,9.7,3.4,0.7,1.5,0.4,0.0,2006-07,NBA
Allan Ray,"Nov 17, '06, BOS vs. POR",22,1,47,710,100,259,48,116,42,55,18,69,43,20,3,42,85,290,.386,.414,.764,15.1,6.2,1.5,0.9,0.4,0.1,2006-07,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2006-07,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2006-07,NBA
JJ Redick,"Nov 25, '06, ORL vs. ATL",22,1,42,622,80,195,38,98,54,60,10,52,36,12,0,21,52,252,.410,.388,.900,14.8,6.0,1.2,0.9,0.3,0.0,2006-07,NBA
Jeremy Richardson,"Jan 31, '07, ATL vs. GSW",22,1,6,20,3,6,2,3,0,0,1,2,0,1,0,1,2,8,.500,.667,,3.3,1.3,0.3,0.0,0.2,0.0,2006-07,NBA
Sergio Rodríguez,"Nov 3, '06, POR @ GSW",20,1,67,862,101,239,24,85,21,26,20,91,218,35,2,77,72,247,.423,.282,.808,12.9,3.7,1.4,3.3,0.5,0.0,2006-07,NBA
Rajon Rondo,"Nov 1, '06, BOS vs. NOK",20,1,78,1831,188,450,6,29,119,184,74,292,297,128,8,137,181,501,.418,.207,.647,23.5,6.4,3.7,3.8,1.6,0.1,2006-07,NBA
Brandon Roy,"Nov 1, '06, POR @ SEA",22,1,57,2015,349,765,55,146,202,241,58,250,230,67,10,116,139,955,.456,.377,.838,35.4,16.8,4.4,4.0,1.2,0.2,2006-07,NBA
Thabo Sefolosha,"Oct 31, '06, CHI @ MIA",22,1,71,868,109,256,15,42,23,45,35,153,60,33,11,60,100,256,.426,.357,.511,12.2,3.6,2.2,0.8,0.5,0.2,2006-07,NBA
Mouhamed Sene,"Nov 1, '06, SEA vs. POR",20,1,28,169,18,49,0,0,17,29,16,45,0,3,12,11,33,53,.367,,.586,6.0,1.9,1.6,0.0,0.1,0.4,2006-07,NBA
Cedric Simmons,"Nov 1, '06, NOK @ BOS",21,1,43,534,55,132,0,0,16,33,44,107,12,8,23,22,75,126,.417,,.485,12.4,2.9,2.5,0.3,0.2,0.5,2006-07,NBA
Uroš Slokar,"Dec 8, '06, TOR @ CHI",23,1,20,72,14,26,1,2,9,13,7,14,1,1,2,9,11,38,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,0.1,2006-07,NBA
Craig Smith,"Nov 1, '06, MIN vs. SAC",23,1,82,1537,246,463,0,6,116,186,149,416,49,51,18,74,223,608,.531,.000,.624,18.7,7.4,5.1,0.6,0.6,0.2,2006-07,NBA
Steven Smith,"Nov 21, '06, PHI vs. DET",23,1,8,28,2,8,0,0,1,2,1,6,0,1,0,2,4,5,.250,,.500,3.5,0.6,0.8,0.0,0.1,0.0,2006-07,NBA
Vassilis Spanoulis,"Nov 4, '06, HOU vs. DAL",24,1,31,272,23,72,5,29,34,42,5,22,28,7,1,29,33,85,.319,.172,.810,8.8,2.7,0.7,0.9,0.2,0.0,2006-07,NBA
Tyrus Thomas,"Oct 31, '06, CHI @ MIA",20,1,72,966,134,282,0,2,106,175,89,269,40,46,76,94,162,374,.475,.000,.606,13.4,5.2,3.7,0.6,0.6,1.1,2006-07,NBA
P.J. Tucker,"Nov 1, '06, TOR @ NJN",21,1,17,83,11,22,0,0,8,14,11,23,3,2,0,6,12,30,.500,,.571,4.9,1.8,1.4,0.2,0.1,0.0,2006-07,NBA
Marcus Vinicius,"Nov 25, '06, NOK @ DAL",22,1,13,103,7,15,3,7,5,7,2,11,5,2,1,6,10,22,.467,.429,.714,7.9,1.7,0.8,0.4,0.2,0.1,2006-07,NBA
James White,"Mar 26, '07, SAS @ GSW",24,1,6,137,18,41,2,7,12,15,3,20,5,3,1,5,7,50,.439,.286,.800,22.8,8.3,3.3,0.8,0.5,0.2,2006-07,NBA
Justin Williams,"Jan 13, '07, SAC vs. HOU",22,1,26,333,54,88,0,1,23,63,51,115,2,5,16,15,51,131,.614,.000,.365,12.8,5.0,4.4,0.1,0.2,0.6,2006-07,NBA
Marcus Williams,"Nov 1, '06, NJN vs. TOR",21,1,79,1315,208,526,46,163,72,85,29,163,260,29,2,142,96,534,.395,.282,.847,16.6,6.8,2.1,3.3,0.4,0.0,2006-07,NBA
Shawne Williams,"Dec 11, '06, IND @ CHI",20,1,46,556,75,160,19,52,11,20,33,83,22,6,8,24,69,180,.469,.365,.550,12.1,3.9,1.8,0.5,0.1,0.2,2006-07,NBA
Shelden Williams,"Nov 1, '06, ATL @ PHI",23,1,81,1514,166,365,2,4,110,144,131,435,44,52,39,96,199,444,.455,.500,.764,18.7,5.5,5.4,0.5,0.6,0.5,2006-07,NBA
Alison Bales,"May 19, '07, IND vs. MIN",22,1,17,169,24,42,0,0,7,8,12,45,2,4,13,7,14,55,.571,,.875,9.9,3.2,2.6,0.1,0.2,0.8,2006-07,WNBA
Lindsay Bowen,"Jun 22, '07, NYL vs. SAS",23,1,6,37,3,10,3,6,0,0,0,2,1,0,0,4,0,9,.300,.500,,6.2,1.5,0.3,0.2,0.0,0.0,2006-07,WNBA
Cori Chambers,"May 26, '07, CON vs. LAS",21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2006-07,WNBA
Claire Coggins,"May 22, '07, CHI vs. LAS",22,1,20,196,19,77,10,50,1,4,3,16,8,5,1,19,28,49,.247,.200,.250,9.8,2.5,0.8,0.4,0.3,0.1,2006-07,WNBA
Jessica Davenport,"May 20, '07, NYL vs. CHI",22,1,33,382,61,137,0,1,54,66,22,88,9,7,29,44,65,176,.445,.000,.818,11.6,5.3,2.7,0.3,0.2,0.9,2006-07,WNBA
Dee Davis,"May 19, '07, HOU @ SEA",22,1,3,19,2,6,2,3,0,0,0,0,0,0,0,5,2,6,.333,.667,,6.3,2.0,0.0,0.0,0.0,0.0,2006-07,WNBA
Shay Doron,"May 24, '07, NYL vs. WAS",22,1,7,35,4,11,1,1,1,2,0,3,0,3,0,1,2,10,.364,1.000,.500,5.0,1.4,0.4,0.0,0.4,0.0,2006-07,WNBA
Marta Fernandez,"May 22, '07, LAS @ CHI",25,1,34,891,107,282,12,49,71,89,12,72,101,36,14,90,31,297,.379,.245,.798,26.2,8.7,2.1,3.0,1.1,0.4,2006-07,WNBA
Katie Gearlds,"May 19, '07, SEA vs. HOU",22,1,33,437,44,114,22,64,22,25,16,53,24,12,6,20,22,132,.386,.344,.880,13.2,4.0,1.6,0.7,0.4,0.2,2006-07,WNBA
Gillian Goring,"May 24, '07, WAS @ NYL",24,1,21,156,19,45,0,1,16,21,16,41,3,5,12,4,28,54,.422,.000,.762,7.4,2.6,2.0,0.1,0.2,0.6,2006-07,WNBA
Erin Grant,"May 19, '07, HOU @ SEA",23,1,17,211,9,23,0,2,7,10,7,19,37,7,0,11,20,25,.391,.000,.700,12.4,1.5,1.1,2.2,0.4,0.0,2006-07,WNBA
Kamesha Hairston,"May 19, '07, CON @ WAS",21,1,17,148,10,41,3,12,9,12,14,30,6,7,0,9,25,32,.244,.250,.750,8.7,1.9,1.8,0.4,0.4,0.0,2006-07,WNBA
Lindsey Harding,"May 19, '07, MIN @ IND",23,1,20,602,86,243,8,35,53,78,15,87,78,20,6,47,44,233,.354,.229,.679,30.1,11.7,4.4,3.9,1.0,0.3,2006-07,WNBA
Armintie Herrington,"May 20, '07, CHI @ NYL",22,1,34,893,95,232,1,3,78,151,83,204,99,40,7,59,67,269,.409,.333,.517,26.3,7.9,6.0,2.9,1.2,0.2,2006-07,WNBA
Tiffany Jackson-Jones,"May 20, '07, NYL vs. CHI",22,1,34,474,64,154,0,0,45,79,31,104,19,23,12,49,66,173,.416,,.570,13.9,5.1,3.1,0.6,0.7,0.4,2006-07,WNBA
Cathy Joens,"May 20, '07, CHI @ NYL",26,1,19,271,31,79,22,45,11,13,6,33,32,17,1,13,18,95,.392,.489,.846,14.3,5.0,1.7,1.7,0.9,0.1,2006-07,WNBA
Ivory Latta,"May 19, '07, DET vs. SAC",22,1,31,221,34,87,22,49,3,7,4,19,20,8,2,16,24,93,.391,.449,.429,7.1,3.0,0.6,0.6,0.3,0.1,2006-07,WNBA
Evanthia Maltsi,"Jun 13, '07, CON @ MIN",28,1,26,482,53,140,32,77,9,12,16,66,39,20,2,26,39,147,.379,.416,.750,18.5,5.7,2.5,1.5,0.8,0.1,2006-07,WNBA
Navonda Moore,"May 19, '07, MIN @ IND",22,1,19,87,7,26,1,8,6,8,3,15,4,3,0,7,21,21,.269,.125,.750,4.6,1.1,0.8,0.2,0.2,0.0,2006-07,WNBA
Bernice Mosby,"May 19, '07, WAS vs. CON",23,1,28,279,30,62,0,1,23,28,25,78,10,8,6,19,22,83,.484,.000,.821,10.0,3.0,2.8,0.4,0.3,0.2,2006-07,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2006-07,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2006-07,WNBA
Shay Murphy,"May 19, '07, MIN @ IND",22,1,32,436,54,145,18,66,39,46,50,104,17,19,8,20,48,165,.372,.273,.848,13.6,5.2,3.3,0.5,0.6,0.3,2006-07,WNBA
Noelle Quinn,"May 19, '07, MIN @ IND",22,1,34,670,37,124,7,38,15,24,18,89,148,29,13,67,40,96,.298,.184,.625,19.7,2.8,2.6,4.4,0.9,0.4,2006-07,WNBA
Stephanie Raymond,"May 22, '07, CHI vs. LAS",22,1,20,180,20,61,14,44,7,13,2,14,27,4,0,18,11,61,.328,.318,.538,9.0,3.1,0.7,1.4,0.2,0.0,2006-07,WNBA
Kathrin Ress,"May 19, '07, MIN @ IND",22,1,28,348,31,78,2,4,21,29,39,71,16,8,4,37,69,85,.397,.500,.724,12.4,3.0,2.5,0.6,0.3,0.1,2006-07,WNBA
Amy Sanders,"May 19, '07, DET vs. SAC",24,1,6,9,0,2,0,0,2,4,0,2,0,0,0,2,3,2,.000,,.500,1.5,0.3,0.3,0.0,0.0,0.0,2006-07,WNBA
Ashley Shields,"May 19, '07, HOU @ SEA",22,1,26,304,38,138,7,18,54,73,14,33,20,10,1,44,25,137,.275,.389,.740,11.7,5.3,1.3,0.8,0.4,0.0,2006-07,WNBA
Camille Smith,"May 19, '07, SAS @ PHO",22,1,34,711,54,131,3,11,21,40,57,152,23,30,11,40,70,132,.412,.273,.525,20.9,3.9,4.5,0.7,0.9,0.3,2006-07,WNBA
Tyresa Smith,"Aug 19, '07, DET @ IND",22,1,1,7,0,2,0,0,1,2,1,2,0,1,0,0,0,1,.000,,.500,7.0,1.0,2.0,0.0,1.0,0.0,2006-07,WNBA
Sidney Spencer,"May 22, '07, LAS @ CHI",22,1,34,828,118,300,54,123,37,42,48,138,42,27,11,35,86,327,.393,.439,.881,24.4,9.6,4.1,1.2,0.8,0.3,2006-07,WNBA
Carla Thomas,"May 20, '07, CHI @ NYL",21,1,17,122,15,38,0,1,13,14,11,28,3,1,4,7,22,43,.395,.000,.929,7.2,2.5,1.6,0.2,0.1,0.2,2006-07,WNBA
Martina Weber,"Jul 31, '07, NYL vs. LAS",25,1,2,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,.000,,,2.0,0.0,0.5,0.0,0.0,0.0,2006-07,WNBA
