Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Malik Allen,"Nov 30, '01, MIA vs. WAS",23,1,12,161,22,51,0,1,8,10,15,38,5,3,8,2,16,52,.431,.000,.800,13.4,4.3,3.2,0.4,0.3,0.7,2001-02
Chris Andersen,"Nov 23, '01, DEN @ POR",23,1,24,262,25,74,0,4,22,28,38,76,7,7,28,13,35,72,.338,.000,.786,10.9,3.0,3.2,0.3,0.3,1.2,2001-02
Gilbert Arenas,"Nov 4, '01, GSW vs. POR",20,1,47,1155,174,384,39,113,124,160,41,132,174,69,11,97,115,511,.453,.345,.775,24.6,10.9,2.8,3.7,1.5,0.2,2001-02
Brandon Armstrong,"Nov 2, '01, NJN @ DET",21,1,35,196,27,85,5,17,5,10,10,16,8,7,1,8,26,64,.318,.294,.500,5.6,1.8,0.5,0.2,0.2,0.0,2001-02
Carlos Arroyo,"Oct 30, '01, TOR @ ORL",22,1,37,371,49,111,0,2,13,18,12,40,70,11,1,23,30,111,.441,.000,.722,10.0,3.0,1.1,1.9,0.3,0.0,2001-02
Mengke Bateer,"Feb 27, '02, DEN @ GSW",26,1,27,408,53,132,4,12,29,37,32,96,22,10,5,32,94,139,.402,.333,.784,15.1,5.1,3.6,0.8,0.4,0.2,2001-02
Shane Battier,"Nov 1, '01, MEM vs. DET",23,1,78,3097,412,961,103,276,198,283,180,418,216,121,81,155,215,1125,.429,.373,.700,39.7,14.4,5.4,2.8,1.6,1.0,2001-02
Charlie Bell,"Oct 30, '01, PHO vs. DEN",22,1,7,44,3,11,0,6,2,2,2,5,2,0,0,5,3,8,.273,.000,1.000,6.3,1.1,0.7,0.3,0.0,0.0,2001-02
Ruben Boumtje-Boumtje,"Oct 30, '01, POR @ LAL",23,1,33,245,13,32,0,0,13,25,21,55,4,3,16,14,38,39,.406,,.520,7.4,1.2,1.7,0.1,0.1,0.5,2001-02
Michael Bradley,"Oct 30, '01, TOR @ ORL",22,1,26,118,13,25,0,2,4,8,7,24,3,0,6,6,10,30,.520,.000,.500,4.5,1.2,0.9,0.1,0.0,0.2,2001-02
Jamison Brewer,"Nov 20, '01, IND vs. ATL",21,1,13,43,2,5,0,1,0,0,2,8,9,2,0,3,3,4,.400,.000,,3.3,0.3,0.6,0.7,0.2,0.0,2001-02
PrimoÅ¾ Brezec,"Nov 4, '01, IND @ TOR",22,1,22,160,14,29,0,0,15,25,16,28,6,0,7,6,28,43,.483,,.600,7.3,2.0,1.3,0.3,0.0,0.3,2001-02
Damone Brown,"Oct 30, '01, PHI @ MIN",22,1,17,67,8,21,0,1,7,8,2,4,2,1,1,9,11,23,.381,.000,.875,3.9,1.4,0.2,0.1,0.1,0.1,2001-02
Ernest Brown,"Nov 15, '01, MIA @ NYK",22,1,3,21,1,6,0,0,1,4,1,6,0,0,1,3,4,3,.167,,.250,7.0,1.0,2.0,0.0,0.0,0.3,2001-02
Kedrick Brown,"Oct 30, '01, BOS @ CLE",20,1,29,245,23,70,5,27,12,20,11,50,15,18,7,7,18,63,.329,.185,.600,8.4,2.2,1.7,0.5,0.6,0.2,2001-02
Kwame Brown,"Oct 30, '01, WAS @ NYK",19,1,57,817,94,243,0,1,70,99,63,198,43,16,26,43,105,258,.387,.000,.707,14.3,4.5,3.5,0.8,0.3,0.5,2001-02
Tierre Brown,"Nov 9, '01, HOU @ DEN",22,1,40,403,49,115,4,12,21,28,12,42,70,19,3,40,26,123,.426,.333,.750,10.1,3.1,1.1,1.8,0.5,0.1,2001-02
Tyson Chandler,"Oct 31, '01, CHI vs. IND",19,1,71,1389,151,304,0,0,134,222,114,343,54,28,93,99,179,436,.497,,.604,19.6,6.1,4.8,0.8,0.4,1.3,2001-02
Speedy Claxton,"Oct 30, '01, PHI @ MIN",23,1,67,1528,181,452,4,33,114,136,46,160,198,95,6,95,145,480,.400,.121,.838,22.8,7.2,2.4,3.0,1.4,0.1,2001-02
Jarron Collins,"Nov 23, '01, UTA vs. LAC",23,1,70,1440,158,343,0,1,134,181,138,296,58,29,22,56,234,450,.461,.000,.740,20.6,6.4,4.2,0.8,0.4,0.3,2001-02
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2001-02
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2001-02
Jason Collins,"Oct 31, '01, NJN @ BOS",23,1,77,1407,117,278,1,2,115,164,132,301,81,29,47,72,173,350,.421,.500,.701,18.3,4.5,3.9,1.1,0.4,0.6,2001-02
Joe Crispin,"Nov 11, '01, LAL vs. ORL",22,1,21,156,26,68,15,39,12,13,2,11,26,5,0,10,10,79,.382,.385,.923,7.4,3.8,0.5,1.2,0.2,0.0,2001-02
Eddy Curry,"Oct 31, '01, CHI vs. IND",19,1,72,1150,189,377,0,0,105,160,111,272,25,16,53,69,173,483,.501,,.656,16.0,6.7,3.8,0.3,0.2,0.7,2001-02
Samuel Dalembert,"Dec 4, '01, PHI @ SAC",20,1,34,177,22,50,0,0,7,18,25,68,5,6,13,14,30,51,.440,,.389,5.2,1.5,2.0,0.1,0.2,0.4,2001-02
DeSagana Diop,"Oct 30, '01, CLE vs. BOS",20,1,18,109,12,29,0,0,1,5,5,17,5,1,10,12,19,25,.414,,.200,6.1,1.4,0.9,0.3,0.1,0.6,2001-02
Predrag Drobnjak,"Nov 20, '01, SEA @ DAL",26,1,64,1174,191,414,0,2,55,73,75,219,51,20,31,51,109,437,.461,.000,.753,18.3,6.8,3.4,0.8,0.3,0.5,2001-02
Maurice Evans,"Dec 19, '01, MIN @ NJN",23,1,10,45,9,19,0,3,3,4,3,4,4,0,0,2,9,21,.474,.000,.750,4.5,2.1,0.4,0.4,0.0,0.0,2001-02
