Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Kim Anderson,"Oct 15, '78, POR vs. CHI",23,1,21,224,24,77,,,15,28,17,45,15,4,5,22,42,63,.312,,.536,10.7,3.0,2.1,0.7,0.2,0.2,1978-79
Del Beshore,"Oct 24, '78, MIL @ PHO",22,1,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1978-79
Dennis Boyd,"Dec 12, '78, DET @ CLE",24,1,5,40,3,12,,,0,0,0,2,7,0,0,6,5,6,.250,,,8.0,1.2,0.4,1.4,0.0,0.0,1978-79
Winford Boynes,"Oct 13, '78, NJN @ DET",21,1,69,1176,256,595,,,133,169,60,155,75,43,7,119,117,645,.430,,.787,17.0,9.3,2.2,1.1,0.6,0.1,1978-79
Ron Brewer,"Oct 15, '78, POR vs. CHI",23,1,81,2454,434,878,,,210,256,88,229,165,102,79,153,181,1078,.494,,.820,30.3,13.3,2.8,2.0,1.3,1.0,1978-79
Greg Bunch,"Oct 13, '78, NYK vs. HOU",22,1,12,97,9,26,,,10,12,9,17,4,3,3,5,10,28,.346,,.833,8.1,2.3,1.4,0.3,0.3,0.3,1978-79
Marty Byrnes,"Oct 13, '78, PHO vs. SDC",22,1,79,1264,187,389,,,106,154,90,191,104,27,10,119,111,480,.481,,.688,16.0,6.1,2.4,1.3,0.3,0.1,1978-79
Ron Carter,"Oct 13, '78, LAL @ PHI",22,1,46,332,54,124,,,36,54,21,45,25,17,7,40,54,144,.435,,.667,7.2,3.1,1.0,0.5,0.4,0.2,1978-79
Maurice Cheeks*,"Oct 13, '78, PHI vs. LAL",22,1,82,2409,292,572,,,101,140,63,254,431,174,12,193,198,685,.510,,.721,29.4,8.4,3.1,5.3,2.1,0.1,1978-79
Michael Cooper*,"Dec 22, '78, LAL vs. WSB",22,1,3,7,3,6,,,0,0,0,0,0,1,0,1,1,6,.500,,,2.3,2.0,0.0,0.0,0.3,0.0,1978-79
Wayne Cooper,"Oct 14, '78, GSW vs. SDC",22,1,65,795,128,293,,,41,61,90,280,21,7,44,52,118,297,.437,,.672,12.2,4.6,4.3,0.3,0.1,0.7,1978-79
Dave Corzine,"Oct 13, '78, WSB vs. NOJ",22,1,59,532,63,118,,,49,63,52,147,49,10,14,53,67,175,.534,,.778,9.0,3.0,2.5,0.8,0.2,0.2,1978-79
Geoff Crompton,"Oct 15, '78, DEN @ SDC",23,1,20,88,10,26,,,6,12,6,23,5,0,3,12,19,26,.385,,.500,4.4,1.3,1.2,0.3,0.0,0.2,1978-79
Harry Davis,"Oct 13, '78, CLE @ BOS",23,1,40,394,66,153,,,30,43,27,66,16,13,8,23,66,162,.431,,.698,9.9,4.1,1.7,0.4,0.3,0.2,1978-79
Bob Elliott,"Oct 13, '78, NJN @ DET",23,1,14,282,41,73,,,41,56,16,56,22,6,4,26,34,123,.562,,.732,20.1,8.8,4.0,1.6,0.4,0.3,1978-79
Ray Epps,"Oct 14, '78, GSW vs. SDC",22,1,13,72,10,23,,,6,8,0,5,2,1,0,2,7,26,.435,,.750,5.5,2.0,0.4,0.2,0.1,0.0,1978-79
Phil Ford,"Oct 15, '78, KCK @ SEA",22,1,79,2723,467,1004,,,326,401,33,182,681,174,6,323,245,1260,.465,,.813,34.5,15.9,2.3,8.6,2.2,0.1,1978-79
Jack Givens,"Oct 13, '78, ATL @ IND",22,1,74,1347,234,564,,,102,135,98,214,83,72,17,75,121,570,.415,,.756,18.2,7.7,2.9,1.1,1.0,0.2,1978-79
Tommie Green,"Oct 13, '78, NOJ @ WSB",22,1,59,809,92,237,,,48,63,20,68,140,61,6,89,111,232,.388,,.762,13.7,3.9,1.2,2.4,1.0,0.1,1978-79
Lars Hansen,"Dec 17, '78, SEA @ CLE",24,1,15,205,29,57,,,18,31,22,59,14,1,1,9,28,76,.509,,.581,13.7,5.1,3.9,0.9,0.1,0.1,1978-79
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1978-79
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1978-79
James Hardy,"Oct 13, '78, NOJ @ WSB",22,1,68,1456,196,426,,,61,88,121,310,65,52,61,93,133,453,.460,,.693,21.4,6.7,4.6,1.0,0.8,0.9,1978-79
Keith Herron,"Oct 28, '78, ATL vs. CHI",22,1,14,81,14,48,,,12,13,4,10,3,6,2,5,11,40,.292,,.923,5.8,2.9,0.7,0.2,0.4,0.1,1978-79
Kenny Higgs,"Oct 13, '78, CLE @ BOS",24,1,68,1050,127,279,,,85,111,18,102,141,66,11,47,176,339,.455,,.766,15.4,5.0,1.5,2.1,1.0,0.2,1978-79
Essie Hollis,"Nov 28, '78, DET @ LAL",23,1,25,154,30,75,,,9,12,21,45,6,11,1,14,28,69,.400,,.750,6.2,2.8,1.8,0.2,0.4,0.0,1978-79
Otis Howard,"Oct 14, '78, MIL @ SAS",22,1,14,113,24,56,,,11,23,18,41,5,2,2,7,24,59,.429,,.478,8.1,4.2,2.9,0.4,0.1,0.1,1978-79
Clemon Johnson,"Oct 15, '78, POR vs. CHI",22,1,74,794,102,217,,,36,74,83,226,78,23,36,65,121,240,.470,,.486,10.7,3.2,3.1,1.1,0.3,0.5,1978-79
George Johnson,"Oct 24, '78, MIL @ PHO",22,1,67,1157,165,342,,,84,117,106,360,81,75,49,100,187,414,.482,,.718,17.3,6.2,5.4,1.2,1.1,0.7,1978-79
