Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Don Barksdale*,"Nov 1, '51, BLB @ ROC",28,1,62,2014,272,804,,,237,343,,601,137,,,,230,781,.338,,.691,32.5,12.6,9.7,2.2,,,1951-52
Elmer Behnke,"Nov 3, '51, MLH vs. NYK",22,1,4,55,6,22,,,4,7,,17,4,,,,13,16,.273,,.571,13.8,4.0,4.3,1.0,,,1951-52
Ed Dahler,"Nov 5, '51, PHW @ BLB",26,1,14,112,14,38,,,7,7,,22,5,,,,16,35,.368,,1.000,8.0,2.5,1.6,0.4,,,1951-52
Nate DeLong,"Jan 27, '52, MLH @ MNL",26,1,17,132,20,42,,,24,35,,31,14,,,,47,64,.476,,.686,7.8,3.8,1.8,0.8,,,1951-52
Dick Dickey,"Nov 4, '51, BOS vs. INO",25,1,45,440,40,136,,,47,69,,81,50,,,,79,127,.294,,.681,9.8,2.8,1.8,1.1,,,1951-52
Jake Fendley,"Nov 1, '51, FTW @ SYR",22,1,58,651,54,170,,,75,95,,80,58,,,,118,183,.318,,.789,11.2,3.2,1.4,1.0,,,1951-52
Jerry Fowler,"Nov 11, '51, MLH @ FTW",24,1,6,41,4,13,,,1,4,,10,2,,,,9,9,.308,,.250,6.8,1.5,1.7,0.3,,,1951-52
Lew Hitch,"Nov 3, '51, MNL @ ROC",22,1,61,849,77,215,,,63,94,,243,50,,,,89,217,.358,,.670,13.9,3.6,4.0,0.8,,,1951-52
Mel Hutchins,"Nov 3, '51, MLH vs. NYK",23,1,66,2618,231,633,,,145,225,,880,190,,,,192,607,.365,,.644,39.7,9.2,13.3,2.9,,,1951-52
Neil Johnston*,"Nov 3, '51, PHW vs. FTW",22,1,64,993,141,299,,,100,151,,342,39,,,,154,382,.472,,.662,15.5,6.0,5.3,0.6,,,1951-52
Jack Kiley,"Nov 1, '51, FTW @ SYR",23,1,47,477,44,193,,,30,54,,49,62,,,,54,118,.228,,.556,10.1,2.5,1.0,1.3,,,1951-52
George King,"Nov 1, '51, SYR vs. FTW",23,1,66,1889,235,579,,,188,264,,274,244,,,,199,658,.406,,.712,28.6,10.0,4.2,3.7,,,1951-52
John McConathy,"Nov 3, '51, MLH vs. NYK",21,1,11,106,4,29,,,6,14,,20,8,,,,7,14,.138,,.429,9.6,1.3,1.8,0.7,,,1951-52
Al McGuire*,"Nov 10, '51, NYK vs. MNL",23,1,59,788,72,167,,,64,122,,121,107,,,,136,208,.431,,.525,13.4,3.5,2.1,1.8,,,1951-52
Dave Minor,"Nov 1, '51, BLB @ ROC",29,1,57,1558,185,522,,,101,132,,275,160,,,,161,471,.354,,.765,27.3,8.3,4.8,2.8,,,1951-52
Ralph O'Brien,"Nov 3, '51, INO @ BLB",23,1,64,1577,228,613,,,122,149,,122,124,,,,115,578,.372,,.819,24.6,9.0,1.9,1.9,,,1951-52
Wally Osterkorn,"Nov 1, '51, SYR vs. FTW",23,1,66,1721,145,413,,,199,335,,444,117,,,,226,489,.351,,.594,26.1,7.4,6.7,1.8,,,1951-52
Mel Payton,"Nov 3, '51, PHW vs. FTW",25,1,45,471,54,140,,,21,28,,83,45,,,,68,129,.386,,.750,10.5,2.9,1.8,1.0,,,1951-52
John Pilch,"Nov 3, '51, MNL @ ROC",26,1,9,41,1,10,,,3,6,,9,2,,,,10,5,.100,,.500,4.6,0.6,1.0,0.2,,,1951-52
Ray Ragelis,"Nov 1, '51, ROC vs. BLB",23,1,51,337,25,96,,,18,29,,76,31,,,,62,68,.260,,.621,6.6,1.3,1.5,0.6,,,1951-52
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1951-52
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1951-52
Sam Ranzino,"Nov 1, '51, ROC vs. BLB",23,1,39,234,30,90,,,26,37,,39,25,,,,63,86,.333,,.703,6.0,2.2,1.0,0.6,,,1951-52
John Rennicke,"Jan 31, '52, MLH @ SYR",22,1,6,54,4,18,,,3,9,,9,1,,,,7,11,.222,,.333,9.0,1.8,1.5,0.2,,,1951-52
Don Savage,"Nov 1, '51, SYR vs. FTW",23,1,12,118,9,43,,,18,28,,24,12,,,,22,36,.209,,.643,9.8,3.0,2.0,1.0,,,1951-52
Chuck Share,"Nov 1, '51, FTW @ SYR",24,1,63,882,76,236,,,96,155,,331,66,,,,141,248,.322,,.619,14.0,3.9,5.3,1.0,,,1951-52
Zeke Sinicola,"Nov 1, '51, FTW @ SYR",23,1,3,15,1,4,,,0,2,,1,0,,,,2,2,.250,,.000,5.0,0.7,0.3,0.0,,,1951-52
Whitey Skoog,"Nov 3, '51, MNL @ ROC",25,1,35,988,102,296,,,30,38,,122,60,,,,94,234,.345,,.789,28.2,6.7,3.5,1.7,,,1951-52
Jim Slaughter,"Jan 19, '52, BLB vs. INO",23,1,28,525,53,165,,,41,68,,148,25,,,,81,147,.321,,.603,18.8,5.3,5.3,0.9,,,1951-52
Bill Tosheff,"Nov 3, '51, INO @ BLB",25,1,65,2055,213,651,,,182,221,,216,222,,,,204,608,.327,,.824,31.6,9.4,3.3,3.4,,,1951-52
Bob Wilson,"Nov 3, '51, MLH vs. NYK",25,1,63,1308,79,264,,,78,135,,210,108,,,,172,236,.299,,.578,20.8,3.7,3.3,1.7,,,1951-52
