Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Lavoy Allen,"Jan 7, '12, PHI vs. TOR",22,1,41,624,79,167,0,0,11,14,47,171,34,13,18,20,73,169,.473,,.786,15.2,4.1,4.2,0.8,0.3,0.4,2011-12,NBA
Gustavo Ayón,"Jan 1, '12, NOH @ SAC",26,1,54,1088,140,261,0,1,39,63,86,265,74,53,46,46,118,319,.536,.000,.619,20.1,5.9,4.9,1.4,1.0,0.9,2011-12,NBA
Keith Benson,"Mar 24, '12, GSW vs. SAC",23,1,3,9,0,1,0,0,0,0,2,3,0,0,0,0,0,0,.000,,,3.0,0.0,1.0,0.0,0.0,0.0,2011-12,NBA
Bismack Biyombo,"Dec 26, '11, CHA vs. MIL",19,1,63,1455,129,278,0,0,69,143,113,368,27,20,115,71,145,327,.464,,.483,23.1,5.2,5.8,0.4,0.3,1.8,2011-12,NBA
MarShon Brooks,"Dec 26, '11, NJN @ WAS",23,1,56,1648,274,640,47,150,113,148,70,200,131,52,15,118,116,708,.428,.313,.764,29.4,12.6,3.6,2.3,0.9,0.3,2011-12,NBA
Alec Burks,"Dec 27, '11, UTA @ LAL",20,1,59,939,153,357,15,45,104,143,57,132,55,27,5,51,84,425,.429,.333,.727,15.9,7.2,2.2,0.9,0.5,0.1,2011-12,NBA
Jimmy Butler,"Jan 1, '12, CHI vs. MEM",22,1,42,359,32,79,2,11,43,56,23,56,14,11,5,14,20,109,.405,.182,.768,8.5,2.6,1.3,0.3,0.3,0.1,2011-12,NBA
Derrick Byars,"Apr 25, '12, SAS @ PHO",27,1,2,37,3,11,0,6,4,4,6,11,1,2,0,0,2,10,.273,.000,1.000,18.5,5.0,5.5,0.5,1.0,0.0,2011-12,NBA
Norris Cole,"Dec 25, '11, MIA @ DAL",23,1,65,1260,177,450,21,76,66,85,21,91,133,44,2,105,124,441,.393,.276,.776,19.4,6.8,1.4,2.0,0.7,0.0,2011-12,NBA
Eric Dawson,"Feb 21, '12, SAS @ POR",27,1,4,39,7,12,0,0,1,2,5,10,0,1,2,3,6,15,.583,,.500,9.8,3.8,2.5,0.0,0.3,0.5,2011-12,NBA
Justin Dentmon,"Mar 24, '12, SAS @ NOH",26,1,6,91,10,28,2,14,4,6,0,8,10,2,0,7,10,26,.357,.143,.667,15.2,4.3,1.3,1.7,0.3,0.0,2011-12,NBA
Jerome Dyson,"Apr 11, '12, NOH vs. SAC",24,1,9,180,19,48,1,8,28,36,2,19,18,11,2,20,19,67,.396,.125,.778,20.0,7.4,2.1,2.0,1.2,0.2,2011-12,NBA
Kenneth Faried,"Dec 28, '11, DEN vs. UTA",22,1,46,1037,181,309,0,0,109,164,142,352,36,34,47,54,116,471,.586,,.665,22.5,10.2,7.7,0.8,0.7,1.0,2011-12,NBA
Jeff Foote,"Mar 9, '12, NOH @ DEN",24,1,4,39,2,6,0,0,0,0,1,6,0,0,1,2,5,4,.333,,,9.8,1.0,1.5,0.0,0.0,0.3,2011-12,NBA
Courtney Fortson,"Jan 16, '12, LAC vs. NJN",23,1,10,95,11,32,3,13,10,15,6,15,10,3,0,10,5,35,.344,.231,.667,9.5,3.5,1.5,1.0,0.3,0.0,2011-12,NBA
Jimmer Fredette,"Dec 26, '11, SAC vs. LAL",22,1,61,1135,172,446,78,216,40,48,17,73,108,30,3,67,73,462,.386,.361,.833,18.6,7.6,1.2,1.8,0.5,0.0,2011-12,NBA
Enes Freedom,"Dec 27, '11, UTA @ LAL",19,1,66,874,117,236,0,1,70,105,107,278,8,18,23,54,87,304,.496,.000,.667,13.2,4.6,4.2,0.1,0.3,0.3,2011-12,NBA
Mickell Gladness,"Dec 25, '11, MIA @ DAL",25,1,26,252,25,59,0,0,6,12,14,58,5,4,20,7,32,56,.424,,.500,9.7,2.2,2.2,0.2,0.2,0.8,2011-12,NBA
Andrew Goudelock,"Dec 25, '11, LAL vs. CHI",23,1,40,419,68,174,28,75,11,12,5,31,20,4,0,21,32,175,.391,.373,.917,10.5,4.4,0.8,0.5,0.1,0.0,2011-12,NBA
Jordan Hamilton,"Jan 25, '12, DEN @ SAC",21,1,26,258,48,111,17,47,2,5,11,62,20,4,3,16,15,115,.432,.362,.400,9.9,4.4,2.4,0.8,0.2,0.1,2011-12,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2011-12,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2011-12,NBA
Justin Harper,"Dec 26, '11, ORL vs. HOU",22,1,14,84,9,31,2,13,0,1,3,12,2,2,3,6,5,20,.290,.154,.000,6.0,1.4,0.9,0.1,0.1,0.2,2011-12,NBA
Josh Harrellson,"Dec 25, '11, NYK vs. BOS",22,1,37,540,63,149,20,59,16,26,47,144,11,23,20,20,48,162,.423,.339,.615,14.6,4.4,3.9,0.3,0.6,0.5,2011-12,NBA
Terrel Harris,"Dec 25, '11, MIA @ DAL",24,1,22,318,29,83,8,39,14,21,18,51,26,9,2,25,34,80,.349,.205,.667,14.5,3.6,2.3,1.2,0.4,0.1,2011-12,NBA
Tobias Harris,"Jan 7, '12, MIL @ LAC",19,1,42,479,79,169,6,23,44,54,30,101,22,13,7,31,45,208,.467,.261,.815,11.4,5.0,2.4,0.5,0.3,0.2,2011-12,NBA
Cory Higgins,"Jan 1, '12, CHA @ MIA",22,1,38,423,52,160,4,20,42,60,7,35,36,5,6,39,40,150,.325,.200,.700,11.1,3.9,0.9,0.9,0.1,0.2,2011-12,NBA
Darington Hobson,"Jan 7, '12, MIL @ LAC",24,1,5,39,2,13,0,6,0,0,0,3,6,0,0,2,1,4,.154,.000,,7.8,0.8,0.6,1.2,0.0,0.0,2011-12,NBA
Tyler Honeycutt,"Dec 31, '11, SAC vs. NYK",21,1,15,88,8,24,1,3,3,5,3,14,7,4,3,2,3,20,.333,.333,.600,5.9,1.3,0.9,0.5,0.3,0.2,2011-12,NBA
Dennis Horner,"Dec 27, '11, NJN vs. ATL",23,1,8,22,1,4,0,1,3,4,2,5,0,0,0,1,1,5,.250,.000,.750,2.8,0.6,0.6,0.0,0.0,0.0,2011-12,NBA
Kyrie Irving,"Dec 26, '11, CLE vs. TOR",19,1,51,1558,350,747,73,183,171,196,44,191,275,54,20,160,110,944,.469,.399,.872,30.5,18.5,3.7,5.4,1.1,0.4,2011-12,NBA
Reggie Jackson,"Dec 31, '11, OKC vs. PHO",21,1,45,501,51,159,13,62,25,29,14,53,71,25,1,36,31,140,.321,.210,.862,11.1,3.1,1.2,1.6,0.6,0.0,2011-12,NBA
