Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Mark Aguirre,"Oct 30, '81, DAL @ UTA",22,1,51,1468,381,820,25,71,168,247,89,249,164,37,22,135,152,955,.465,.352,.680,28.8,18.7,4.9,3.2,0.7,0.4,1981-82
Danny Ainge,"Dec 9, '81, BOS vs. NJN",22,1,53,564,79,221,5,17,56,65,25,56,87,37,3,53,86,219,.357,.294,.862,10.6,4.1,1.1,1.6,0.7,0.1,1981-82
Carl Bailey,"Apr 9, '82, POR vs. SDC",23,1,1,7,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1.000,,,7.0,2.0,0.0,0.0,0.0,0.0,1981-82
Gene Banks,"Oct 30, '81, SAS @ KCK",22,1,80,1700,311,652,0,8,145,212,157,411,147,55,17,106,199,767,.477,.000,.684,21.3,9.6,5.1,1.8,0.7,0.2,1981-82
Rolando Blackman,"Oct 30, '81, DAL @ UTA",22,1,82,1979,439,855,1,4,212,276,97,254,105,46,30,113,122,1091,.513,.250,.768,24.1,13.3,3.1,1.3,0.6,0.4,1981-82
Ray Blume,"Nov 3, '81, CHI vs. ATL",23,1,49,546,102,222,4,18,18,28,14,41,68,23,2,54,57,226,.459,.222,.643,11.1,4.6,0.8,1.4,0.5,0.0,1981-82
Alex Bradley,"Nov 3, '81, NYK @ HOU",22,1,39,331,54,103,0,1,29,48,31,65,11,12,5,28,37,137,.524,.000,.604,8.5,3.5,1.7,0.3,0.3,0.1,1981-82
Charles Bradley,"Oct 30, '81, BOS vs. WSB",22,1,51,339,55,122,0,1,42,62,12,38,22,14,6,37,61,152,.451,.000,.677,6.6,3.0,0.7,0.4,0.3,0.1,1981-82
Brad Branson,"Mar 31, '82, CLE @ NJN",23,1,10,176,21,52,0,0,11,12,14,33,6,5,4,13,17,53,.404,,.917,17.6,5.3,3.3,0.6,0.5,0.4,1981-82
Jim Brogan,"Nov 6, '81, SDC @ CHI",23,1,63,1027,165,364,9,32,61,84,61,120,156,49,13,83,123,400,.453,.281,.726,16.3,6.3,1.9,2.5,0.8,0.2,1981-82
Roger Burkman,"Oct 30, '81, CHI @ IND",23,1,6,30,0,4,0,1,5,6,2,6,5,6,2,3,6,5,.000,.000,.833,5.0,0.8,1.0,0.8,1.0,0.3,1981-82
David Burns,"Nov 4, '81, NJN vs. ATL",23,1,9,87,7,16,0,0,9,15,1,5,15,3,0,13,17,23,.438,,.600,9.7,2.6,0.6,1.7,0.3,0.0,1981-82
Bobby Cattage,"Oct 30, '81, UTA vs. DAL",23,1,49,337,60,135,0,2,30,41,22,73,7,7,0,18,58,150,.444,.000,.732,6.9,3.1,1.5,0.1,0.1,0.0,1981-82
Tom Chambers,"Oct 31, '81, SDC vs. HOU",22,1,81,2682,554,1056,0,2,284,458,211,561,146,58,46,220,341,1392,.525,.000,.620,33.1,17.2,6.9,1.8,0.7,0.6,1981-82
Joe Cooper,"Oct 30, '81, NJN vs. NYK",24,1,1,11,1,2,0,0,0,0,1,2,0,0,0,1,2,2,.500,,,11.0,2.0,2.0,0.0,0.0,0.0,1981-82
Charles Davis,"Oct 30, '81, WSB @ BOS",23,1,54,575,88,184,0,2,30,37,54,133,31,10,13,43,89,206,.478,.000,.811,10.6,3.8,2.5,0.6,0.2,0.2,1981-82
