Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Alaa Abdelnaby,"Nov 2, '90, POR vs. HOU",22,1,43,290,55,116,0,0,25,44,27,89,12,4,12,22,39,135,.474,,.568,6.7,3.1,2.1,0.3,0.1,0.3,1990-91
Mahmoud Abdul-Rauf,"Nov 10, '90, DEN @ PHO",21,1,67,1505,417,1009,24,100,84,98,34,121,206,55,4,110,149,942,.413,.240,.857,22.5,14.1,1.8,3.1,0.8,0.1,1990-91
Keith Askins,"Dec 11, '90, MIA @ NYK",23,1,39,266,34,81,6,25,12,25,30,68,19,16,13,11,46,86,.420,.240,.480,6.8,2.2,1.7,0.5,0.4,0.3,1990-91
MiloÅ¡ BabiÄ,"Nov 21, '90, CLE vs. MIA",22,1,12,52,6,19,0,0,7,12,6,9,4,1,1,5,7,19,.316,,.583,4.3,1.6,0.8,0.3,0.1,0.1,1990-91
Cedric Ball,"Nov 14, '90, LAC vs. PHO",22,1,7,26,3,8,0,0,2,2,5,11,0,0,2,2,5,8,.375,,1.000,3.7,1.1,1.6,0.0,0.0,0.3,1990-91
Lance Blanks,"Nov 2, '90, DET vs. MIL",24,1,38,214,26,61,2,16,10,14,4,20,26,9,2,18,35,64,.426,.125,.714,5.6,1.7,0.5,0.7,0.2,0.1,1990-91
Anthony Bonner,"Dec 11, '90, SAC @ PHO",22,1,34,750,103,230,0,0,44,76,59,161,49,39,5,41,62,250,.448,,.579,22.1,7.4,4.7,1.4,1.1,0.1,1990-91
Dee Brown,"Nov 2, '90, BOS vs. CLE",22,1,82,1945,284,612,7,34,137,157,41,182,344,83,14,137,161,712,.464,.206,.873,23.7,8.7,2.2,4.2,1.0,0.2,1990-91
Jud Buechler,"Nov 2, '90, NJN @ IND",22,1,74,859,94,226,1,4,43,66,61,141,51,33,15,26,79,232,.416,.250,.652,11.6,3.1,1.9,0.7,0.4,0.2,1990-91
Matt Bullard,"Jan 5, '91, HOU vs. IND",23,1,18,63,14,31,0,3,11,17,6,14,2,3,0,3,10,39,.452,.000,.647,3.5,2.2,0.8,0.1,0.2,0.0,1990-91
Willie Burton,"Nov 2, '90, MIA vs. WSB",22,1,76,1928,341,773,4,30,229,293,111,262,107,72,24,144,275,915,.441,.133,.782,25.4,12.0,3.4,1.4,0.9,0.3,1990-91
Rick Calloway,"Nov 6, '90, SAC vs. ATL",24,1,64,678,75,192,0,2,55,79,25,78,61,22,7,51,98,205,.391,.000,.696,10.6,3.2,1.2,1.0,0.3,0.1,1990-91
Elden Campbell,"Nov 3, '90, LAL @ SAS",22,1,52,380,56,123,0,0,32,49,40,96,10,11,38,16,71,144,.455,,.653,7.3,2.8,1.8,0.2,0.2,0.7,1990-91
Duane Causwell,"Nov 2, '90, SAC @ LAC",22,1,76,1719,210,413,0,0,105,165,141,391,69,49,148,96,225,525,.508,,.636,22.6,6.9,5.1,0.9,0.6,1.9,1990-91
