Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1989-90
Jay Edwards,"Jan 22, '90, LAC @ SAC",21,1,4,26,3,7,0,2,1,3,1,2,4,1,0,1,4,7,.429,.000,.333,6.5,1.8,0.5,1.0,0.3,0.0,1989-90
Sean Elliott,"Nov 4, '89, SAS vs. LAL",21,1,81,2032,311,647,1,9,187,216,127,297,154,45,14,112,172,810,.481,.111,.866,25.1,10.0,3.7,1.9,0.6,0.2,1989-90
Pervis Ellison,"Nov 14, '89, SAC vs. CHI",22,1,34,866,111,251,0,2,49,78,64,196,65,16,57,62,132,271,.442,.000,.628,25.5,8.0,5.8,1.9,0.5,1.7,1989-90
Derrick Gervin,"Feb 14, '90, NJN @ PHI",26,1,21,339,93,197,0,3,65,89,29,65,8,20,7,12,47,251,.472,.000,.730,16.1,12.0,3.1,0.4,1.0,0.3,1989-90
Greg Grant,"Nov 3, '89, PHO vs. GSW",23,1,67,678,83,216,3,16,39,59,16,59,168,36,1,77,58,208,.384,.188,.661,10.1,3.1,0.9,2.5,0.5,0.0,1989-90
Scott Haffner,"Nov 3, '89, MIA vs. NJN",23,1,43,559,88,217,3,21,17,25,7,51,80,13,2,33,53,196,.406,.143,.680,13.0,4.6,1.2,1.9,0.3,0.0,1989-90
Tom Hammonds,"Nov 3, '89, WSB @ CHH",22,1,61,805,129,295,0,1,63,98,61,168,51,11,14,46,98,321,.437,.000,.643,13.2,5.3,2.8,0.8,0.2,0.2,1989-90
Tim Hardaway*,"Nov 3, '89, GSW @ PHO",23,1,79,2663,464,985,23,84,211,276,57,310,689,165,12,260,232,1162,.471,.274,.764,33.7,14.7,3.9,8.7,2.1,0.2,1989-90
Mike Higgins,"Nov 12, '89, LAL vs. DAL",22,1,11,50,3,8,0,0,8,10,2,4,3,2,2,1,5,14,.375,,.800,4.5,1.3,0.4,0.3,0.2,0.2,1989-90
Ed Horton,"Nov 3, '89, WSB @ CHH",22,1,45,374,80,162,0,4,42,69,59,108,19,9,5,39,63,202,.494,.000,.609,8.3,4.5,2.4,0.4,0.2,0.1,1989-90
Byron Irvin,"Nov 7, '89, POR @ HOU",23,1,50,488,96,203,5,14,61,91,30,74,47,28,1,39,40,258,.473,.357,.670,9.8,5.2,1.5,0.9,0.6,0.0,1989-90
Jaren Jackson,"Nov 3, '89, NJN @ MIA",22,1,28,160,25,69,0,3,17,21,16,24,13,13,1,18,16,67,.362,.000,.810,5.7,2.4,0.9,0.5,0.5,0.0,1989-90
Eric Johnson,"Nov 8, '89, UTA vs. CHH",23,1,48,272,20,84,1,6,13,17,8,28,64,17,2,26,49,54,.238,.167,.765,5.7,1.1,0.6,1.3,0.4,0.0,1989-90
Nate Johnston,"Nov 10, '89, UTA vs. SAS",23,1,21,87,18,48,1,4,9,13,13,23,1,3,8,6,11,46,.375,.250,.692,4.1,2.2,1.1,0.0,0.1,0.4,1989-90
Shawn Kemp,"Nov 3, '89, SEA vs. MIN",20,1,81,1120,203,424,2,12,117,159,146,346,26,47,70,107,204,525,.479,.167,.736,13.8,6.5,4.3,0.3,0.6,0.9,1989-90
Stan Kimbrough,"Nov 7, '89, DET @ CHI",23,1,10,50,7,16,0,0,2,2,4,7,5,4,0,4,4,16,.438,,1.000,5.0,1.6,0.7,0.5,0.4,0.0,1989-90
Stacey King,"Nov 3, '89, CHI vs. CLE",23,1,82,1777,267,530,0,1,194,267,169,384,87,38,58,119,215,728,.504,.000,.727,21.7,8.9,4.7,1.1,0.5,0.7,1989-90
Frank Kornet,"Nov 16, '89, MIL vs. ORL",23,1,57,438,42,114,5,20,24,39,25,71,21,14,3,23,54,113,.368,.250,.615,7.7,2.0,1.2,0.4,0.2,0.1,1989-90
Jeff Lebo,"Nov 10, '89, SAS @ UTA",23,1,4,32,2,7,0,0,2,2,2,4,3,2,0,1,7,6,.286,,1.000,8.0,1.5,1.0,0.8,0.5,0.0,1989-90
Tim Legler,"Mar 21, '90, PHO vs. CHH",23,1,11,83,11,29,0,1,6,6,4,8,6,2,0,4,12,28,.379,.000,1.000,7.5,2.5,0.7,0.5,0.2,0.0,1989-90
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1989-90
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1989-90
Gary Leonard,"Nov 17, '89, MIN @ BOS",22,1,22,127,13,31,0,1,6,14,10,27,1,3,9,8,26,32,.419,.000,.429,5.8,1.5,1.2,0.0,0.1,0.4,1989-90
Clifford Lett,"Mar 26, '90, CHI vs. PHO",24,1,4,28,2,8,0,0,0,0,0,0,1,0,0,2,8,4,.250,,,7.0,1.0,0.0,0.3,0.0,0.0,1989-90
Todd Lichti,"Nov 3, '89, DEN @ UTA",23,1,79,1326,250,514,0,14,130,174,49,151,116,55,13,95,145,630,.486,.000,.747,16.8,8.0,1.9,1.5,0.7,0.2,1989-90
Roy Marble,"Nov 3, '89, ATL vs. IND",23,1,24,162,16,58,0,2,19,29,15,24,11,7,1,14,16,51,.276,.000,.655,6.8,2.1,1.0,0.5,0.3,0.0,1989-90
Å arÅ«nas MarÄiulionis*,"Nov 3, '89, GSW @ PHO",25,1,75,1695,289,557,10,39,317,403,84,221,121,94,7,137,230,905,.519,.256,.787,22.6,12.1,2.9,1.6,1.3,0.1,1989-90
Jeff Martin,"Nov 7, '89, LAC @ GSW",23,1,69,1351,170,414,2,15,91,129,78,159,44,41,16,47,97,433,.411,.133,.705,19.6,6.3,2.3,0.6,0.6,0.2,1989-90
Anthony Mason,"Jan 29, '90, NJN @ DAL",23,1,21,108,14,40,0,0,9,15,11,34,7,2,2,11,20,37,.350,,.600,5.1,1.8,1.6,0.3,0.1,0.1,1989-90
Bob McCann,"Feb 17, '90, DAL vs. ORL",25,1,10,62,7,21,0,0,12,14,4,12,6,2,2,6,7,26,.333,,.857,6.2,2.6,1.2,0.6,0.2,0.2,1989-90
Mel McCants,"Nov 9, '89, LAL @ GSW",22,1,13,65,8,26,0,0,6,8,1,6,2,3,1,1,11,22,.308,,.750,5.0,1.7,0.5,0.2,0.2,0.1,1989-90
George McCloud,"Nov 3, '89, IND @ ATL",22,1,44,413,45,144,13,40,15,19,12,42,45,19,3,36,56,118,.313,.325,.789,9.4,2.7,1.0,1.0,0.4,0.1,1989-90
Carlton McKinney,"Nov 3, '89, LAC vs. HOU",25,1,7,104,8,32,0,1,2,4,4,12,7,6,1,7,15,18,.250,.000,.500,14.9,2.6,1.7,1.0,0.9,0.1,1989-90
Scott Meents,"Nov 4, '89, SEA @ SAC",26,1,26,148,19,44,0,0,17,23,7,30,7,4,3,9,12,55,.432,,.739,5.7,2.1,1.2,0.3,0.2,0.1,1989-90
Sam Mitchell,"Nov 3, '89, MIN @ SEA",26,1,80,2414,372,834,0,9,268,349,180,462,89,66,54,96,301,1012,.446,.000,.768,30.2,12.7,5.8,1.1,0.8,0.7,1989-90
Mike Morrison,"Dec 7, '89, PHO @ LAL",22,1,36,153,23,68,2,7,24,30,7,20,11,2,0,23,20,72,.338,.286,.800,4.3,2.0,0.6,0.3,0.1,0.0,1989-90
John Morton,"Nov 4, '89, CLE @ IND",22,1,37,402,48,161,7,30,43,62,7,32,67,18,4,51,30,146,.298,.233,.694,10.9,3.9,0.9,1.8,0.5,0.1,1989-90
Dyron Nix,"Nov 3, '89, IND @ ATL",22,1,20,109,14,39,0,0,11,16,8,26,5,3,1,7,15,39,.359,,.688,5.5,2.0,1.3,0.3,0.2,0.1,1989-90
Å½arko Paspalj,"Nov 10, '89, SAS @ UTA",23,1,28,181,27,79,0,1,18,22,15,30,10,3,7,21,37,72,.342,.000,.818,6.5,2.6,1.1,0.4,0.1,0.3,1989-90
Kenny Payne,"Nov 4, '89, PHI vs. MIL",23,1,35,216,47,108,4,10,16,18,11,26,10,7,6,20,37,114,.435,.400,.889,6.2,3.3,0.7,0.3,0.2,0.2,1989-90
DraÅ¾en PetroviÄ*,"Nov 3, '89, POR vs. SAC",25,1,77,967,207,427,34,74,135,160,50,111,116,23,2,96,134,583,.485,.459,.844,12.6,7.6,1.4,1.5,0.3,0.0,1989-90
Brian Quinnett,"Nov 4, '89, NYK vs. MIA",23,1,31,193,19,58,0,2,2,3,9,28,11,3,4,4,27,40,.328,.000,.667,6.2,1.3,0.9,0.4,0.1,0.1,1989-90
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1989-90
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1989-90
J.R. Reid,"Nov 3, '89, CHH vs. WSB",21,1,82,2757,358,814,0,5,192,289,199,691,101,92,54,172,292,908,.440,.000,.664,33.6,11.1,8.4,1.2,1.1,0.7,1989-90
Glen Rice,"Nov 3, '89, MIA vs. NJN",22,1,77,2311,470,1071,17,69,91,124,100,352,138,67,27,113,198,1048,.439,.246,.734,30.0,13.6,4.6,1.8,0.9,0.4,1989-90
Pooh Richardson,"Nov 3, '89, MIN @ SEA",23,1,82,2581,426,925,23,83,63,107,55,217,554,133,25,141,143,938,.461,.277,.589,31.5,11.4,2.6,6.8,1.6,0.3,1989-90
Clifford Robinson,"Nov 3, '89, POR vs. SAC",23,1,82,1565,298,751,12,44,138,251,110,308,72,53,53,129,226,746,.397,.273,.550,19.1,9.1,3.8,0.9,0.6,0.6,1989-90
David Robinson*,"Nov 4, '89, SAS vs. LAL",24,1,82,3002,690,1300,0,2,613,837,303,983,164,138,319,257,259,1993,.531,.000,.732,36.6,24.3,12.0,2.0,1.7,3.9,1989-90
Doug Roth,"Dec 14, '89, WSB vs. CHH",22,1,42,412,37,86,0,1,7,14,44,120,20,8,13,16,70,81,.430,.000,.500,9.8,1.9,2.9,0.5,0.2,0.3,1989-90
Donald Royal,"Nov 3, '89, MIN @ SEA",23,1,66,746,117,255,0,1,153,197,69,137,43,32,8,81,107,387,.459,.000,.777,11.3,5.9,2.1,0.7,0.5,0.1,1989-90
Delaney Rudd,"Nov 8, '89, UTA vs. CHH",27,1,77,850,111,259,16,56,35,53,12,55,177,22,1,88,81,273,.429,.286,.660,11.0,3.5,0.7,2.3,0.3,0.0,1989-90
Jeff Sanders,"Dec 20, '89, CHI @ ORL",24,1,31,182,13,40,0,0,2,4,17,39,9,4,4,15,27,28,.325,,.500,5.9,0.9,1.3,0.3,0.1,0.1,1989-90
Dexter Shouse,"Nov 29, '89, PHI vs. CLE",26,1,3,18,0,4,0,1,0,0,0,0,2,1,1,2,2,0,.000,.000,,6.0,0.0,0.0,0.7,0.3,0.3,1989-90
Charles Smith,"Nov 8, '89, BOS @ WSB",22,1,60,519,59,133,0,7,53,76,14,69,103,35,3,36,75,171,.444,.000,.697,8.7,2.9,1.2,1.7,0.6,0.1,1989-90
Michael Smith,"Nov 17, '89, BOS vs. MIN",24,1,65,620,136,286,2,28,53,64,40,100,79,9,1,54,51,327,.476,.071,.828,9.5,5.0,1.5,1.2,0.1,0.0,1989-90
Jay Taylor,"Nov 3, '89, NJN @ MIA",22,1,17,114,21,52,3,13,6,9,5,11,5,5,3,10,9,51,.404,.231,.667,6.7,3.0,0.6,0.3,0.3,0.2,1989-90
Leonard Taylor,"Nov 3, '89, GSW @ PHO",23,1,10,37,0,6,0,1,11,16,4,12,1,0,0,5,4,11,.000,.000,.688,3.7,1.1,1.2,0.1,0.0,0.0,1989-90
Henry Turner,"Nov 3, '89, SAC @ POR",23,1,36,315,58,122,0,3,40,65,22,50,22,17,7,26,40,156,.475,.000,.615,8.8,4.3,1.4,0.6,0.5,0.2,1989-90
Gary Voce,"Nov 10, '89, CLE @ WSB",24,1,1,4,1,3,0,0,0,0,2,2,0,0,0,0,0,2,.333,,,4.0,2.0,2.0,0.0,0.0,0.0,1989-90
Alexander Volkov,"Nov 3, '89, ATL vs. IND",25,1,72,937,137,284,13,34,70,120,52,119,83,36,22,52,166,357,.482,.382,.583,13.0,5.0,1.7,1.2,0.5,0.3,1989-90
Doug West,"Nov 3, '89, MIN @ SEA",22,1,52,378,53,135,3,11,26,32,24,70,18,10,6,31,61,135,.393,.273,.813,7.3,2.6,1.3,0.3,0.2,0.1,1989-90
Randy White,"Nov 3, '89, DAL vs. LAL",22,1,55,707,93,252,1,14,50,89,78,173,21,24,6,47,124,237,.369,.071,.562,12.9,4.3,3.1,0.4,0.4,0.1,1989-90
Mike Williams,"Dec 17, '89, SAC vs. PHO",26,1,21,102,6,18,0,1,3,6,5,23,2,3,7,3,30,15,.333,.000,.500,4.9,0.7,1.1,0.1,0.1,0.3,1989-90
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1989-90
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1989-90
Haywoode Workman,"Jan 27, '90, ATL @ ORL",24,1,6,16,2,3,0,0,2,2,0,3,2,3,0,0,3,6,.667,,1.000,2.7,1.0,0.5,0.3,0.5,0.0,1989-90
