Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1983-84
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1983-84
Charles Jones,"Feb 12, '84, PHI @ BOS",26,1,1,3,0,1,0,0,1,4,0,0,0,0,0,0,1,1,.000,,.250,3.0,1.0,0.0,0.0,0.0,0.0,1983-84
Mark Jones,"Nov 1, '83, NJN vs. CLE",22,1,6,16,3,6,0,1,1,2,2,2,5,0,0,2,2,7,.500,.000,.500,2.7,1.2,0.3,0.8,0.0,0.0,1983-84
Greg Kite,"Oct 29, '83, BOS @ CLE",22,1,35,197,30,66,0,0,5,16,27,62,7,1,5,20,42,65,.455,,.313,5.6,1.9,1.8,0.2,0.0,0.1,1983-84
Bruce Kuczenski,"Oct 28, '83, NJN vs. ATL",22,1,15,119,10,37,0,0,8,12,7,23,8,1,1,15,18,28,.270,,.667,7.9,1.9,1.5,0.5,0.1,0.1,1983-84
Darrell Lockhart,"Oct 30, '83, SAS vs. DAL",23,1,2,14,2,2,0,0,0,0,0,3,0,0,0,2,5,4,1.000,,,7.0,2.0,1.5,0.0,0.0,0.0,1983-84
Sidney Lowe,"Oct 28, '83, IND @ MIL",24,1,78,1238,107,259,2,18,108,139,30,122,269,93,5,106,112,324,.413,.111,.777,15.9,4.2,1.6,3.4,1.2,0.1,1983-84
Jeff Malone,"Oct 28, '83, WSB @ PHI",22,1,81,1976,408,918,24,74,142,172,57,155,151,23,13,110,162,982,.444,.324,.826,24.4,12.1,1.9,1.9,0.3,0.2,1983-84
Pace Mannion,"Oct 28, '83, GSW @ SEA",23,1,57,469,50,126,3,13,18,23,23,59,47,25,2,23,63,121,.397,.231,.783,8.2,2.1,1.0,0.8,0.4,0.0,1983-84
Rodney McCray,"Nov 4, '83, HOU @ DET",22,1,79,2081,335,672,1,4,182,249,173,450,176,53,54,120,205,853,.499,.250,.731,26.3,10.8,5.7,2.2,0.7,0.7,1983-84
Scooter McCray,"Oct 28, '83, SEA vs. GSW",23,1,47,520,47,121,0,0,35,50,45,115,44,11,19,34,73,129,.388,,.700,11.1,2.7,2.4,0.9,0.2,0.4,1983-84
Larry Micheaux,"Nov 1, '83, KCK vs. GSW",23,1,39,332,49,90,0,0,21,39,40,113,19,21,11,21,46,119,.544,,.538,8.5,3.1,2.9,0.5,0.5,0.3,1983-84
Bob Miller,"Jan 7, '84, SAS @ GSW",27,1,2,8,2,3,0,0,0,0,2,5,1,0,1,0,5,4,.667,,,4.0,2.0,2.5,0.5,0.0,0.5,1983-84
John Paxson,"Oct 29, '83, SAS @ HOU",23,1,49,458,61,137,4,22,16,26,4,33,149,10,2,32,47,142,.445,.182,.615,9.3,2.9,0.7,3.0,0.2,0.0,1983-84
John Pinone,"Oct 28, '83, ATL @ NJN",22,1,7,65,7,13,0,0,6,10,0,10,3,2,1,5,11,20,.538,,.600,9.3,2.9,1.4,0.4,0.3,0.1,1983-84
Tom Piotrowski,"Nov 6, '83, POR vs. PHO",23,1,18,78,12,26,0,0,6,6,6,16,5,1,3,6,22,30,.462,,1.000,4.3,1.7,0.9,0.3,0.1,0.2,1983-84
Leo Rautins,"Oct 29, '83, PHI @ IND",23,1,28,196,21,58,0,0,6,10,9,33,29,9,2,19,31,48,.362,,.600,7.0,1.7,1.2,1.0,0.3,0.1,1983-84
Doc Rivers,"Oct 28, '83, ATL @ NJN",22,1,81,1938,250,541,2,12,255,325,72,220,314,127,30,174,286,757,.462,.167,.785,23.9,9.3,2.7,3.9,1.6,0.4,1983-84
Fred Roberts,"Oct 29, '83, SAS @ HOU",23,1,79,1531,214,399,1,4,144,172,102,304,98,52,38,100,219,573,.536,.250,.837,19.4,7.3,3.8,1.2,0.7,0.5,1983-84
Ralph Sampson*,"Oct 29, '83, HOU vs. SAS",23,1,82,2693,716,1369,1,4,287,434,293,913,163,70,197,294,339,1720,.523,.250,.661,32.8,21.0,11.1,2.0,0.9,2.4,1983-84
Byron Scott,"Oct 28, '83, LAL @ KCK",22,1,74,1637,334,690,8,34,112,139,50,164,177,81,19,116,174,788,.484,.235,.806,22.1,10.6,2.2,2.4,1.1,0.3,1983-84
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1983-84
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1983-84
Steve Stipanovich,"Oct 28, '83, IND @ MIL",23,1,81,2426,392,816,3,16,183,243,116,562,170,73,67,161,303,970,.480,.188,.753,30.0,12.0,6.9,2.1,0.9,0.8,1983-84
Jon Sundvold,"Oct 28, '83, SEA vs. GSW",22,1,73,1284,217,488,9,37,64,72,23,91,239,29,1,81,81,507,.445,.243,.889,17.6,6.9,1.2,3.3,0.4,0.0,1983-84
Dane Suttle,"Oct 30, '83, KCK vs. SEA",22,1,40,469,109,214,0,3,40,47,21,46,46,20,0,32,46,258,.509,.000,.851,11.7,6.5,1.2,1.2,0.5,0.0,1983-84
Jim Thomas,"Oct 28, '83, IND @ MIL",23,1,72,1219,187,403,1,11,80,110,59,149,130,60,6,69,115,455,.464,.091,.727,16.9,6.3,2.1,1.8,0.8,0.1,1983-84
Paul Thompson,"Oct 28, '83, CLE vs. NYK",22,1,82,1731,309,662,9,39,115,149,120,312,122,70,37,73,192,742,.467,.231,.772,21.1,9.0,3.8,1.5,0.9,0.5,1983-84
Sedale Threatt,"Oct 29, '83, PHI @ IND",22,1,45,464,62,148,1,8,23,28,17,40,41,13,2,33,65,148,.419,.125,.821,10.3,3.3,0.9,0.9,0.3,0.0,1983-84
Granville Waiters,"Oct 28, '83, IND @ MIL",23,1,78,1040,123,238,0,1,31,51,64,227,60,24,85,65,164,277,.517,.000,.608,13.3,3.6,2.9,0.8,0.3,1.1,1983-84
Darrell Walker,"Oct 28, '83, NYK @ CLE",22,1,82,1324,216,518,4,15,208,263,74,167,284,127,15,194,202,644,.417,.267,.791,16.1,7.9,2.0,3.5,1.5,0.2,1983-84
Brant Weidner,"Mar 6, '84, SAS vs. CLE",23,1,8,38,2,9,0,0,4,4,4,11,0,0,2,2,5,8,.222,,1.000,4.8,1.0,1.4,0.0,0.0,0.3,1983-84
Mark West,"Oct 29, '83, DAL vs. PHO",23,1,34,202,15,42,0,0,7,22,19,46,13,1,15,12,55,37,.357,,.318,5.9,1.1,1.4,0.4,0.0,0.4,1983-84
Ennis Whatley,"Oct 29, '83, CHI vs. NJN",21,1,80,2159,261,556,0,2,146,200,63,197,662,119,17,268,223,668,.469,.000,.730,27.0,8.4,2.5,8.3,1.5,0.2,1983-84
Mitchell Wiggins,"Oct 29, '83, CHI vs. NJN",24,1,82,2123,399,890,7,29,213,287,138,328,187,106,11,139,278,1018,.448,.241,.742,25.9,12.4,4.0,2.3,1.3,0.1,1983-84
Kevin Williams,"Oct 29, '83, SAS @ HOU",22,1,19,200,25,58,0,1,25,32,4,13,43,8,4,22,42,75,.431,.000,.781,10.5,3.9,0.7,2.3,0.4,0.2,1983-84
Michael Wilson,"Oct 28, '83, WSB @ PHI",24,1,6,26,0,2,0,1,1,2,1,1,3,0,0,3,5,1,.000,.000,.500,4.3,0.2,0.2,0.5,0.0,0.0,1983-84
Randy Wittman,"Oct 28, '83, ATL @ NJN",24,1,78,1071,160,318,2,5,28,46,14,71,71,17,0,32,82,350,.503,.400,.609,13.7,4.5,0.9,0.9,0.2,0.0,1983-84
