Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Jeff Adrien,"Oct 27, '10, GSW vs. HOU",24,1,23,196,23,54,0,0,11,19,23,58,10,4,5,9,28,57,.426,,.579,8.5,2.5,2.5,0.4,0.2,0.2,2010-11,NBA
Solomon Alabi,"Nov 13, '10, TOR @ MIA",22,1,12,59,3,15,0,0,0,2,7,14,2,2,2,3,5,6,.200,,.000,4.9,0.5,1.2,0.2,0.2,0.2,2010-11,NBA
Cole Aldrich,"Oct 31, '10, OKC vs. UTA",22,1,18,142,8,15,0,0,2,4,13,35,4,5,7,8,30,18,.533,,.500,7.9,1.0,1.9,0.2,0.3,0.4,2010-11,NBA
Al-Farouq Aminu,"Oct 27, '10, LAC vs. POR",20,1,81,1452,160,406,45,143,92,119,75,267,60,59,25,103,121,457,.394,.315,.773,17.9,5.6,3.3,0.7,0.7,0.3,2010-11,NBA
James Anderson,"Oct 27, '10, SAS vs. IND",21,1,26,286,31,81,18,46,14,18,2,23,18,3,6,13,24,94,.383,.391,.778,11.0,3.6,0.9,0.7,0.1,0.2,2010-11,NBA
Ömer Aşık,"Oct 27, '10, CHI @ OKC",24,1,82,989,78,141,0,0,73,145,112,306,32,20,56,64,153,229,.553,,.503,12.1,2.8,3.7,0.4,0.2,0.7,2010-11,NBA
Luke Babbitt,"Nov 1, '10, POR @ CHI",21,1,24,137,15,55,3,16,3,9,6,30,6,2,2,8,15,36,.273,.188,.333,5.7,1.5,1.3,0.3,0.1,0.1,2010-11,NBA
Eric Bledsoe,"Oct 27, '10, LAC vs. POR",21,1,81,1841,206,486,32,116,99,133,68,223,289,92,26,194,130,543,.424,.276,.744,22.7,6.7,2.8,3.6,1.1,0.3,2010-11,NBA
Trevor Booker,"Oct 28, '10, WAS @ ORL",23,1,65,1063,139,253,0,1,68,101,98,251,35,29,42,38,115,346,.549,.000,.673,16.4,5.3,3.9,0.5,0.4,0.6,2010-11,NBA
Craig Brackins,"Nov 24, '10, PHI @ TOR",23,1,3,33,4,16,0,5,0,0,2,4,1,1,0,0,3,8,.250,.000,,11.0,2.7,1.3,0.3,0.3,0.0,2010-11,NBA
Avery Bradley,"Nov 22, '10, BOS @ ATL",20,1,31,162,23,67,0,5,6,12,4,17,12,9,0,16,20,52,.343,.000,.500,5.2,1.7,0.5,0.4,0.3,0.0,2010-11,NBA
Derrick Caracter,"Oct 26, '10, LAL vs. HOU",22,1,41,215,32,66,0,0,17,23,19,43,7,4,10,19,47,81,.485,,.739,5.2,2.0,1.0,0.2,0.1,0.2,2010-11,NBA
Sherron Collins,"Nov 3, '10, CHA @ NJN",23,1,20,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17,.280,.200,1.000,3.3,0.9,0.3,0.4,0.1,0.0,2010-11,NBA
