Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
DeAndre Jordan,"Nov 1, '08, LAC @ UTA",20,1,53,771,93,147,0,0,42,109,72,237,11,11,59,41,96,228,.633,,.385,14.5,4.3,4.5,0.2,0.2,1.1,2008-09,NBA
Kosta Koufos,"Nov 1, '08, UTA vs. LAC",19,1,48,565,94,185,0,0,36,51,50,138,20,12,31,26,70,224,.508,,.706,11.8,4.7,2.9,0.4,0.3,0.6,2008-09,NBA
Rob Kurz,"Nov 9, '08, GSW @ SAC",23,1,40,442,51,131,15,38,40,50,33,81,20,14,19,16,78,157,.389,.395,.800,11.1,3.9,2.0,0.5,0.4,0.5,2008-09,NBA
Courtney Lee,"Nov 3, '08, ORL vs. CHI",23,1,77,1939,243,540,82,203,78,94,18,178,91,76,14,69,157,646,.450,.404,.830,25.2,8.4,2.3,1.2,1.0,0.2,2008-09,NBA
Brook Lopez,"Oct 29, '08, NJN @ WAS",20,1,82,2501,448,844,0,2,172,217,225,665,86,44,151,147,257,1068,.531,.000,.793,30.5,13.0,8.1,1.0,0.5,1.8,2008-09,NBA
Robin Lopez,"Oct 29, '08, PHO @ SAS",20,1,60,614,71,137,0,1,47,68,52,118,8,11,41,28,97,189,.518,.000,.691,10.2,3.2,2.0,0.1,0.2,0.7,2008-09,NBA
Kevin Love,"Oct 29, '08, MIN vs. SAC",20,1,81,2048,316,688,2,19,265,336,274,734,84,35,50,118,205,899,.459,.105,.789,25.3,11.1,9.1,1.0,0.4,0.6,2008-09,NBA
Cartier Martin,"Jan 30, '09, CHA @ DEN",24,1,33,266,28,77,10,33,20,25,7,33,13,8,4,9,33,86,.364,.303,.800,8.1,2.6,1.0,0.4,0.2,0.1,2008-09,NBA
O.J. Mayo,"Oct 29, '08, MEM @ HOU",21,1,82,3120,562,1283,145,378,247,281,56,308,262,91,13,226,204,1516,.438,.384,.879,38.0,18.5,3.8,3.2,1.1,0.2,2008-09,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2008-09,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2008-09,NBA
Luc Mbah a Moute,"Oct 28, '08, MIL @ CHI",22,1,82,2114,227,491,0,4,140,192,189,487,87,87,45,100,204,594,.462,.000,.729,25.8,7.2,5.9,1.1,1.1,0.5,2008-09,NBA
JaVale McGee,"Oct 29, '08, WAS vs. NJN",21,1,75,1143,191,387,0,0,107,162,120,294,23,33,75,61,155,489,.494,,.660,15.2,6.5,3.9,0.3,0.4,1.0,2008-09,NBA
Anthony Morrow,"Nov 9, '08, GSW @ SAC",23,1,67,1515,255,534,86,184,80,92,78,199,80,36,12,52,130,676,.478,.467,.870,22.6,10.1,3.0,1.2,0.5,0.2,2008-09,NBA
DeMarcus Nelson,"Oct 29, '08, GSW vs. NOH",23,1,13,171,24,54,0,3,5,14,6,24,13,9,2,15,24,53,.444,.000,.357,13.2,4.1,1.8,1.0,0.7,0.2,2008-09,NBA
Greg Oden,"Oct 28, '08, POR @ LAL",21,1,61,1314,198,351,0,0,144,226,169,424,31,25,69,87,238,540,.564,,.637,21.5,8.9,7.0,0.5,0.4,1.1,2008-09,NBA
Anthony Randolph,"Nov 3, '08, GSW @ MEM",19,1,63,1129,199,431,0,4,101,141,128,363,49,42,74,80,141,499,.462,.000,.716,17.9,7.9,5.8,0.8,0.7,1.2,2008-09,NBA
Derrick Rose,"Oct 28, '08, CHI vs. MIL",20,1,81,3000,574,1208,16,72,197,250,96,317,512,66,18,202,125,1361,.475,.222,.788,37.0,16.8,3.9,6.3,0.8,0.2,2008-09,NBA
Brandon Rush,"Oct 29, '08, IND @ DET",23,1,75,1803,243,575,78,209,46,66,34,233,66,38,37,75,128,610,.423,.373,.697,24.0,8.1,3.1,0.9,0.5,0.5,2008-09,NBA
Walter Sharpe,"Nov 3, '08, DET @ CHA",22,1,8,20,4,11,0,2,0,2,0,3,0,0,2,0,3,8,.364,.000,.000,2.5,1.0,0.4,0.0,0.0,0.3,2008-09,NBA
Sean Singletary,"Nov 4, '08, PHO @ NJN",23,1,37,303,31,85,10,25,18,21,10,35,29,11,0,23,45,90,.365,.400,.857,8.2,2.4,0.9,0.8,0.3,0.0,2008-09,NBA
Marreese Speights,"Oct 31, '08, PHI vs. NYK",21,1,79,1263,252,502,2,8,102,132,123,293,30,27,56,46,181,608,.502,.250,.773,16.0,7.7,3.7,0.4,0.3,0.7,2008-09,NBA
Mike Taylor,"Oct 29, '08, LAC vs. LAL",23,1,51,771,110,267,13,40,56,81,22,87,106,36,0,73,84,289,.412,.325,.691,15.1,5.7,1.7,2.1,0.7,0.0,2008-09,NBA
Jason Thompson,"Oct 29, '08, SAC @ MIN",22,1,82,2303,356,717,0,8,198,286,234,606,93,46,59,146,314,910,.497,.000,.692,28.1,11.1,7.4,1.1,0.6,0.7,2008-09,NBA
Anthony Tolliver,"Nov 7, '08, SAS vs. MIA",23,1,19,208,19,65,9,41,5,10,12,41,17,5,1,7,16,52,.292,.220,.500,10.9,2.7,2.2,0.9,0.3,0.1,2008-09,NBA
Roko UkiÄ,"Oct 29, '08, TOR @ PHI",24,1,72,890,123,324,11,62,44,60,27,75,153,30,2,60,77,301,.380,.177,.733,12.4,4.2,1.0,2.1,0.4,0.0,2008-09,NBA
Henry Walker,"Nov 7, '08, BOS vs. MIL",21,1,29,216,36,58,0,1,16,23,8,29,13,6,2,18,51,88,.621,.000,.696,7.4,3.0,1.0,0.4,0.2,0.1,2008-09,NBA
Kyle Weaver,"Oct 29, '08, OKC vs. MIL",22,1,56,1166,113,246,32,93,41,58,31,130,101,47,25,69,81,299,.459,.344,.707,20.8,5.3,2.3,1.8,0.8,0.4,2008-09,NBA
Sonny Weems,"Jan 17, '09, DEN vs. ORL",22,1,12,55,8,25,0,3,3,8,0,4,3,1,0,6,8,19,.320,.000,.375,4.6,1.6,0.3,0.3,0.1,0.0,2008-09,NBA
Russell Westbrook,"Oct 29, '08, OKC vs. MIL",20,1,82,2668,436,1095,35,129,349,428,178,399,435,110,16,274,191,1256,.398,.271,.815,32.5,15.3,4.9,5.3,1.3,0.2,2008-09,NBA
D.J. White,"Apr 5, '09, OKC vs. IND",22,1,7,130,26,50,0,0,10,13,10,32,6,3,5,3,10,62,.520,,.769,18.6,8.9,4.6,0.9,0.4,0.7,2008-09,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2008-09,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2008-09,NBA
Jawad Williams,"Dec 12, '08, CLE vs. PHI",25,1,10,20,5,12,2,6,0,0,1,2,0,1,0,1,2,12,.417,.333,,2.0,1.2,0.2,0.0,0.1,0.0,2008-09,NBA
Sun Yue,"Dec 7, '08, LAL vs. MIL",23,1,10,28,3,11,0,6,0,0,0,0,2,1,1,3,10,6,.273,.000,,2.8,0.6,0.0,0.2,0.1,0.1,2008-09,NBA
Chante Black,"Jun 6, '09, CON vs. WAS",23,1,33,428,35,92,0,1,27,43,41,107,6,13,27,25,54,97,.380,.000,.628,13.0,2.9,3.2,0.2,0.4,0.8,2008-09,WNBA
Whitney Boddie,"Aug 7, '09, SAC vs. NYL",22,1,4,9,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1.000,,,2.3,0.5,0.0,0.0,0.3,0.0,2008-09,WNBA
DeWanna Bonner,"Jun 6, '09, PHO vs. SAS",21,1,34,724,127,278,2,13,125,154,70,196,13,23,25,34,70,381,.457,.154,.812,21.3,11.2,5.8,0.4,0.7,0.7,2008-09,WNBA
Kristi Cirone,"Jun 6, '09, CON vs. WAS",22,1,4,23,2,5,1,3,2,3,0,5,4,2,0,0,3,7,.400,.333,.667,5.8,1.8,1.3,1.0,0.5,0.0,2008-09,WNBA
Marissa Coleman,"Jun 6, '09, WAS @ CON",22,1,28,525,54,159,29,80,34,45,22,76,22,20,9,34,44,171,.340,.363,.756,18.8,6.1,2.7,0.8,0.7,0.3,2008-09,WNBA
Tanae Davis-Cain,"Sep 12, '09, DET @ CHI",22,1,1,4,1,5,0,3,0,1,2,2,0,0,0,0,0,2,.200,.000,.000,4.0,2.0,2.0,0.0,0.0,0.0,2008-09,WNBA
Lauren Ervin,"Jun 6, '09, CON vs. WAS",24,1,8,56,8,17,0,0,0,2,4,13,0,1,0,2,5,16,.471,,.000,7.0,2.0,1.6,0.0,0.1,0.0,2008-09,WNBA
Megan Frazee,"Jun 13, '09, SAS vs. NYL",22,1,29,326,52,126,14,37,27,39,27,84,15,8,5,21,43,145,.413,.378,.692,11.2,5.0,2.9,0.5,0.3,0.2,2008-09,WNBA
Quanitra Hollingsworth,"Jun 6, '09, MIN vs. CHI",20,1,34,434,50,120,0,0,64,91,47,110,5,12,8,34,65,164,.417,,.703,12.8,4.8,3.2,0.1,0.4,0.2,2008-09,WNBA
Briann January,"Jun 6, '09, IND @ ATL",22,1,33,683,64,192,25,87,74,87,23,63,77,36,3,57,78,227,.333,.287,.851,20.7,6.9,1.9,2.3,1.1,0.1,2008-09,WNBA
Anete Jekabsone-Zogota,"Jul 2, '09, CON @ IND",25,1,27,644,97,234,39,99,22,28,12,78,59,9,0,48,61,255,.415,.394,.786,23.9,9.4,2.9,2.2,0.3,0.0,2008-09,WNBA
Shalee Lehning,"Jun 6, '09, ATL vs. IND",22,1,34,707,36,93,6,30,24,31,19,79,127,18,3,54,44,102,.387,.200,.774,20.8,3.0,2.3,3.7,0.5,0.1,2008-09,WNBA
Rashanda McCants,"Jun 6, '09, MIN vs. CHI",22,1,34,482,56,150,11,38,22,39,30,68,26,15,10,36,74,145,.373,.289,.564,14.2,4.3,2.0,0.8,0.4,0.3,2008-09,WNBA
Angel McCoughtry,"Jun 6, '09, ATL vs. IND",22,1,34,735,160,336,15,51,100,135,35,105,71,74,12,72,92,435,.476,.294,.741,21.6,12.8,3.1,2.1,2.2,0.4,2008-09,WNBA
Britany Miller,"Jun 8, '09, DET vs. LAS",21,1,1,8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,.000,,,8.0,0.0,0.0,0.0,1.0,0.0,2008-09,WNBA
Anna Montanana,"Jul 28, '09, MIN vs. LAS",28,1,16,169,14,36,5,15,2,2,15,26,19,9,0,12,17,35,.389,.333,1.000,10.6,2.2,1.6,1.2,0.6,0.0,2008-09,WNBA
Renee Montgomery,"Jun 6, '09, MIN vs. CHI",22,1,34,764,102,250,42,121,60,72,15,66,72,25,9,66,37,306,.408,.347,.833,22.5,9.0,1.9,2.1,0.7,0.3,2008-09,WNBA
Chen Nan,"Jun 6, '09, CHI @ MIN",26,1,26,320,46,95,0,0,5,8,23,55,6,8,9,29,38,97,.484,,.625,12.3,3.7,2.1,0.2,0.3,0.3,2008-09,WNBA
Courtney Paris,"Jun 6, '09, SAC vs. SEA",21,1,33,442,68,132,0,1,24,33,56,134,22,11,10,20,48,160,.515,.000,.727,13.4,4.8,4.1,0.7,0.3,0.3,2008-09,WNBA
Kristi Toliver,"Jun 6, '09, CHI @ MIN",22,1,27,386,72,159,40,90,21,23,6,37,51,10,3,44,33,205,.453,.444,.913,14.3,7.6,1.4,1.9,0.4,0.1,2008-09,WNBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2008-09,WNBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2008-09,WNBA
Kia Vaughn,"Jun 7, '09, NYL vs. CON",22,1,34,396,73,148,0,2,17,34,35,88,8,6,3,32,57,163,.493,.000,.500,11.6,4.8,2.6,0.2,0.2,0.1,2008-09,WNBA
Ashley Walker,"Jun 6, '09, SEA @ SAC",22,1,13,90,7,28,1,6,8,10,6,23,4,2,2,7,20,23,.250,.167,.800,6.9,1.8,1.8,0.3,0.2,0.2,2008-09,WNBA
Christina Wirth,"Jun 6, '09, IND @ ATL",22,1,21,121,8,29,5,14,1,1,3,15,13,3,1,3,12,22,.276,.357,1.000,5.8,1.0,0.7,0.6,0.1,0.0,2008-09,WNBA
Lindsay Wisdom-Hylton,"Jun 6, '09, LAS vs. DET",23,1,29,197,28,61,1,1,12,19,14,41,8,3,8,15,12,69,.459,1.000,.632,6.8,2.4,1.4,0.3,0.1,0.3,2008-09,WNBA
Shavonte Zellous,"Jun 6, '09, DET @ LAS",22,1,34,802,118,297,15,49,155,181,25,106,62,27,17,77,111,406,.397,.306,.856,23.6,11.9,3.1,1.8,0.8,0.5,2008-09,WNBA
