Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Johnny Dawkins,"Oct 31, '86, SAS @ DEN",23,1,81,1682,334,764,14,47,153,191,56,169,290,67,3,120,118,835,.437,.298,.801,20.8,10.3,2.1,3.6,0.8,0.0,1986-87
Bruce Douglas,"Nov 1, '86, SAC @ SEA",22,1,8,98,7,24,0,1,0,4,5,14,17,9,0,9,9,14,.292,.000,.000,12.3,1.8,1.8,2.1,1.1,0.0,1986-87
Greg Dreiling,"Nov 5, '86, IND @ BOS",24,1,24,128,16,37,0,0,10,12,12,43,7,2,2,7,42,42,.432,,.833,5.3,1.8,1.8,0.3,0.1,0.1,1986-87
Kevin Duckworth,"Oct 31, '86, SAS @ DEN",22,1,65,875,130,273,0,1,92,134,76,223,29,21,21,78,192,352,.476,.000,.687,13.5,5.4,3.4,0.4,0.3,0.3,1986-87
Dave Feitl,"Nov 1, '86, HOU vs. LAL",24,1,62,498,88,202,0,1,53,71,39,117,22,9,4,38,83,229,.436,.000,.746,8.0,3.7,1.9,0.4,0.1,0.1,1986-87
Kenny Gattison,"Oct 31, '86, PHO vs. GSW",22,1,77,1104,148,311,0,3,108,171,87,270,36,24,33,88,178,404,.476,.000,.632,14.3,5.2,3.5,0.5,0.3,0.4,1986-87
Grant Gondrezick,"Oct 31, '86, PHO vs. GSW",24,1,64,836,135,300,4,17,75,107,47,110,81,25,4,56,91,349,.450,.235,.701,13.1,5.5,1.7,1.3,0.4,0.1,1986-87
Ron Harper,"Nov 1, '86, CLE vs. WSB",23,1,82,3064,734,1614,20,94,386,564,169,392,394,209,84,345,247,1874,.455,.213,.684,37.4,22.9,4.8,4.8,2.5,1.0,1986-87
Cedric Henderson,"Nov 1, '86, ATL vs. NJN",21,1,8,16,4,8,0,0,3,3,3,8,0,0,0,4,2,11,.500,,1.000,2.0,1.4,1.0,0.0,0.0,0.0,1986-87
Kevin Henderson,"Feb 12, '87, GSW vs. BOS",22,1,5,45,3,8,0,0,2,2,1,3,11,1,0,4,9,8,.375,,1.000,9.0,1.6,0.6,2.2,0.2,0.0,1986-87
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1986-87
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1986-87
Conner Henry,"Nov 1, '86, HOU vs. LAL",23,1,54,323,46,136,13,42,17,27,7,34,35,9,1,26,34,122,.338,.310,.630,6.0,2.3,0.6,0.6,0.2,0.0,1986-87
Jeff Hornacek,"Oct 31, '86, PHO vs. GSW",23,1,80,1561,159,350,12,43,94,121,41,184,361,70,5,153,130,424,.454,.279,.777,19.5,5.3,2.3,4.5,0.9,0.1,1986-87
Myron Jackson,"Oct 31, '86, DAL vs. UTA",22,1,8,22,2,9,0,0,7,8,1,3,6,1,0,5,1,11,.222,,.875,2.8,1.4,0.4,0.8,0.1,0.0,1986-87
Buck Johnson,"Nov 1, '86, HOU vs. LAL",23,1,60,520,94,201,0,1,40,58,38,88,40,17,15,37,81,228,.468,.000,.690,8.7,3.8,1.5,0.7,0.3,0.3,1986-87
Steffond Johnson,"Nov 4, '86, LAC @ DAL",24,1,29,234,27,64,0,3,20,38,15,43,5,9,2,18,55,74,.422,.000,.526,8.1,2.6,1.5,0.2,0.3,0.1,1986-87
Anthony Jones,"Oct 31, '86, WSB @ BOS",24,1,65,858,133,322,7,20,50,65,40,104,73,42,19,49,79,323,.413,.350,.769,13.2,5.0,1.6,1.1,0.6,0.3,1986-87
Tim Kempton,"Nov 1, '86, LAC vs. PHO",23,1,66,936,97,206,0,1,95,137,70,194,53,38,12,49,162,289,.471,.000,.693,14.2,4.4,2.9,0.8,0.6,0.2,1986-87
Curtis Kitchen,"Dec 6, '86, SEA @ HOU",23,1,6,31,3,6,0,1,3,4,4,9,1,2,3,0,4,9,.500,.000,.750,5.2,1.5,1.5,0.2,0.3,0.5,1986-87
Larry Krystkowiak,"Oct 31, '86, SAS @ DEN",22,1,68,1004,170,373,1,12,110,148,77,239,85,22,12,67,141,451,.456,.083,.743,14.8,6.6,3.5,1.3,0.3,0.2,1986-87
Jim Lampley,"Dec 12, '86, PHI @ NJN",26,1,1,16,1,3,0,0,1,2,1,5,0,1,0,1,0,3,.333,,.500,16.0,3.0,5.0,0.0,1.0,0.0,1986-87
Fernando MartÃ­n,"Oct 31, '86, POR vs. SEA",24,1,24,146,9,31,0,1,4,11,8,28,9,7,1,20,24,22,.290,.000,.364,6.1,0.9,1.2,0.4,0.3,0.0,1986-87
Maurice Martin,"Oct 31, '86, DEN vs. SAS",22,1,43,286,51,135,3,15,42,66,12,41,35,13,6,33,48,147,.378,.200,.636,6.7,3.4,1.0,0.8,0.3,0.1,1986-87
Forrest McKenzie,"Nov 25, '86, SAS vs. NJN",23,1,6,42,7,28,1,2,2,2,2,7,1,1,0,3,9,17,.250,.500,1.000,7.0,2.8,1.2,0.2,0.2,0.0,1986-87
Nate McMillan,"Nov 12, '86, SEA @ LAL",22,1,71,1972,143,301,0,7,87,141,101,331,583,125,45,155,238,373,.475,.000,.617,27.8,5.3,4.7,8.2,1.8,0.6,1986-87
Cozell McQueen,"Jan 10, '87, DET vs. BOS",25,1,3,7,3,3,0,0,0,0,3,8,0,0,1,0,1,6,1.000,,,2.3,2.0,2.7,0.0,0.0,0.3,1986-87
Pete Myers,"Dec 2, '86, CHI @ SEA",23,1,29,155,19,52,0,6,28,43,8,17,21,14,2,10,25,66,.365,.000,.651,5.3,2.3,0.6,0.7,0.5,0.1,1986-87
Johnny Newman,"Nov 2, '86, CLE vs. CHI",23,1,59,630,113,275,1,22,66,76,36,70,27,20,7,46,67,293,.411,.045,.868,10.7,5.0,1.2,0.5,0.3,0.1,1986-87
Dennis Nutt,"Jan 3, '87, DAL @ SAS",23,1,25,91,16,40,5,17,20,22,1,8,16,7,0,10,6,57,.400,.294,.909,3.6,2.3,0.3,0.6,0.3,0.0,1986-87
Chuck Person,"Oct 31, '86, IND @ PHI",22,1,82,2956,635,1358,49,138,222,297,168,677,295,90,16,211,310,1541,.468,.355,.747,36.0,18.8,8.3,3.6,1.1,0.2,1986-87
Dwayne Polee,"Nov 4, '86, LAC @ DAL",23,1,1,6,1,4,0,3,0,0,0,0,0,1,0,1,3,2,.250,.000,,6.0,2.0,0.0,0.0,1.0,0.0,1986-87
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1986-87
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1986-87
Harold Pressley,"Nov 4, '86, SAC vs. HOU",23,1,67,913,134,317,7,28,35,48,68,176,120,40,21,63,96,310,.423,.250,.729,13.6,4.6,2.6,1.8,0.6,0.3,1986-87
Mark Price,"Nov 5, '86, CLE @ UTA",22,1,67,1217,173,424,23,70,95,114,33,117,202,43,4,105,75,464,.408,.329,.833,18.2,6.9,1.7,3.0,0.6,0.1,1986-87
Dennis Rodman*,"Oct 31, '86, DET vs. MIL",25,1,77,1155,213,391,0,1,74,126,163,332,56,38,48,93,166,500,.545,.000,.587,15.0,6.5,4.3,0.7,0.5,0.6,1986-87
Johnny Rogers,"Nov 1, '86, SAC @ SEA",23,1,45,468,90,185,0,5,9,15,30,77,26,9,8,20,66,189,.486,.000,.600,10.4,4.2,1.7,0.6,0.2,0.2,1986-87
Ron Rowan,"Mar 17, '87, POR @ LAC",24,1,7,16,4,9,1,1,3,4,1,1,1,4,0,3,1,12,.444,1.000,.750,2.3,1.7,0.1,0.1,0.6,0.0,1986-87
John Salley,"Oct 31, '86, DET vs. MIL",22,1,82,1463,163,290,0,1,105,171,108,296,54,44,125,74,256,431,.562,.000,.614,17.8,5.3,3.6,0.7,0.5,1.5,1986-87
Brad Sellers,"Nov 1, '86, CHI @ NYK",24,1,80,1751,276,606,2,10,126,173,155,373,102,44,68,84,194,680,.455,.200,.728,21.9,8.5,4.7,1.3,0.6,0.9,1986-87
McKinley Singleton,"Oct 31, '86, NYK @ NJN",25,1,2,10,2,3,0,1,0,0,0,0,1,0,0,0,1,4,.667,.000,,5.0,2.0,0.0,0.5,0.0,0.0,1986-87
Scott Skiles,"Nov 11, '86, MIL vs. IND",22,1,13,205,18,62,3,14,10,12,6,26,45,5,1,21,18,49,.290,.214,.833,15.8,3.8,2.0,3.5,0.4,0.1,1986-87
Clinton Smith,"Oct 31, '86, GSW @ PHO",23,1,41,341,50,117,0,2,27,36,26,56,45,13,1,26,36,127,.427,.000,.750,8.3,3.1,1.4,1.1,0.3,0.0,1986-87
Keith Smith,"Oct 31, '86, MIL @ DET",22,1,42,461,57,150,3,9,21,28,13,32,43,25,3,30,74,138,.380,.333,.750,11.0,3.3,0.8,1.0,0.6,0.1,1986-87
Otis Smith,"Nov 28, '86, DEN @ IND",23,1,28,168,33,79,0,2,12,21,17,34,22,1,1,19,30,78,.418,.000,.571,6.0,2.8,1.2,0.8,0.0,0.0,1986-87
Roy Tarpley,"Oct 31, '86, DAL vs. UTA",22,1,75,1405,233,499,1,3,94,139,180,533,52,56,79,101,232,561,.467,.333,.676,18.7,7.5,7.1,0.7,0.7,1.1,1986-87
Billy Thompson,"Nov 7, '86, LAL vs. DEN",23,1,59,762,142,261,0,1,48,74,69,171,60,15,30,61,148,332,.544,.000,.649,12.9,5.6,2.9,1.0,0.3,0.5,1986-87
Andre Turner,"Nov 12, '86, BOS vs. MIL",22,1,3,18,2,5,0,1,0,0,1,2,1,0,0,5,1,4,.400,.000,,6.0,1.3,0.7,0.3,0.0,0.0,1986-87
Kenny Walker,"Oct 31, '86, NYK @ NJN",22,1,68,1719,285,581,0,4,140,185,118,338,75,49,49,75,236,710,.491,.000,.757,25.3,10.4,5.0,1.1,0.7,0.7,1986-87
Chris Washburn,"Oct 31, '86, GSW @ PHO",21,1,35,385,57,145,0,1,18,51,36,101,16,6,8,39,51,132,.393,.000,.353,11.0,3.8,2.9,0.5,0.2,0.2,1986-87
Pearl Washington,"Oct 31, '86, NJN vs. NYK",23,1,72,1600,257,538,4,24,98,125,37,129,301,92,7,175,184,616,.478,.167,.784,22.2,8.6,1.8,4.2,1.3,0.1,1986-87
Hot Rod Williams,"Nov 1, '86, CLE vs. WSB",24,1,80,2714,435,897,0,1,298,400,222,629,154,58,167,139,197,1168,.485,.000,.745,33.9,14.6,7.9,1.9,0.7,2.1,1986-87
John Williams,"Oct 31, '86, WSB @ BOS",20,1,78,1773,283,624,8,36,144,223,130,366,191,129,30,122,173,718,.454,.222,.646,22.7,9.2,4.7,2.4,1.7,0.4,1986-87
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1986-87
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1986-87
David Wingate,"Nov 2, '86, PHI vs. ATL",23,1,77,1612,259,602,13,52,149,201,70,156,155,93,19,128,169,680,.430,.250,.741,20.9,8.8,2.0,2.0,1.2,0.2,1986-87
Brad Wright,"Mar 21, '87, NYK vs. ATL",24,1,14,138,20,46,0,1,12,28,25,53,1,3,6,13,20,52,.435,.000,.429,9.9,3.7,3.8,0.1,0.2,0.4,1986-87
Perry Young,"Jan 30, '87, CHI @ PHI",23,1,9,72,6,21,0,0,1,2,3,8,7,5,1,4,14,13,.286,,.500,8.0,1.4,0.9,0.8,0.6,0.1,1986-87
