Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Jim Barnes,"Oct 30, '64, NYK vs. PHI",23,1,75,2586,454,1070,,,251,379,,729,93,,,,312,1159,.424,,.662,34.5,15.5,9.7,1.2,,,1964-65
Ron Bonham,"Oct 17, '64, BOS vs. DET",22,1,37,369,91,220,,,92,112,,78,19,,,,33,274,.414,,.821,10.0,7.4,2.1,0.5,,,1964-65
Gary Bradds,"Oct 17, '64, BAL vs. SFW",22,1,41,335,46,111,,,45,63,,84,19,,,,36,137,.414,,.714,8.2,3.3,2.0,0.5,,,1964-65
Em Bryant,"Oct 17, '64, NYK vs. LAL",26,1,77,1332,145,436,,,87,133,,167,167,,,,212,377,.333,,.654,17.3,4.9,2.2,2.2,,,1964-65
Joe Caldwell,"Oct 30, '64, DET vs. BOS",23,1,66,1543,290,776,,,129,210,,441,118,,,,171,709,.374,,.614,23.4,10.7,6.7,1.8,,,1964-65
Mel Counts,"Oct 31, '64, BOS vs. CIN",23,1,54,572,100,272,,,58,74,,265,19,,,,134,258,.368,,.784,10.6,4.8,4.9,0.4,,,1964-65
Steve Courtin,"Jan 27, '65, PHI @ BOS",22,1,24,317,42,103,,,17,21,,22,22,,,,44,101,.408,,.810,13.2,4.2,0.9,0.9,,,1964-65
Jerry Grote,"Oct 20, '64, LAL @ CIN",24,1,11,33,6,11,,,2,2,,4,4,,,,5,14,.545,,1.000,3.0,1.3,0.4,0.4,,,1964-65
Happy Hairston,"Oct 17, '64, CIN @ STL",22,1,61,736,131,351,,,110,165,,293,27,,,,95,372,.373,,.667,12.1,6.1,4.8,0.4,,,1964-65
Walt Hazzard,"Oct 28, '64, LAL vs. BAL",22,1,66,919,117,306,,,46,71,,111,140,,,,132,280,.382,,.648,13.9,4.2,1.7,2.1,,,1964-65
Les Hunter,"Oct 17, '64, BAL vs. SFW",22,1,24,114,18,64,,,6,14,,50,11,,,,16,42,.281,,.429,4.8,1.8,2.1,0.5,,,1964-65
Luke Jackson,"Oct 27, '64, PHI @ STL",23,1,76,2590,419,1013,,,288,404,,980,93,,,,251,1126,.414,,.713,34.1,14.8,12.9,1.2,,,1964-65
Larry Jones,"Oct 16, '64, PHI vs. DET",22,1,23,359,47,153,,,37,52,,57,40,,,,46,131,.307,,.712,15.6,5.7,2.5,1.7,,,1964-65
Wali Jones,"Oct 17, '64, BAL vs. SFW",22,1,77,1250,154,411,,,99,136,,140,200,,,,196,407,.375,,.728,16.2,5.3,1.8,2.6,,,1964-65
Howard Komives,"Oct 17, '64, NYK vs. LAL",23,1,80,2378,381,1020,,,212,254,,195,265,,,,246,974,.374,,.835,29.7,12.2,2.4,3.3,,,1964-65
Bud Koper,"Oct 17, '64, SFW @ BAL",22,1,54,631,106,241,,,35,42,,61,43,,,,59,247,.440,,.833,11.7,4.6,1.1,0.8,,,1964-65
Barry Kramer,"Oct 17, '64, SFW @ BAL",22,1,52,507,63,186,,,60,84,,100,41,,,,67,186,.339,,.714,9.8,3.6,1.9,0.8,,,1964-65
McCoy McLemore,"Oct 17, '64, SFW @ BAL",22,1,78,1731,244,725,,,157,220,,488,81,,,,224,645,.337,,.714,22.2,8.3,6.3,1.0,,,1964-65
Jeff Mullins,"Nov 4, '64, STL @ SFW",22,1,44,492,87,209,,,41,61,,102,44,,,,60,215,.416,,.672,11.2,4.9,2.3,1.0,,,1964-65
Cotton Nash,"Oct 17, '64, LAL @ NYK",22,1,45,357,47,145,,,43,52,,83,19,,,,57,137,.324,,.827,7.9,3.0,1.8,0.4,,,1964-65
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,1964-65
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,1964-65
Willis Reed*,"Oct 17, '64, NYK vs. LAL",22,1,80,3042,629,1457,,,302,407,,1175,133,,,,339,1560,.432,,.742,38.0,19.5,14.7,1.7,,,1964-65
Paul Silas,"Oct 17, '64, STL vs. CIN",21,1,79,1243,140,375,,,83,164,,576,48,,,,161,363,.373,,.506,15.7,4.6,7.3,0.6,,,1964-65
John Thompson*,"Oct 17, '64, BOS vs. DET",23,1,64,699,84,209,,,62,105,,230,16,,,,141,230,.402,,.590,10.9,3.6,3.6,0.3,,,1964-65
John Tresvant,"Oct 17, '64, STL vs. CIN",25,1,4,35,4,11,,,6,9,,18,6,,,,9,14,.364,,.667,8.8,3.5,4.5,1.5,,,1964-65
George Wilson,"Oct 31, '64, CIN @ BOS",22,1,39,288,41,155,,,9,30,,102,11,,,,59,91,.265,,.300,7.4,2.3,2.6,0.3,,,1964-65
